GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
2	rs10181727	2	 27315252	rs2304681	2018-10-19	30181555	Strawbridge RJ	2018-09-04	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30181555	Genetics of self-reported risk-taking behaviour, trans-ethnic consistency and relevance to brain gene expression.	Self-reported risk-taking behaviour	83,677 British ancestry cases, 244,662 British ancestry controls	2,764 South Asian ancestry cases, 3,139 African Caribbean ancestry cases, 16,169 European ancestry cases, 3,866 mixed ancestry cases, 4,267 South Asian ancestry controls, 4,341 African Caribbean ancestry controls, 31,814 European ancestry controls, 5,988 mixed ancestry controls	2p23.3	KHK	KHK			ENSG00000138030	NA	NA	rs2304681-A	rs2304681	0	2304681	missense_variant	0	0.37	1E-7	7		0.028	[0.018-0.038] unit decrease	Affymetrix [NR] (imputed)	N
2	rs4665372	2	 27336827	rs12617392	2018-12-19	30271922	Clifton EAD	2018-05-03	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/30271922	Genome-wide association study for risk taking propensity indicates shared pathways with body mass index.	Self-reported risk-taking behaviour	113,882 European ancestry cases, 322,354 European ancestry controls	NA	2p23.3	CGREF1	CGREF1			ENSG00000138028	NA	NA	rs12617392-C	rs12617392	0	12617392	intron_variant	0	0.56	2E-8	7.69897000433602		1.023	[1.015-1.031]	Affymetrix [7736308] (imputed)	N
2	rs4665372	2	 27336827	rs12617392	2018-10-19	30181555	Strawbridge RJ	2018-09-04	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30181555	Genetics of self-reported risk-taking behaviour, trans-ethnic consistency and relevance to brain gene expression.	Self-reported risk-taking behaviour	83,677 British ancestry cases, 244,662 British ancestry controls	2,764 South Asian ancestry cases, 3,139 African Caribbean ancestry cases, 16,169 European ancestry cases, 3,866 mixed ancestry cases, 4,267 South Asian ancestry controls, 4,341 African Caribbean ancestry controls, 31,814 European ancestry controls, 5,988 mixed ancestry controls	2p23.3	NR	CGREF1			ENSG00000138028	NA	NA	rs12617392-A	rs12617392	0	12617392	intron_variant	0	0.45	2E-8	7.69897000433602		0.03	[0.02-0.04] unit decrease	Affymetrix [NR] (imputed)	N
2	rs4665372	2	 27336827	rs12617392	2021-03-30	33723403	Sha Z	2021-03-15	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/33723403	The genetic architecture of structural left-right asymmetry of the human brain.	Left–right brain asymmetry	32,256 European ancestry individuals	NA	2p23.3	CGREF1	CGREF1			ENSG00000138028	NA	NA	rs12617392-A	rs12617392	0	12617392	intron_variant	0	0.44	4E-11	10.397940008672		NA		NR [9312144] (imputed)	N
3	rs13021393	2	 37059557	rs13021775	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	Reaction time	330,069 European ancestry individuals	NA	2p22.2	NR	VIT - STRN	ENSG00000205221	ENSG00000115808		17622	5284	rs13021775-?	rs13021775	0	13021775	intergenic_variant	1	NR	3E-6	5.52287874528034		0.008115	[0.0047-0.0115] unit decrease	Affymetrix [805426] (imputed)	N
3	rs13021393	2	 37068428	rs711244	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Mean platelet volume	164,454 European ancestry individuals	NA	2p22.2	AC007382.1	STRN			ENSG00000115808	NA	NA	rs711244-T	rs711244	0	711244	3_prime_UTR_variant	0	0.4226	8E-22	21.0969100130081		0.03503109	[0.028-0.042] unit decrease	Affymetrix [~ 2500000] (imputed)	N
3	rs13021393	2	 37068428	rs711244	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (min-P)	26,502 European ancestry individuals	NA	2p22.2	MACF1, KIAA0754, BMP8A, PABPC4	STRN			ENSG00000115808	NA	NA	rs711244-?	rs711244	0	711244	3_prime_UTR_variant	0		2E-8	7.69897000433602		NA		NR [7428630] (imputed)	N
3	rs13021393	2	 37075013	rs1861435	2020-07-21	32203549	Richardson TG	2020-03-23	PLoS Med	www.ncbi.nlm.nih.gov/pubmed/32203549	Evaluating the relationship between circulating lipoprotein lipids and apolipoproteins with risk of coronary heart disease: A multivariable Mendelian randomisation analysis.	Triglyceride levels	441,016 European ancestry individuals	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs1861435-T	rs1861435	0	1861435	3_prime_UTR_variant	0	0.575265	3E-12	11.5228787452803		0.0140772	[0.01-0.018] unit increase	Affymetrix [NR] (imputed)	N
3	rs13021393	2	 37075013	rs1861435	2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean platelet volume	460,935 European ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs1861435-T	rs1861435	0	1861435	3_prime_UTR_variant	0	0.57362	2E-66	65.698970004336		0.033329	[0.03-0.037] SD unit increase	Affymetrix, Illumina [49660172] (imputed)	N
3	rs13021393	2	 37075013	rs1861435	2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Mean platelet volume	484,042 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs1861435-T	rs1861435	0	1861435	3_prime_UTR_variant	0	0.572182	5E-64	63.301029995664		NA		Affymetrix, Illumina [17210439] (imputed)	N
3	rs13021393	2	 37075013	rs1861435	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Mean platelet volume	408,112 British individuals	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs1861435-A	rs1861435	0	1861435	3_prime_UTR_variant	0	0.425884	2E-53	52.698970004336		0.03485773	[0.03-0.039] unit decrease	Affymetrix [93095623] (imputed)	N
3	rs13021393	2	 37079583	rs62132522	2020-07-21	32193296	Grasby KL	2020-03-01	Science	www.ncbi.nlm.nih.gov/pubmed/32193296	The genetic architecture of the human cerebral cortex.	Cortical surface area	33,992 European ancestry individuals	14,727 European ancestry individuals, 2,943 individuals	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs62132522-T	rs62132522	0	62132522	intron_variant	0	0.5553	4E-8	7.39794000867204	(Precuneus)	12.284587	[7.91-16.66] unit increase	Affymetrix, Illumina [NR]	N
3	rs13021393	2	 37079583	rs62132522	2020-02-05	31666681	Zhao B	2019-10-30	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31666681	Large-scale GWAS reveals genetic architecture of brain white matter microstructure and genetic overlap with cognitive and mental health traits (n = 17,706).	White matter microstructure (axial diusivities)	17,706 European ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs62132522-?	rs62132522	0	62132522	intron_variant	0		2E-8	7.69897000433602	(Body of corpus callosum)	NA		NR [8955960] (imputed)	N
3	rs13021393	2	 37079583	rs62132522	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (MOSTest)	26,502 European ancestry individuals	NA	2p22.2	VIT, AC007382.1, STRN, HEATR5B	STRN			ENSG00000115808	NA	NA	rs62132522-?	rs62132522	0	62132522	intron_variant	0		6E-46	45.2218487496164		NA		NR [7428630] (imputed)	N
3	rs13021393	2	 37079583	rs62132522	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical thickness (MOSTest)	26,502 European ancestry individuals	NA	2p22.2	LACTBL1, C1orf234, KDM1A, LUZP1, HTR1D	STRN			ENSG00000115808	NA	NA	rs62132522-?	rs62132522	0	62132522	intron_variant	0		3E-9	8.52287874528034		NA		NR [7428630] (imputed)	N
3	rs13021393	2	 37079583	rs62132522	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (MOSTest)	26,502 European ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs62132522-?	rs62132522	0	62132522	intron_variant	0		2E-34	33.698970004336		NA		NR [7428630] (imputed)	N
3	rs13021393	2	 37090233	rs2110944	2020-03-23	31900758	Han X	2020-01-03	Eur J Epidemiol	www.ncbi.nlm.nih.gov/pubmed/31900758	Using Mendelian randomization to evaluate the causal relationship between serum C-reactive protein levels and age-related macular degeneration.	C-reactive protein levels	418,642 British ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs2110944-T	rs2110944	0	2110944	intron_variant	0	0.469149	2E-14	13.698970004336		0.0154024	[0.011-0.019] unit decrease	NR [NR]	N
3	rs13021393	2	 37090233	rs2110944	2021-02-19	33547301	Chen VL	2021-02-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/33547301	Genome-wide association study of serum liver enzymes implicates diverse metabolic and liver pathology.	Alanine aminotransferase levels	390,812 European ancestry individuals	134,154 East Asian ancestry individuals	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs2110944-C	rs2110944	0	2110944	intron_variant	0	0.53	3E-8	7.52287874528034		5.54	z-score increase	Affymetrix [4312306] (imputed)	N
3	rs13021393	2	 37090233	rs2110944	2021-06-29	33462484	Sinnott-Armstrong N	2021-01-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33462484	Genetics of 35 blood and urine biomarkers in the UK Biobank.	C-reactive protein levels	341,805 European ancestry individuals, 6,006 African ancestry individuals, 7,316 South Asian ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs2110944-C	rs2110944	0	2110944	intron_variant	0	NR	8E-10	9.09691001300806		0.0147	[0.01-0.0194] unit increase	Affymetrix [9000000] (imputed)	N
3	rs13021393	2	 37102249	rs17496249	2020-07-09	32154731	Ripatti P	2020-03-10	Circ Genom Precis Med	www.ncbi.nlm.nih.gov/pubmed/32154731	Polygenic Hyperlipidemias and Coronary Artery Disease Risk.	Triglyceride levels	324,694 British ancestry individuals	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs17496249-?	rs17496249	0	17496249	intron_variant	0	NR	5E-9	8.30102999566398		0.0154	[0.011-0.02] unit decrease	Affymetrix [5701386] (imputed)	N
3	rs13021393	2	 37102249	rs17496249	2020-07-24	32439900	Ntalla I	2020-05-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32439900	Multi-ancestry GWAS of the electrocardiographic PR interval identifies 202 loci underlying cardiac conduction.	PR interval	271,570 European ancestry individuals	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs17496249-A	rs17496249	0	17496249	intron_variant	0	0.5424	6E-23	22.2218487496164		0.6563	[0.53-0.79] ms increase	Affymetrix, Illumina [at least 167995] (imputed)	N
3	rs13021393	2	 37102249	rs17496249	2020-07-24	32439900	Ntalla I	2020-05-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32439900	Multi-ancestry GWAS of the electrocardiographic PR interval identifies 202 loci underlying cardiac conduction.	PR interval	271,570 European ancestry individuals, 8,173 African American individuals, 12,823 Hispanic/Latino individuals	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs17496249-A	rs17496249	0	17496249	intron_variant	0	0.55	1E-23	23		0.64	[0.52-0.76] ms increase	Affymetrix, Illumina [at least 167995] (imputed)	N
3	rs13021393	2	 37123383	rs2003585	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Subcortical volume (MOSTest)	26,502 European ancestry individuals	NA	2p22.2	WNT2B, ST7L, CAPZA1, MOV10, RHOC, RP11-426L16.10, PPM1J	STRN			ENSG00000115808	NA	NA	rs2003585-?	rs2003585	0	2003585	intron_variant	0		2E-17	16.698970004336		NA		NR [7428630] (imputed)	N
3	rs13021393	2	 37123383	rs2003585	2021-07-27	33495597	Harper AR	2021-01-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33495597	Common genetic variants and modifiable risk factors underpin hypertrophic cardiomyopathy susceptibility and expressivity.	Hypertrophic cardiomyopathy (sarcomere negative)	170 African ancestry cases, 93 Hispanic/Latino cases, 52 East Asian ancestry cases, 1,444 European ancestry cases, 94 South Asian ancestry cases, 21 cases, 738 African ancestry controls, 78 Hispanic/Latino controls, 212 East Asian ancestry controls, 24,161 European ancestry controls, 1,132 South Asian ancestry controls, 1,023 controls	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs2003585-T	rs2003585	0	2003585	intron_variant	0	0.493221	1E-7	7		0.207463	[0.13-0.28] unit increase	Affymetrix [8590397] (imputed)	N
3	rs13021393	2	 37149498	rs11124554	2018-07-28	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	Alanine transaminase levels	134,182 Japanese ancestry individuals	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs11124554-?	rs11124554	0	11124554	intron_variant	0	NR	4E-8	7.39794000867204		0.02216	[0.014-0.03] unit decrease	Illumina [6108953] (imputed)	N
3	rs13021393	2	 37150793	rs3770776	2020-07-21	32193296	Grasby KL	2020-03-01	Science	www.ncbi.nlm.nih.gov/pubmed/32193296	The genetic architecture of the human cerebral cortex.	Cortical surface area	33,992 European ancestry individuals	14,727 European ancestry individuals, 2,943 individuals	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs3770776-A	rs3770776	0	3770776	intron_variant	0	0.5686	2E-14	13.698970004336	(Isthmus Cingulate)	5.552393	[4.13-6.98] unit decrease	Affymetrix, Illumina [NR]	N
3	rs13021393	2	 37152899	rs2372785	2020-02-05	31666681	Zhao B	2019-10-30	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31666681	Large-scale GWAS reveals genetic architecture of brain white matter microstructure and genetic overlap with cognitive and mental health traits (n = 17,706).	White matter microstructure (axial diusivities)	17,706 European ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs2372785-?	rs2372785	0	2372785	intron_variant	0		3E-9	8.52287874528034	(Fornix (cres) / Stria terminalis)	NA		NR [8955960] (imputed)	N
3	rs13021393	2	 37154425	rs2110994	2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red cell distribution width	531,774 European ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs2110994-T	rs2110994	0	2110994	intron_variant	0	0.521931	1E-12	12		0.013426	[0.0097-0.0171] SD unit increase	Affymetrix, Illumina [49860007] (imputed)	N
3	rs13021393	2	 37154425	rs2110994	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Red cell distribution width	408,112 British individuals	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs2110994-A	rs2110994	0	2110994	intron_variant	0	0.475937	5E-9	8.30102999566398		0.012940792	[0.0086-0.0173] unit decrease	Affymetrix [93095623] (imputed)	N
3	rs13021393	2	 37154425	rs2110994	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Red cell distribution width	approximately 445,000 European ancestry individuals	NA	2p22.2		STRN			ENSG00000115808	NA	NA	rs2110994-?	rs2110994	0	2110994	intron_variant	0	NR	5E-10	9.30102999566398		NA		NR [~ 8900000] (imputed)	N
3	rs13021393	2	 37175444	rs11695609	2020-07-21	32193296	Grasby KL	2020-03-01	Science	www.ncbi.nlm.nih.gov/pubmed/32193296	The genetic architecture of the human cerebral cortex.	Cortical surface area	33,992 European ancestry individuals	14,727 European ancestry individuals, 2,943 individuals	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs11695609-T	rs11695609	0	11695609	intron_variant	0	0.5167	1E-13	13	(Posterior Cingulate)	5.4288273	[3.99-6.87] unit decrease	Affymetrix, Illumina [NR]	N
3	rs13021393	2	 37189296	rs3845780	2019-10-21	31174203	Liyanage UE	2019-06-07	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/31174203	Combined analysis of keratinocyte cancers identifies novel genome-wide loci.	Keratinocyte cancer (MTAG)	at least 18,538 European ancestry cases, at least 340,302 European ancestry controls	NA	2p22.2	RNU6-846P	STRN			ENSG00000115808	NA	NA	rs3845780-C	rs3845780	0	3845780	intron_variant	0	0.475365	2E-9	8.69897000433602		1.0526316	[1.03-1.06]	Affymetrix [7600000] (imputed)	N
3	rs13021393	2	 37189296	rs3845780	2020-09-21	32888493	Chen MH	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888493	Trans-ethnic and Ancestry-Specific Blood-Cell Genetics in 746,667 Individuals from 5 Global Populations.	Red cell distribution width	563,352 African American or Afro-Caribbean, African ancestry, European ancestry, East Asian ancestry, Hispanic or Latin American and South Asian ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs3845780-T	rs3845780	0	3845780	intron_variant	0	0.513462	6E-11	10.2218487496164		NA		Affymetrix, Illumina [22063850] (imputed)	N
3	rs13021393	2	 37192495	rs3770774	2020-01-28	31676860	Zhao B	2019-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31676860	Genome-wide association analysis of 19,629 individuals identifies variants influencing regional brain volumes and refines their genetic co-architecture with cognitive and mental health traits.	Brain region volumes	19,629 British ancestry individuals	NA	2p22.2	NR	STRN			ENSG00000115808	NA	NA	rs3770774-?	rs3770774	0	3770774	intron_variant	0	NR	2E-9	8.69897000433602	(X3rd ventricle)	NA		NR [9227495] (imputed)	N
3	rs13021393	2	 37192495	rs3770774	2020-07-28	32386560	Ramirez J	2020-04-29	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/32386560	Common Genetic Variants Modulate the Electrocardiographic Tpeak-to-Tend Interval.	TPE interval (resting)	71,338 European ancestry individuals	NA	2p22.2	STRN	STRN			ENSG00000115808	NA	NA	rs3770774-T	rs3770774	0	3770774	intron_variant	0	0.519	8E-10	9.09691001300806		0.032	[0.022-0.042] unit decrease	Affymetrix [~ 9000000] (imputed)	N
3	rs13021393	2	 37192495	rs3770774	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (min-P)	26,502 European ancestry individuals	NA	2p22.2	SSBP3	STRN			ENSG00000115808	NA	NA	rs3770774-?	rs3770774	0	3770774	intron_variant	0		3E-14	13.5228787452803		NA		NR [7428630] (imputed)	N
3	rs13021393	2	 37192495	rs3770774	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Subcortical volume (min-P)	26,502 European ancestry individuals	NA	2p22.2	STIL, CMPK1, FOXE3, FOXD2	STRN			ENSG00000115808	NA	NA	rs3770774-?	rs3770774	0	3770774	intron_variant	0		1E-14	14		NA		NR [7428630] (imputed)	N
4	rs7601767	2	 48252311	rs17396357	2019-04-15	30696823	Jones SE	2019-01-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30696823	Genome-wide association analyses of chronotype in 697,828 individuals provides insights into circadian rhythms.	Chronotype	449,734  European ancestry individuals	248,098 European ancestry individuals	2p16.3	FBXO11, FOXN2	VN1R18P - FARP2	ENSG00000275423	ENSG00000006607		34646	193331113	rs17396357-T	rs17396357	0	17396357	intron_variant	1	0.3818	2E-8	7.69897000433602		1.0213242		Affymetrix [11880941] (imputed)	N
4	rs7601767	2	 48274591	rs386645843	2021-05-04	32963231	Hofer E	2020-09-22	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32963231	Genetic correlations and genome-wide associations of cortical structure in general population samples of 22,824 adults.	Cortical surface area	18,617 European and African American ancestry individuals	22,363 European ancestry individuals	2p16.3	FBXO11	VN1R18P - NA	ENSG00000275423			56926	NA	rs386645843-?	rs386645843	0	386645843	intron_variant	1		2E-16	15.698970004336	(Superior temporal)	NA		Affymetrix, Illumina [NR] (imputed)	N
4	rs7601767	2	 48274592	rs72816437	2021-02-19	33547301	Chen VL	2021-02-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/33547301	Genome-wide association study of serum liver enzymes implicates diverse metabolic and liver pathology.	Aspartate aminotransferase levels	389,565 European ancestry individuals	134,182 East Asian ancestry individuals	2p16.3	FBXO11, FOXN2	VN1R18P - LINC01122	ENSG00000275423	ENSG00000233723		56927	10380346	rs72816437-T	rs72816437	0	72816437	intron_variant	1	0.39	5E-12	11.301029995664		6.91	z-score increase	Affymetrix [4314223] (imputed)	N
