ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000115808	STRN	2	37070783	37193615	-1	protein_coding	6801	STRN	0.969336393172942	-1.219211598	1	12.57	1	NA	0.049	CMC_SVA_cis	NA	No	NA	2.14985076055e-07	rs13021393	3
ENSG00000252756	RNU6-577P	2	37094541	37094638	-1	snRNA	106479822	RNU6-577P	NA	NA	1	12.57	0	NA	NA	NA	NA	No	NA	2.14985076055e-07	rs13021393	3
ENSG00000115828	QPCT	2	37571717	37600465	1	protein_coding	25797	QPCT	1.87382648510695e-08	0.303395255	0	0	1	0.000358201	0.025065096768479	PsychENCODE_eQTLs	NA	No	NA	2.14985076055e-07	rs13021393	3
ENSG00000204929	AC074391.1	2	65663845	66311773	1	lincRNA	101927533	LOC101927533	NA	NA	2	15.55	0	NA	NA	NA	NA	No	NA	2.33498920073e-08	rs2287283	5
ENSG00000150556	LYPD6B	2	149894621	150071776	1	protein_coding	130576	LYPD6B	0.00103350797846491	-0.240955936	2	19.74	0	NA	NA	NA	NA	No	NA	0.000270505836601	rs7609463	6
ENSG00000187123	LYPD6	2	150186499	150330662	1	protein_coding	130574	LYPD6	0.000624825868659602	0.368923414	0	0	0	NA	NA	NA	NA	Yes	Neural_Progenitor_Cell	0.000463048135662	rs7609463	6
ENSG00000044524	EPHA3	3	89156674	89531284	1	protein_coding	2042	EPHA3	0.0156859621990761	-0.110283635	1	22.3	1	1.48256e-06	0.000131411	GTEx/v8/Brain_Cerebellum	NA	No	NA	1.2564056429e-15	rs35124509	7
ENSG00000127922	SHFM1	7	96110938	96339203	-1	protein_coding	7979	SHFM1	0.418592332178749	-0.181498149	8	19.47	0	NA	NA	NA	NA	No	NA	2.88548254963e-09	rs151218739	8
ENSG00000006377	DLX6	7	96634860	96640351	1	protein_coding	1750	DLX6	0.842830433475103	-0.587645777	0	0	0	NA	NA	NA	NA	Yes	Neural_Progenitor_Cell	1.79252392384e-06	rs151218739	8
ENSG00000271956	DLX6-AS2	7	96635695	96637022	-1	antisense	100873931	DLX6-AS2	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Neural_Progenitor_Cell	1.79252392384e-06	rs151218739	8
ENSG00000092964	DPYSL2	8	26371791	26515694	1	protein_coding	1808	DPYSL2	0.995558288769102	0.747821212	2	15.42	0	NA	NA	NA	NA	No	NA	0.000896762859201	rs384908	9
ENSG00000267026	RP11-92C4.3	9	101609511	101634697	-1	antisense	102724684	LOC102724684	NA	NA	3	13.72	0	NA	NA	NA	NA	No	NA	9.99457046296e-06	rs7874948	11
ENSG00000123243	ITIH5	10	7601232	7708961	-1	protein_coding	80760	ITIH5	5.63852864594726e-13	NA	1	25.7	0	NA	NA	NA	NA	No	NA	9.25500727827e-21	rs41298373	12
ENSG00000181929	PRKAG1	12	49396057	49412980	-1	protein_coding	5571	PRKAG1	0.00163708742661498	-0.36111794	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	2.41196985298e-06	rs1057548	14
ENSG00000167548	KMT2D	12	49412758	49453557	-1	protein_coding	8085	KMT2D	0.999999999999995	-1.38903777	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.41196985298e-06	rs1057548	14
ENSG00000167550	RHEBL1	12	49458468	49463808	-1	protein_coding	121268	RHEBL1	3.29298900292704e-06	-0.739691541	0	0	5	3.4234e-08	5.87638587401446e-06	PsychENCODE_eQTLs:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	2.52171458491e-13	rs1057548	14
ENSG00000139549	DHH	12	49483204	49488602	-1	protein_coding	50846	DHH	0.259714235022627	-0.226342192	1	14.78	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.41196985298e-06	rs1057548	14
ENSG00000139636	LMBR1L	12	49490919	49504683	-1	protein_coding	55716	LMBR1L	2.18323454000279e-06	-0.977588306	1	14.78	6	3.19423e-08	1.35724e-06	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellum	NA	No	NA	2.52171458491e-13	rs1057548	14
ENSG00000123416	TUBA1B	12	49521565	49525180	-1	protein_coding	10376	TUBA1B	0.828418234696983	NA	2	20.8	2	5.78493e-05	0.0320425	GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	Yes	Adult_Cortex:Fetal_Cortex:Neural_Progenitor_Cell	1.70574999391e-13	rs1057548	14
ENSG00000167552	TUBA1A	12	49578579	49583107	-1	protein_coding	7846	TUBA1A	0.836535571093595	-0.472903371	1	15.53	8	2.76651e-06	0.000340269197671216	PsychENCODE_eQTLs:CMC_SVA_cis	NA	Yes	Promoter_anchored_loops:Fetal_Cortex:Hippocampus	1.70574999391e-13	rs1057548	14
ENSG00000167553	TUBA1C	12	49582519	49667114	1	protein_coding	84790	TUBA1C	0.840150770014777	NA	2	15.53	8	3.62308e-32	3.95441257097446e-29	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA	Yes	Promoter_anchored_loops:Fetal_Cortex:Hippocampus	1.70574999391e-13	rs1057548	14
ENSG00000258334	RP11-161H23.9	12	49686414	49718359	-1	antisense	101927267	LOC101927267	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.41196985298e-06	rs1057548	14
ENSG00000135451	TROAP	12	49717019	49725514	1	protein_coding	10024	TROAP	3.02009096735006e-07	-0.055853299	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.41196985298e-06	rs1057548	14
ENSG00000178401	DNAJC22	12	49740700	49751309	1	protein_coding	79962	DNAJC22	1.10777165570409e-05	-0.188608417	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	6.4276986676e-06	rs1057548	14
ENSG00000123352	SPATS2	12	49760367	49921205	1	protein_coding	65244	SPATS2	0.989651259812943	-0.31360782	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.41196985298e-06	rs1057548	14
ENSG00000161791	FMNL3	12	50031724	50101948	-1	protein_coding	91010	FMNL3	0.356499503624211	-0.730029614	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	6.4276986676e-06	rs1057548	14
ENSG00000139644	TMBIM6	12	50101508	50158717	1	protein_coding	7009	TMBIM6	0.0161697441134311	-0.476462307	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	6.4276986676e-06	rs1057548	14
ENSG00000100592	DAAM1	14	59655364	59838123	1	protein_coding	23002	DAAM1	0.999990849460485	1.582359631	1	16.92	2	NA	0.049	CMC_SVA_cis	NA	Yes	Fetal_Cortex	3.57796466259e-28	rs74826997;rs160459:rs74826997	15:16
ENSG00000126790	L3HYPDH	14	59927081	59951148	-1	protein_coding	112849	L3HYPDH	1.52384322492068e-07	0.127956451	0	0	2	9.86387e-06	1.15213e-16	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	2.91269113625e-20	rs74826997	16
ENSG00000139970	RTN1	14	60062694	60337684	-1	protein_coding	6252	RTN1	0.959599485657203	-0.243475752	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	1.28630306214e-09	rs74826997	16
ENSG00000137801	THBS1	15	39873280	39891667	1	protein_coding	7057	THBS1	0.999073127290828	0.270686341	0	0	0	NA	NA	NA	NA	Yes	Neural_Progenitor_Cell	5.69113182138e-09	rs3973350	17
ENSG00000260944	RP11-463O9.5	16	86598751	86601367	-1	antisense	103752587	FOXC2-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Neural_Progenitor_Cell	1.29983097896e-11	rs12711472	18
ENSG00000176692	FOXC2	16	86600857	86602539	1	protein_coding	2303	FOXC2	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Neural_Progenitor_Cell	1.29983097896e-11	rs12711472	18
ENSG00000260456	C16orf95	16	87117168	87351022	-1	protein_coding	100506581	C16orf95	NA	0.915813928	1	16.49	0	NA	NA	NA	NA	No	NA	1.29983097896e-11	rs12711472	18
ENSG00000178773	CPNE7	16	89642176	89663654	1	protein_coding	27132	CPNE7	1.63023438294019e-13	NA	0	0	1	0.000108805	0.00906409030486363	PsychENCODE_eQTLs	NA	No	NA	6.60779591594e-09	rs62068366	19
ENSG00000131165	CHMP1A	16	89710839	89724253	-1	protein_coding	5119	CHMP1A	0.252036809419505	0.228699745	0	0	2	8.09833e-06	0.000902199316219571	PsychENCODE_eQTLs	NA	No	NA	6.60779591594e-09	rs62068366;rs80006713	19
ENSG00000167523	SPATA33	16	89724210	89737680	1	protein_coding	124045	SPATA33	2.72892869796854e-06	0.42595794	0	0	5	2.17711e-06	6.7357e-10	PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Cortex	NA	No	NA	4.07835732719e-12	rs11644804;rs11645553;rs80006713;rs11640500	19
ENSG00000185324	CDK10	16	89747145	89762772	1	protein_coding	8558	CDK10	2.3367075460824e-10	-0.209287955	0	0	4	6.84239e-30	4.56031380404756e-26	PsychENCODE_eQTLs:CMC_SVA_cis:BRAINEAC/CRBL:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA	No	NA	4.68727700918e-11	rs80006713;rs77681059;rs76839250	19
ENSG00000260259	RP11-368I7.4	16	89749028	89752977	-1	protein_coding	105371416	LOC105371416	NA	NA	0	0	3	4.50233e-07	6.42277164949974e-05	PsychENCODE_eQTLs	NA	No	NA	4.68727700918e-11	rs62068366;rs80006713;rs77681059;rs76839250	19
ENSG00000075399	VPS9D1	16	89773542	89787394	-1	protein_coding	9605	VPS9D1	0.00176648362917067	NA	0	0	8	1.71739e-06	8.18021e-08	CMC_SVA_cis:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	Yes	Promoter_anchored_loops	2.87236519598e-15	rs11644804;rs11645553;rs11640500;rs11644804:rs77681059;rs76839250	19
ENSG00000261373	VPS9D1-AS1	16	89778264	89784573	1	antisense	100128881	VPS9D1-AS1	NA	NA	0	0	8	4.30076e-10	3.65359e-09	GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	2.87236519598e-15	rs11644804;rs11645553;rs11640500	19
ENSG00000158805	ZNF276	16	89786808	89807311	1	protein_coding	92822	ZNF276	0.000257274838666869	NA	1	17.72	7	2.38299e-13	3.01874e-13	CMC_SVA_cis:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	Yes	Promoter_anchored_loops	2.87236519598e-15	rs11644804;rs11645553;rs80006713;rs11644804:rs77681059;rs76839250	19
ENSG00000187741	FANCA	16	89803957	89883065	-1	protein_coding	2175	FANCA	2.08124711168363e-34	NA	4	21.4	2	4.23706e-06	0.000501518320101116	PsychENCODE_eQTLs	NA	No	NA	4.71185810283e-11	rs11644804;rs11645553;rs80006713	19
ENSG00000204991	SPIRE2	16	89884587	89937727	1	protein_coding	84501	SPIRE2	1.1281776245309e-10	-0.545172322	1	14.61	8	1.57092e-11	2.90165e-12	PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	2.87236519598e-15	rs80006713;rs11644804;rs11645553;rs11640500	19
ENSG00000141002	TCF25	16	89940000	89977792	1	protein_coding	22980	TCF25	0.0517782774404855	NA	2	22	0	NA	NA	NA	NA	No	NA	2.87236519598e-15	rs11644804;rs77681059;rs76839250	19
ENSG00000258839	MC1R	16	89978527	89987385	1	protein_coding	4157	MC1R	3.24606043304287e-07	0.608794345	2	22	10	3.19973e-10	2.28824e-08	PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	2.87236519598e-15	rs11644804;rs77681059;rs76839250;rs12925506;rs11645553;rs80006713;rs11640500	19
ENSG00000198211	TUBB3	16	89985573	90002500	1	protein_coding	10381	TUBB3	NA	0.14326531	3	22	0	NA	NA	NA	NA	No	NA	2.87236519598e-15	rs11644804;rs77681059;rs76839250	19
ENSG00000258947	TUBB3	16	89987800	90005169	1	protein_coding	10381	TUBB3	0.960789307391211	0.14326531	3	22	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.87236519598e-15	rs11644804;rs77681059;rs76839250;rs11640500	19
ENSG00000140995	DEF8	16	90014333	90034468	1	protein_coding	54849	DEF8	0.389991487866254	1.457518434	1	12.89	4	4.39148e-09	2.6984e-08	PsychENCODE_eQTLs:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	4.07835732719e-12	rs77681059;rs76839250;rs12925506;rs11640500	19
ENSG00000177946	CENPBD1	16	90036206	90038942	-1	protein_coding	92806	CENPBD1	0.0200720946377584	-0.392978384	1	26.7	3	1.71096e-05	0.00240304105261808	PsychENCODE_eQTLs:GTEx/v8/Brain_Frontal_Cortex_BA9	NA	No	NA	4.07835732719e-12	rs11640500;rs77681059;rs76839250;rs12925506	19
ENSG00000223959	AFG3L1P	16	90038994	90068569	1	pseudogene	172	AFG3L1P	NA	NA	2	26.7	8	0.000110161	0.009	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis	NA	No	NA	2.87236519598e-15	rs11640500;rs12925506;rs11644804;rs11645553	19
ENSG00000003249	DBNDD1	16	90071273	90086536	-1	protein_coding	79007	DBNDD1	0.000234996408377196	-0.663797933	1	13.01	2	1.68017e-05	0.00563876	GTEx/v8/Brain_Cerebellum	NA	Yes	Adult_Cortex:Fetal_Cortex	4.07835732719e-12	rs12925506;rs11640500	19
ENSG00000141013	GAS8	16	90086037	90111383	1	protein_coding	2622	GAS8	8.03531596883606e-08	1.927189183	2	23.8	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	7.60901729804e-10	rs12925506;rs11640500	19
ENSG00000221819	C16orf3	16	90095316	90096309	-1	protein_coding	750	GAS8-AS1	0.00279281097473673	0.390816122	1	23.8	1	0.000178354	0.0138860079500786	PsychENCODE_eQTLs	NA	No	NA	7.60901729804e-10	rs11640500;rs62068366	19
ENSG00000222019	URAHP	16	90106169	90114181	-1	pseudogene	100130015	URAHP	NA	NA	1	23.8	8	1.18112e-08	2.18774240120454e-06	PsychENCODE_eQTLs:GTEx/v8/Brain_Cortex	NA	No	NA	2.87236519598e-15	rs11640500;rs11644804;rs11645553	19
ENSG00000126856	PRDM7	16	90122974	90158480	-1	protein_coding	11105	PRDM7	3.13626272886712e-10	0.817071391	2	24	0	NA	NA	NA	NA	No	NA	2.40729156966e-06	rs11640500;rs76839250	19
ENSG00000184922	FMNL1	17	43298811	43324687	1	protein_coding	752	FMNL1	0.999687036181592	NA	0	0	3	3.2189e-07	7.89257e-19	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	6.18576933996e-06	rs7225145;rs28753217	20
ENSG00000006062	MAP3K14	17	43340488	43394414	-1	processed_transcript	9020	MAP3K14	NA	NA	0	0	2	0.000139047	0.00353334	GTEx/v8/Brain_Cerebellum	NA	No	NA	9.04542599843e-06	rs7225145;rs28753217	20
ENSG00000159314	ARHGAP27	17	43471275	43511787	-1	protein_coding	201176	ARHGAP27	0.00125584382196987	-0.761627793	0	0	3	5.77596e-08	7.23313e-14	GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	6.18576933996e-06	rs7225145;rs28753217	20
ENSG00000225190	PLEKHM1	17	43513266	43568115	-1	protein_coding	9842	PLEKHM1	0.840543209831517	-0.663068032	0	0	4	3.34546e-08	8.79568e-35	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	2.14899349575e-15	rs7225145;rs28753217;rs2532345	20
ENSG00000214425	LRRC37A4P	17	43578685	43627701	-1	pseudogene	55073	LRRC37A4P	NA	NA	0	0	4	5.69422e-29	2.69475e-48	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	2.14899349575e-15	rs7225145;rs28753217;rs2532345	20
ENSG00000264070	DND1P1	17	43663237	43664295	1	pseudogene	644157	DND1P1	NA	NA	0	0	4	2.37387e-09	1.42428e-31	PsychENCODE_eQTLs:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	2.14899349575e-15	rs7225145;rs28753217;rs2532345	20
ENSG00000204652	RPS26P8	17	43685909	43686349	1	pseudogene	644191	RPS26P8	NA	NA	0	0	1	2.07359e-07	3.13490284441709e-05	PsychENCODE_eQTLs	NA	No	NA	2.79285220837e-05	rs7225145;rs28753217	20
ENSG00000204650	CRHR1-IT1	17	43697694	43725582	1	pseudogene	147081	CRHR1-IT1	NA	NA	0	0	3	2.19956e-09	1.08813e-30	CMC_SVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	6.18576933996e-06	rs7225145;rs28753217	20
ENSG00000120088	CRHR1	17	43699267	43913194	1	protein_coding	1394	CRHR1	0.792134286397601	2.038085631	0	0	5	3.71425e-08	6.34121047421375e-06	PsychENCODE_eQTLs:BRAINEAC/CRBL:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/WHMT	NA	No	NA	9.44127993915e-40	rs7225145;rs28753217;17:44243312_C_G;rs17698176;rs2471738	20
ENSG00000264589	MAPT-AS1	17	43921017	43972966	-1	antisense	100128977	MAPT-AS1	NA	NA	0	0	3	2.66366e-11	3.37047e-16	PsychENCODE_eQTLs:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	6.18576933996e-06	rs7225145;rs28753217	20
ENSG00000185294	SPPL2C	17	43922256	43924438	1	protein_coding	162540	SPPL2C	2.29524703916312e-05	0.187394842	0	0	5	6.23177e-09	5.44181e-19	BRAINEAC/CRBL:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	9.44127993915e-40	17:44243312_C_G;rs17698176;rs2471738;rs7225145;rs28753217	20
ENSG00000186868	MAPT	17	43971748	44105700	1	protein_coding	4137	MAPT	4.68264962282433e-05	2.01024275	1	20.5	7	2.49997e-35	3.15369620812364e-32	PsychENCODE_eQTLs:CMC_SVA_cis:BRAINEAC/TCTX	NA	No	NA	9.44127993915e-40	rs7225145;rs28753217;rs17698176;17:44243312_C_G;rs2471738;rs2532345	20
ENSG00000256762	STH	17	44076616	44077060	1	protein_coding	246744	STH	0.00444466614164462	0.274193181	0	0	6	0.00603862549754591	0.0131657936040036	BRAINEAC/FCTX:BRAINEAC/TCTX:BRAINEAC/aveALL	NA	No	NA	9.44127993915e-40	17:44243312_C_G;rs17698176;rs2471738;rs7225145;rs28753217	20
ENSG00000120071	KANSL1	17	44107282	44302733	-1	protein_coding	284058	KANSL1	0.999733505943003	0.058945245	5	22.6	8	6.07887e-28	5.39745289140826e-25	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	9.44127993915e-40	rs7225145;rs28753217;17:44243312_C_G;rs17698176;rs2471738;rs2532345	20
