region2	reg_region	type	tissue/cell	genes
12:49580000-49590000	12:49580416-49580479	prom	E074	NA
12:49580000-49590000	12:49580416-49580479	prom	E081	NA
12:49580000-49590000	12:49580589-49583865	prom	E053	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E054	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E067	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E068	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E069	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E070	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E071	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E072	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E073	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E074	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E081	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E082	ENSG00000167552:ENSG00000167553
12:49650000-49660000	12:49657993-49659958	prom	E053	NA
12:49650000-49660000	12:49657993-49659958	prom	E054	NA
12:49650000-49660000	12:49657993-49659958	prom	E067	NA
12:49650000-49660000	12:49657993-49659958	prom	E068	NA
12:49650000-49660000	12:49657993-49659958	prom	E069	NA
12:49650000-49660000	12:49657993-49659958	prom	E070	NA
12:49650000-49660000	12:49657993-49659958	prom	E071	NA
12:49650000-49660000	12:49657993-49659958	prom	E072	NA
12:49650000-49660000	12:49657993-49659958	prom	E073	NA
12:49650000-49660000	12:49657993-49659958	prom	E074	NA
12:49650000-49660000	12:49657993-49659958	prom	E082	NA
12:49710000-49720000	12:49715544-49717566	prom	E053	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E054	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E067	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E068	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E069	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E070	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E071	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E072	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E073	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E074	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E081	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E082	ENSG00000135451
12:49730000-49740000	12:49734681-49737484	prom	E054	NA
12:49730000-49740000	12:49734681-49737484	prom	E071	NA
12:49730000-49740000	12:49738740-49742248	prom	E054	ENSG00000178401
12:49730000-49740000	12:49738740-49742248	prom	E068	ENSG00000178401
12:49730000-49740000	12:49738740-49742248	prom	E074	ENSG00000178401
12:49740000-49750000	12:49738740-49742248	prom	E054	ENSG00000178401
12:49740000-49750000	12:49738740-49742248	prom	E068	ENSG00000178401
12:49740000-49750000	12:49738740-49742248	prom	E074	ENSG00000178401
12:49760000-49770000	12:49760054-49762440	prom	E053	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E054	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E067	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E068	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E069	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E070	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E071	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E072	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E073	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E074	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E082	ENSG00000123352
12:49940000-49950000	12:49942287-49943510	prom	E054	NA
12:49940000-49950000	12:49942287-49943510	prom	E067	NA
12:49940000-49950000	12:49942287-49943510	prom	E068	NA
12:49940000-49950000	12:49942287-49943510	prom	E069	NA
12:49940000-49950000	12:49942287-49943510	prom	E070	NA
12:49940000-49950000	12:49942287-49943510	prom	E071	NA
12:49940000-49950000	12:49942287-49943510	prom	E072	NA
12:49940000-49950000	12:49942287-49943510	prom	E073	NA
12:49940000-49950000	12:49942287-49943510	prom	E074	NA
12:49940000-49950000	12:49942287-49943510	prom	E082	NA
12:50090000-50100000	12:50098822-50102087	prom	E053	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E054	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E067	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E068	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E069	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E070	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E071	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E072	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E073	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E074	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E081	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E082	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E053	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E054	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E067	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E068	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E069	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E070	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E071	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E072	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E073	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E074	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E081	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E082	ENSG00000161791:ENSG00000139644
12:50480000-50490000	12:50478417-50480296	prom	E053	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E054	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E067	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E068	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E069	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E070	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E071	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E072	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E073	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E074	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E081	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E082	ENSG00000066117
14:58790000-58800000	14:58798725-58798775	prom	E053	NA
14:58790000-58800000	14:58798725-58798775	prom	E054	NA
14:58790000-58800000	14:58798725-58798775	prom	E067	NA
14:58790000-58800000	14:58798725-58798775	prom	E068	NA
14:58790000-58800000	14:58798725-58798775	prom	E069	NA
14:58790000-58800000	14:58798725-58798775	prom	E070	NA
14:58790000-58800000	14:58798725-58798775	prom	E071	NA
14:58790000-58800000	14:58798725-58798775	prom	E072	NA
14:58790000-58800000	14:58798725-58798775	prom	E073	NA
14:58790000-58800000	14:58798725-58798775	prom	E074	NA
14:58790000-58800000	14:58798725-58798775	prom	E081	NA
14:58790000-58800000	14:58798725-58798775	prom	E082	NA
14:58790000-58800000	14:58798850-58798955	prom	E053	NA
14:58790000-58800000	14:58798850-58798955	prom	E054	NA
14:58790000-58800000	14:58798850-58798955	prom	E067	NA
14:58790000-58800000	14:58798850-58798955	prom	E068	NA
14:58790000-58800000	14:58798850-58798955	prom	E069	NA
14:58790000-58800000	14:58798850-58798955	prom	E070	NA
14:58790000-58800000	14:58798850-58798955	prom	E071	NA
14:58790000-58800000	14:58798850-58798955	prom	E072	NA
14:58790000-58800000	14:58798850-58798955	prom	E073	NA
14:58790000-58800000	14:58798850-58798955	prom	E074	NA
14:58790000-58800000	14:58798850-58798955	prom	E081	NA
14:58790000-58800000	14:58798850-58798955	prom	E082	NA
14:58790000-58800000	14:58799013-58799063	prom	E053	NA
14:58790000-58800000	14:58799013-58799063	prom	E054	NA
14:58790000-58800000	14:58799013-58799063	prom	E067	NA
14:58790000-58800000	14:58799013-58799063	prom	E068	NA
14:58790000-58800000	14:58799013-58799063	prom	E069	NA
14:58790000-58800000	14:58799013-58799063	prom	E070	NA
14:58790000-58800000	14:58799013-58799063	prom	E071	NA
14:58790000-58800000	14:58799013-58799063	prom	E072	NA
14:58790000-58800000	14:58799013-58799063	prom	E073	NA
14:58790000-58800000	14:58799013-58799063	prom	E074	NA
14:58790000-58800000	14:58799013-58799063	prom	E081	NA
14:58790000-58800000	14:58799013-58799063	prom	E082	NA
14:58790000-58800000	14:58799119-58799163	prom	E053	NA
14:58790000-58800000	14:58799119-58799163	prom	E054	NA
14:58790000-58800000	14:58799119-58799163	prom	E067	NA
14:58790000-58800000	14:58799119-58799163	prom	E068	NA
14:58790000-58800000	14:58799119-58799163	prom	E069	NA
14:58790000-58800000	14:58799119-58799163	prom	E070	NA
14:58790000-58800000	14:58799119-58799163	prom	E071	NA
14:58790000-58800000	14:58799119-58799163	prom	E072	NA
14:58790000-58800000	14:58799119-58799163	prom	E073	NA
14:58790000-58800000	14:58799119-58799163	prom	E074	NA
14:58790000-58800000	14:58799119-58799163	prom	E081	NA
14:58790000-58800000	14:58799119-58799163	prom	E082	NA
14:58790000-58800000	14:58799265-58799443	prom	E053	NA
14:58790000-58800000	14:58799265-58799443	prom	E054	NA
14:58790000-58800000	14:58799265-58799443	prom	E067	NA
14:58790000-58800000	14:58799265-58799443	prom	E068	NA
14:58790000-58800000	14:58799265-58799443	prom	E069	NA
14:58790000-58800000	14:58799265-58799443	prom	E070	NA
14:58790000-58800000	14:58799265-58799443	prom	E071	NA
14:58790000-58800000	14:58799265-58799443	prom	E072	NA
14:58790000-58800000	14:58799265-58799443	prom	E073	NA
14:58790000-58800000	14:58799265-58799443	prom	E074	NA
14:58790000-58800000	14:58799265-58799443	prom	E081	NA
14:58790000-58800000	14:58799265-58799443	prom	E082	NA
14:58790000-58800000	14:58799588-58799748	prom	E053	NA
14:58790000-58800000	14:58799588-58799748	prom	E054	NA
14:58790000-58800000	14:58799588-58799748	prom	E067	NA
14:58790000-58800000	14:58799588-58799748	prom	E068	NA
14:58790000-58800000	14:58799588-58799748	prom	E069	NA
14:58790000-58800000	14:58799588-58799748	prom	E070	NA
14:58790000-58800000	14:58799588-58799748	prom	E071	NA
14:58790000-58800000	14:58799588-58799748	prom	E072	NA
14:58790000-58800000	14:58799588-58799748	prom	E073	NA
14:58790000-58800000	14:58799588-58799748	prom	E081	NA
14:58790000-58800000	14:58799588-58799748	prom	E082	NA
14:58860000-58870000	14:58861962-58863524	prom	E053	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E054	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E067	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E068	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E069	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E070	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E071	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E072	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E073	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E074	ENSG00000196860
14:58860000-58870000	14:58861962-58863524	prom	E082	ENSG00000196860
14:59080001-59120000	14:59103579-59107219	prom	E053	NA
14:59080001-59120000	14:59103579-59107219	prom	E054	NA
14:59080001-59120000	14:59103579-59107219	prom	E067	NA
14:59080001-59120000	14:59103579-59107219	prom	E068	NA
14:59080001-59120000	14:59103579-59107219	prom	E069	NA
14:59080001-59120000	14:59103579-59107219	prom	E070	NA
14:59080001-59120000	14:59103579-59107219	prom	E071	NA
14:59080001-59120000	14:59103579-59107219	prom	E072	NA
14:59080001-59120000	14:59103579-59107219	prom	E073	NA
14:59080001-59120000	14:59103579-59107219	prom	E074	NA
14:59080001-59120000	14:59103579-59107219	prom	E081	NA
14:59080001-59120000	14:59103579-59107219	prom	E082	NA
14:59100000-59110000	14:59103579-59107219	prom	E053	NA
14:59100000-59110000	14:59103579-59107219	prom	E054	NA
14:59100000-59110000	14:59103579-59107219	prom	E067	NA
14:59100000-59110000	14:59103579-59107219	prom	E068	NA
14:59100000-59110000	14:59103579-59107219	prom	E069	NA
14:59100000-59110000	14:59103579-59107219	prom	E070	NA
14:59100000-59110000	14:59103579-59107219	prom	E071	NA
14:59100000-59110000	14:59103579-59107219	prom	E072	NA
14:59100000-59110000	14:59103579-59107219	prom	E073	NA
14:59100000-59110000	14:59103579-59107219	prom	E074	NA
14:59100000-59110000	14:59103579-59107219	prom	E081	NA
14:59100000-59110000	14:59103579-59107219	prom	E082	NA
14:59650000-59660000	14:59654373-59657609	prom	E053	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E054	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E067	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E068	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E069	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E070	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E071	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E072	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E073	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E074	ENSG00000100592
14:59650000-59660000	14:59654373-59657609	prom	E082	ENSG00000100592
14:60330000-60340000	14:60335930-60336040	prom	E053	NA
14:60330000-60340000	14:60335930-60336040	prom	E054	NA
14:60330000-60340000	14:60335930-60336040	prom	E067	NA
14:60330000-60340000	14:60335930-60336040	prom	E068	NA
14:60330000-60340000	14:60335930-60336040	prom	E069	NA
14:60330000-60340000	14:60335930-60336040	prom	E071	NA
14:60330000-60340000	14:60335930-60336040	prom	E072	NA
14:60330000-60340000	14:60335930-60336040	prom	E073	NA
14:60330000-60340000	14:60335930-60336040	prom	E074	NA
14:60330000-60340000	14:60335930-60336040	prom	E082	NA
14:60330000-60340000	14:60336043-60336261	prom	E053	NA
14:60330000-60340000	14:60336043-60336261	prom	E054	NA
14:60330000-60340000	14:60336043-60336261	prom	E067	NA
14:60330000-60340000	14:60336043-60336261	prom	E068	NA
14:60330000-60340000	14:60336043-60336261	prom	E069	NA
14:60330000-60340000	14:60336043-60336261	prom	E071	NA
14:60330000-60340000	14:60336043-60336261	prom	E072	NA
14:60330000-60340000	14:60336043-60336261	prom	E073	NA
14:60330000-60340000	14:60336043-60336261	prom	E074	NA
14:60330000-60340000	14:60336043-60336261	prom	E082	NA
14:60330000-60340000	14:60336425-60336516	prom	E053	NA
14:60330000-60340000	14:60336425-60336516	prom	E054	NA
14:60330000-60340000	14:60336425-60336516	prom	E067	NA
14:60330000-60340000	14:60336425-60336516	prom	E068	NA
14:60330000-60340000	14:60336425-60336516	prom	E069	NA
14:60330000-60340000	14:60336425-60336516	prom	E071	NA
14:60330000-60340000	14:60336425-60336516	prom	E072	NA
14:60330000-60340000	14:60336425-60336516	prom	E073	NA
14:60330000-60340000	14:60336425-60336516	prom	E074	NA
14:60330000-60340000	14:60336425-60336516	prom	E082	NA
14:60330000-60340000	14:60336521-60338071	prom	E053	ENSG00000139970
14:60330000-60340000	14:60336521-60338071	prom	E054	ENSG00000139970
14:60330000-60340000	14:60336521-60338071	prom	E067	ENSG00000139970
