GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000179403	1	1320241	1428262	192	18	16342	-0.35619	0.63915	VWA1
ENSG00000215915	1	1335069	1455538	239	24	16342	-0.87144	0.80824	ATAD3C
ENSG00000160072	1	1357143	1483228	246	25	16342	-0.48536	0.68629	ATAD3B
ENSG00000197785	1	1397531	1520067	254	21	16342	-0.38738	0.65076	ATAD3A
ENSG00000205090	1	1420554	1525833	241	20	16342	-0.3653	0.64255	TMEM240
ENSG00000160075	1	1427053	1560249	278	27	16342	-0.39607	0.65397	SSU72
ENSG00000215014	1	1460355	1561373	193	23	16342	0.13474	0.44641	AL645728.1
ENSG00000228594	1	1483392	1585476	151	21	16342	0.15403	0.43879	C1orf233
ENSG00000197530	1	1500795	1615990	143	21	16342	-0.223	0.58823	MIB2
ENSG00000189409	1	1517474	1620639	113	15	16342	-0.56718	0.71471	MMP23B
ENSG00000248333	1	1520603	1640473	130	18	16342	-0.7557	0.77509	CDK11B
ENSG00000189339	1	1542939	1674167	144	18	16342	-0.2343	0.59262	SLC35E2B
ENSG00000008128	1	1584169	1705766	157	19	16342	0.034336	0.4863	CDK11A
ENSG00000215790	1	1606277	1727431	151	15	16342	0.45807	0.32345	SLC35E2
ENSG00000008130	1	1632671	1761896	172	16	16342	0.634	0.26304	NADK
ENSG00000078369	1	1666729	1872495	352	20	16342	1.0208	0.15368	GNB1
ENSG00000169885	1	1796266	1898735	254	17	16342	1.2669	0.10259	CALML6
ENSG00000178821	1	1799029	1900712	271	18	16342	1.3804	0.083734	TMEM52
ENSG00000142609	1	1803396	1985276	456	38	16342	2.3789	0.0086822	C1orf222
ENSG00000187730	1	1900780	2012192	276	35	16342	2.6505	0.0040188	GABRD
ENSG00000067606	1	1931909	2166834	572	42	16342	0.13491	0.44634	PRKCZ
ENSG00000162585	1	2065903	2194159	296	28	16342	0.16406	0.43484	C1orf86
ENSG00000269554	1	2071237	2173179	231	24	16342	0.036883	0.48529	AL590822.2
ENSG00000203301	1	2093360	2195620	218	28	16342	0.24167	0.40452	AL590822.1
ENSG00000157933	1	2110134	2291558	511	69	16342	-0.21244	0.58412	SKI
ENSG00000116151	1	2202692	2373146	555	73	16342	-0.39608	0.65398	MORN1
ENSG00000269753	1	2208581	2309042	358	53	16342	-0.89443	0.81445	AL589739.1
ENSG00000157916	1	2273267	2386883	383	66	16342	0.025752	0.48973	RER1
ENSG00000157911	1	2286236	2395236	349	64	16342	0.24019	0.40509	PEX10
ENSG00000149527	1	2307419	2486969	492	80	16342	1.2151	0.11216	PLCH2
ENSG00000157881	1	2389972	2508039	302	37	16342	0.98601	0.16206	PANK4
ENSG00000197921	1	2410184	2511684	261	29	16342	1.0692	0.14248	HES5
ENSG00000157873	1	2437078	2546821	340	25	16342	1.0791	0.14027	TNFRSF14
ENSG00000157870	1	2467930	2572908	325	19	16342	0.74331	0.22865	FAM213B
ENSG00000142606	1	2472078	2614481	348	20	16342	0.81852	0.20653	MMEL1
ENSG00000215912	1	2517415	2768286	639	30	16342	0.70621	0.24003	TTC34
ENSG00000169717	1	2888046	2989465	285	10	16342	-0.10326	0.54112	ACTRT2
ENSG00000142611	1	2935732	3405185	1439	168	16342	-0.081354	0.53242	PRDM16
ENSG00000130762	1	3320990	3447677	456	58	16342	0.92046	0.17867	ARHGEF16
ENSG00000162591	1	3356484	3578059	726	92	16342	0.7006	0.24178	MEGF6
ENSG00000158109	1	3491566	3596691	373	57	16342	0.17524	0.43044	TPRG1L
ENSG00000116213	1	3497331	3619325	429	68	16342	0.57474	0.28273	WRAP73
ENSG00000078900	1	3519084	3702765	613	81	16342	-0.57013	0.71571	TP73
ENSG00000162592	1	3618962	3738209	458	52	16342	-0.48823	0.68731	CCDC27
ENSG00000235169	1	3639352	3742546	428	43	16342	-0.23276	0.59203	SMIM1
ENSG00000130764	1	3646784	3763068	536	35	16342	-0.02507	0.51	LRRC47
ENSG00000116198	1	3678645	3823778	754	43	16342	0.11024	0.45611	CEP104
ENSG00000169598	1	3723845	3851993	597	41	16342	0.094125	0.4625	DFFB
ENSG00000198912	1	3755689	3866857	414	45	16342	-0.041715	0.51664	C1orf174
ENSG00000196581	1	4664792	4902594	1013	120	16342	-0.105	0.54181	AJAP1
ENSG00000131697	1	5872871	6102533	759	48	16342	-0.14436	0.55739	NPHP4
ENSG00000069424	1	6001526	6211253	629	69	16342	0.017549	0.493	KCNAB2
ENSG00000268332	1	6050630	6151399	262	44	16342	0.89252	0.18606	AL035406.1
ENSG00000116254	1	6111853	6290183	493	65	16342	-1.2131	0.88746	CHD5
ENSG00000116251	1	6191329	6319449	349	46	16342	-1.0444	0.85186	RPL22
ENSG00000158286	1	6215535	6331359	272	32	16342	-0.63288	0.73659	RNF207
ENSG00000116237	1	6231253	6346032	262	36	16342	-1.0048	0.84251	ICMT
ENSG00000173673	1	6254252	6355638	229	33	16342	-0.83723	0.79877	HES3
ENSG00000158292	1	6257406	6371035	276	38	16342	-0.61678	0.73131	GPR153
ENSG00000097021	1	6274329	6504451	684	37	16342	-0.27296	0.60756	ACOT7
ENSG00000069812	1	6422478	6534730	315	21	16342	-1.1656	0.87812	HES2
ENSG00000187017	1	6434848	6571430	354	29	16342	-0.56109	0.71263	ESPN
ENSG00000215788	1	6471211	6576255	263	28	16342	-0.11709	0.54661	TNFRSF25
ENSG00000171680	1	6476152	6630121	396	28	16342	-0.24243	0.59578	PLEKHG5
ENSG00000162408	1	6531407	6664595	303	18	16342	0.23656	0.4065	NOL9
ENSG00000173662	1	6565241	6689817	282	15	16342	0.043322	0.48272	TAS1R1
ENSG00000204859	1	6590061	6699340	240	18	16342	-0.25547	0.60082	ZBTB48
ENSG00000162413	1	6600784	6724667	278	26	16342	-0.28308	0.61144	KLHL21
ENSG00000116273	1	6623745	6734093	216	23	16342	-0.24223	0.5957	PHF13
ENSG00000041988	1	6634926	6745646	217	22	16342	-0.15653	0.56219	THAP3
ENSG00000007923	1	6644228	6811984	372	30	16342	-0.4189	0.66236	DNAJC11
ENSG00000171735	1	6795384	7879766	2904	240	16342	0.77503	0.21916	CAMTA1
ENSG00000049245	1	7781329	7891492	328	37	16342	1.8275	0.033813	VAMP3
ENSG00000049246	1	7794380	7955237	590	41	16342	2.4551	0.0070417	PER3
ENSG00000049247	1	7853143	7963572	487	48	16342	2.4566	0.0070131	UTS2
ENSG00000049249	1	7929907	8050926	327	35	16342	2.7774	0.0027399	TNFRSF9
ENSG00000116288	1	7964351	8095565	234	22	16342	2.3311	0.0098731	PARK7
ENSG00000116285	1	8014464	8136368	187	13	16342	2.0808	0.018725	ERRFI1
ENSG00000162426	1	8327886	8454227	291	37	16342	-0.5847	0.72062	SLC45A1
ENSG00000142599	1	8362457	8927702	932	42	16342	-0.81028	0.79111	RERE
ENSG00000074800	1	8871061	8989308	258	30	16342	0.23581	0.40679	ENO1
ENSG00000131686	1	8955926	9085151	392	74	16342	0.068432	0.47272	CA6
ENSG00000197241	1	9013359	9136404	352	53	16342	-0.15694	0.56235	SLC2A7
ENSG00000142583	1	9045166	9198537	441	48	16342	0.25468	0.39948	SLC2A5
ENSG00000180758	1	9110364	9239229	353	37	16342	0.40884	0.34133	GPR157
ENSG00000049239	1	9244834	9381396	496	62	16342	-1.3255	0.9075	H6PD
ENSG00000171621	1	9302939	9479591	601	79	16342	-0.33024	0.62939	SPSB1
ENSG00000171612	1	9549541	9695237	187	18	16342	0.5404	0.29446	SLC25A33
ENSG00000188807	1	9598932	9724935	190	20	16342	0.12727	0.44936	TMEM201
ENSG00000171608	1	9661790	9839172	270	41	16342	0.36888	0.35611	PIK3CD
ENSG00000179840	1	9662668	9764644	183	27	16342	0.80073	0.21164	C1orf200
ENSG00000171603	1	9739084	9934584	283	32	16342	-0.025987	0.51037	CLSTN1
ENSG00000178585	1	9858334	10020394	246	34	16342	-0.001556	0.50062	CTNNBIP1
ENSG00000162441	1	9932173	10053465	179	22	16342	0.49788	0.30929	LZIC
ENSG00000173614	1	9953486	10095559	238	22	16342	0.63876	0.26149	NMNAT1
ENSG00000162444	1	10007264	10126078	209	17	16342	0.55736	0.28864	RBP7
ENSG00000130939	1	10042890	10291297	577	22	16342	1.2463	0.10633	UBE4B
ENSG00000054523	1	10220863	10491661	834	26	16342	2.1913	0.014216	KIF1B
ENSG00000142657	1	10408649	10530201	297	26	16342	2.4657	0.0068382	PGD
ENSG00000251503	1	10440159	10562210	264	24	16342	2.6051	0.0045918	APITD1-CORT
ENSG00000175279	1	10440159	10562210	264	24	16342	2.6051	0.0045918	APITD1
ENSG00000241563	1	10459776	10561959	203	17	16342	2.4946	0.006305	CORT
ENSG00000160049	1	10466579	10582583	236	17	16342	2.3647	0.0090233	DFFA
ENSG00000142655	1	10482345	10740815	605	45	16342	1.8759	0.030332	PEX14
ENSG00000130940	1	10646661	10906707	658	111	16342	1.2104	0.11306	CASZ1
ENSG00000175262	1	10956528	11092094	365	52	16342	-1.3781	0.91591	C1orf127
ENSG00000120948	1	11022414	11135796	284	24	16342	0.57962	0.28109	TARDBP
ENSG00000009724	1	11036580	11157290	295	21	16342	0.74432	0.22834	MASP2
ENSG00000116649	1	11064641	11170081	268	14	16342	0.7896	0.21488	SRM
ENSG00000171824	1	11076675	11209938	316	13	16342	0.82524	0.20462	EXOSC10
ENSG00000198793	1	11116592	11372564	565	16	16342	0.71917	0.23602	MTOR
ENSG00000171819	1	11199398	11306038	229	10	16342	0.87569	0.1906	ANGPTL7
ENSG00000120942	1	11283263	11406106	271	25	16342	0.52015	0.30148	UBIAD1
ENSG00000204624	1	11489223	11647641	478	40	16342	-0.86065	0.80528	PTCHD2
ENSG00000116661	1	11658424	11765842	307	42	16342	1.7649	0.038792	FBXO2
ENSG00000132879	1	11664432	11773384	306	45	16342	1.6593	0.048523	FBXO44
ENSG00000116663	1	11674181	11784411	291	49	16342	1.3225	0.092998	FBXO6
ENSG00000116670	1	11684537	11801707	298	57	16342	1.2862	0.09919	MAD2L2
ENSG00000162490	1	11701786	11835914	342	64	16342	1.3524	0.088119	DRAXIN
ENSG00000177674	1	11746141	11864859	364	40	16342	1.7897	0.036754	AGTRAP
ENSG00000215910	1	11771844	11899642	485	32	16342	1.7979	0.036096	C1orf167
ENSG00000177000	1	11795780	11916977	509	23	16342	1.8091	0.035215	MTHFR
ENSG00000011021	1	11816207	11953201	599	29	16342	1.7641	0.038862	CLCN6
ENSG00000175206	1	11855766	11958402	461	33	16342	1.7454	0.040455	NPPA
ENSG00000120937	1	11867521	11968988	466	37	16342	1.665	0.04796	NPPB
ENSG00000116685	1	11929648	12036485	384	31	16342	1.3265	0.09233	KIAA2013
ENSG00000083444	1	11944262	12085595	448	36	16342	1.2529	0.10512	PLOD1
ENSG00000116688	1	11990238	12123571	315	32	16342	1.1229	0.13073	MFN2
ENSG00000116691	1	12029523	12142102	229	27	16342	0.52984	0.29811	MIIP
ENSG00000120949	1	12073434	12254264	403	64	16342	0.35174	0.36252	TNFRSF8
ENSG00000028137	1	12177060	12319285	347	51	16342	0.1933	0.42336	TNFRSF1B
ENSG00000048707	1	12240124	12622099	828	46	16342	-0.73824	0.76982	VPS13D
ENSG00000162496	1	12577939	12727737	523	57	16342	-0.12943	0.55149	DHRS3
ENSG00000204518	1	12654566	12777097	323	33	16342	-0.12532	0.54986	AADACL4
ENSG00000188984	1	12726118	12838726	303	25	16342	-1.4076	0.92038	AADACL3
ENSG00000157330	1	12756163	12873847	556	22	16342	-0.78458	0.78365	C1orf158
ENSG00000116726	1	12784984	12888049	489	13	16342	-0.74621	0.77223	PRAMEF12
ENSG00000116721	1	12801546	12906777	492	13	16342	-0.71644	0.76314	PRAMEF1
ENSG00000204513	1	12834468	12941264	476	10	16342	-0.43834	0.66943	PRAMEF11
ENSG00000179172	1	12857261	12958578	441	8	16342	-0.39778	0.6546	HNRNPCL1
ENSG00000120952	1	12866941	12971764	348	8	16342	-0.44875	0.67319	PRAMEF2
ENSG00000243073	1	12889045	12996025	148	3	16342	-0.57585	0.71764	PRAMEF4
ENSG00000187545	1	12902727	13008101	101	3	16342	-0.54526	0.70721	PRAMEF10
ENSG00000232423	1	12948181	13167751	4	2	16342	0.97783	0.16408	PRAMEF6
ENSG00000204508	1	12985543	13088381	2	1	16342	-0.27798	0.60949	PRAMEF22
ENSG00000239810	1	13002394	13102998	2	1	16342	-0.27798	0.60949	WI2-3308P17.2
ENSG00000229571	1	13166356	13269581	67	9	16342	-0.37996	0.64801	PRAMEF26
ENSG00000204502	1	13309819	13419057	1	1	16342	-0.5768	0.71796	PRAMEF5
ENSG00000182330	1	13336646	13440765	3	1	16342	-0.56632	0.71441	PRAMEF8
ENSG00000204501	1	13371176	13478191	7	1	16342	-0.76685	0.77842	PRAMEF9
ENSG00000204495	1	13397414	13502656	10	1	16342	-0.67504	0.75017	PRAMEF13
ENSG00000204491	1	13424689	13527522	9	1	16342	-0.67462	0.75004	PRAMEF18
ENSG00000204488	1	13445254	13548260	7	1	16342	-0.67036	0.74869	PRAMEF16
ENSG00000204486	1	13466066	13576943	7	1	16342	-0.67036	0.74869	PRAMEF21
ENSG00000204481	1	13618269	13723511	1	1	16342	-0.29426	0.61572	PRAMEF14
ENSG00000204480	1	13644889	13748405	1	1	16342	-0.29426	0.61572	PRAMEF19
ENSG00000204479	1	13666092	13769089	1	1	16342	-0.29426	0.61572	PRAMEF17
ENSG00000204478	1	13686907	13797803	93	11	16342	1.9688	0.024489	PRAMEF20
ENSG00000162494	1	13751445	13890543	470	64	16342	1.9183	0.027537	LRRC38
ENSG00000162493	1	13859960	13994452	469	51	16342	-0.68475	0.75325	PDPN
ENSG00000116731	1	13976693	14201574	672	44	16342	0.39278	0.34724	PRDM2
ENSG00000189337	1	14875200	15494539	2050	221	16342	-0.74166	0.77085	KAZN
ENSG00000171729	1	15429028	15596976	857	59	16342	-0.87713	0.80979	TMEM51
ENSG00000204464	1	15440840	15547813	517	33	16342	-0.79633	0.78708	C1orf195
ENSG00000142621	1	15523768	15776779	821	93	16342	-0.72951	0.76715	FHAD1
ENSG00000142634	1	15686391	15806839	332	50	16342	0.086519	0.46553	EFHD2
ENSG00000162438	1	15714935	15825737	304	48	16342	0.18	0.42858	CTRC
ENSG00000142615	1	15733223	15848586	345	38	16342	-0.020043	0.508	CELA2A
ENSG00000215704	1	15742404	15867895	379	32	16342	-0.10603	0.54222	CELA2B
ENSG00000132906	1	15767327	15903029	407	26	16342	-0.063688	0.52539	CASP9
ENSG00000116138	1	15803308	15968874	556	16	16342	-0.51369	0.69627	DNAJC16
ENSG00000116771	1	15848848	15961605	382	17	16342	-0.50577	0.69349	AGMAT
ENSG00000197312	1	15893995	16045539	483	18	16342	-0.33176	0.62996	DDI2
ENSG00000215695	1	15936364	16038217	247	13	16342	-0.22405	0.58864	RSC1A1
ENSG00000116786	1	15960827	16111264	367	27	16342	0.50557	0.30658	PLEKHM2
ENSG00000162461	1	16012900	16117891	273	30	16342	0.88377	0.18841	SLC25A34
ENSG00000162460	1	16018917	16124477	269	31	16342	0.86777	0.19276	TMEM82
ENSG00000162458	1	16033102	16163089	414	43	16342	0.39179	0.34761	FBLIM1
ENSG00000065526	1	16124359	16316955	454	30	16342	-0.011791	0.5047	SPEN
ENSG00000116809	1	16218364	16352627	391	30	16342	1.2693	0.10216	ZBTB17
ENSG00000183888	1	16280731	16385302	529	33	16342	0.91755	0.17943	C1orf64
ENSG00000173641	1	16290523	16396089	574	35	16342	0.90509	0.18271	HSPB7
ENSG00000186510	1	16295370	16410545	599	37	16342	0.89158	0.18631	CLCNKA
ENSG00000184908	1	16320272	16433803	640	40	16342	0.93584	0.17468	CLCNKB
ENSG00000185519	1	16334264	16450127	572	38	16342	1.0799	0.14009	FAM131C
ENSG00000142627	1	16400832	16532582	374	33	16342	0.45038	0.32622	EPHA2
ENSG00000142632	1	16474349	16589104	292	24	16342	-0.28288	0.61137	ARHGEF19
ENSG00000204377	1	16505368	16606038	266	19	16342	-0.35548	0.63889	C1orf134
ENSG00000132881	1	16508195	16613657	280	20	16342	-0.41553	0.66112	RSG1
ENSG00000037637	1	16523334	16728949	457	24	16342	-0.58404	0.7204	FBXO42
ENSG00000055070	1	16629070	16774640	336	29	16342	-0.85558	0.80388	SZRD1
ENSG00000187144	1	16663612	16813919	378	39	16342	-0.94804	0.82844	SPATA21
ENSG00000157191	1	16717167	16836573	309	34	16342	-0.8456	0.80111	NECAP2
ENSG00000268674	1	16815561	16916070	100	9	16342	-0.061844	0.52466	FAM231B
ENSG00000219481	1	16838814	16990057	51	5	16342	0.24415	0.40356	NBPF1
ENSG00000237847	1	16949498	17050007	14	2	16342	0.69594	0.24323	FAM231A
ENSG00000268991	1	17010447	17110956	11	1	16342	0.8365	0.20144	FAM231C
ENSG00000058453	1	17016768	17349474	285	26	16342	0.49012	0.31202	CROCC
ENSG00000117122	1	17250997	17357330	233	28	16342	0.71592	0.23702	MFAP2
ENSG00000159363	1	17262453	17388423	333	32	16342	1.7169	0.042998	ATP13A2
ENSG00000117118	1	17295217	17430665	493	28	16342	2.003	0.022591	SDHB
ENSG00000117115	1	17343256	17495948	575	33	16342	1.9729	0.024253	PADI2
ENSG00000142623	1	17481621	17622500	570	58	16342	1.6525	0.049219	PADI1
ENSG00000142619	1	17525593	17660728	594	54	16342	1.44	0.074939	PADI3
ENSG00000159339	1	17584690	17740499	781	59	16342	0.74866	0.22703	PADI4
ENSG00000269468	1	17605507	17726070	660	50	16342	0.4379	0.33073	AC004824.2
ENSG00000179051	1	17683256	17816220	494	37	16342	0.17255	0.4315	RCC2
ENSG00000074964	1	17816330	18074369	548	58	16342	0.32262	0.37349	ARHGEF10L
ENSG00000117148	1	18031808	18203558	393	52	16342	-1.0091	0.84353	ACTL8
ENSG00000117154	1	18384240	18754977	1239	165	16342	-0.49678	0.69033	IGSF21
ENSG00000179023	1	18757424	18862478	447	61	16342	1.4786	0.069617	KLHDC7A
ENSG00000009709	1	18907500	19125360	681	88	16342	-0.84475	0.80088	PAX7
ENSG00000179002	1	19116093	19236176	533	56	16342	-1.0121	0.84425	TAS1R2
ENSG00000255275	1	19125767	19297615	683	78	16342	-0.9361	0.82539	RP13-279N23.2
ENSG00000159423	1	19147926	19279275	536	63	16342	-1.0884	0.86179	ALDH4A1
ENSG00000169991	1	19180775	19333180	613	54	16342	-0.047016	0.51875	IFFO2
ENSG00000127481	1	19351000	19586770	628	35	16342	-1.7388	0.95896	UBR4
ENSG00000127463	1	19492158	19628046	446	31	16342	-1.1294	0.87063	EMC1
ENSG00000053372	1	19528033	19636622	394	28	16342	-0.98745	0.83829	MRTO4
ENSG00000162482	1	19559052	19665744	456	38	16342	-0.96046	0.83159	AKR7A3
ENSG00000053371	1	19580459	19688640	460	41	16342	-0.81242	0.79172	AKR7A2
ENSG00000040487	1	19588820	19705794	452	42	16342	-0.63382	0.7369	PQLC2
ENSG00000077549	1	19615267	19862066	831	48	16342	-0.061569	0.52455	CAPZB
ENSG00000270136	1	19873473	20034549	538	43	16342	0.25397	0.39976	MINOS1-NBL1
ENSG00000173436	1	19873477	20006314	419	44	16342	0.71	0.23885	MINOS1
ENSG00000158747	1	19917048	20034945	360	42	16342	-0.1941	0.57695	NBL1
ENSG00000158748	1	19941780	20056055	348	44	16342	-0.75235	0.77408	HTR6
ENSG00000162542	1	19958706	20176438	726	87	16342	-1.8735	0.9695	TMCO4
ENSG00000178828	1	20090523	20191771	405	59	16342	-1.3905	0.91782	RNF186
ENSG00000169914	1	20159006	20289438	434	46	16342	-0.022415	0.50894	OTUD3
ENSG00000188784	1	20196502	20300110	329	42	16342	0.41336	0.33967	PLA2G2E
ENSG00000188257	1	20251925	20356932	337	47	16342	1.4053	0.079963	PLA2G2A
ENSG00000127472	1	20304672	20467683	465	50	16342	1.1253	0.13023	PLA2G5
ENSG00000117215	1	20388432	20496050	274	50	16342	-0.69373	0.75608	PLA2G2D
ENSG00000158786	1	20415819	20526879	241	56	16342	-1.4473	0.92609	PLA2G2F
ENSG00000187980	1	20437746	20553917	243	43	16342	-1.4591	0.92773	PLA2G2C
ENSG00000162543	1	20462578	20572541	246	42	16342	-1.1278	0.8703	UBXN10
ENSG00000158816	1	20567412	20731387	562	47	16342	-1.2857	0.90073	VWA5B1
ENSG00000162545	1	20758884	20862713	212	28	16342	-0.86729	0.80711	CAMK2N1
ENSG00000090432	1	20775943	20884654	262	27	16342	-0.66796	0.74792	MUL1
ENSG00000183114	1	20828932	20931512	403	43	16342	-1.7784	0.96233	FAM43B
ENSG00000158825	1	20865441	20995401	574	38	16342	-0.096006	0.53824	CDA
ENSG00000158828	1	20909948	21028004	456	42	16342	0.17036	0.43236	PINK1
ENSG00000244038	1	20928270	21038000	421	43	16342	0.43955	0.33013	DDOST
ENSG00000117245	1	20940507	21094510	529	55	16342	0.24632	0.40272	KIF17
ENSG00000189410	1	20996225	21109330	338	44	16342	-0.53589	0.70398	SH2D5
ENSG00000127483	1	21019154	21163816	366	37	16342	-0.20713	0.58205	HP1BP3
ENSG00000075151	1	21082963	21553377	952	31	16342	0.62959	0.26448	EIF4G3
ENSG00000117298	1	21493740	21721997	651	56	16342	1.2596	0.1039	ECE1
ENSG00000142794	1	21716621	21861498	510	39	16342	0.8933	0.18585	NBPF3
ENSG00000162551	1	21785858	21954905	678	67	16342	0.33191	0.36998	ALPL
ENSG00000076864	1	21872708	22045801	644	77	16342	-0.24628	0.59727	RAP1GAP
ENSG00000090686	1	21954791	22160099	672	60	16342	-0.15446	0.56138	USP48
ENSG00000187942	1	22088758	22201714	389	54	16342	-0.56948	0.71548	LDLRAD2
ENSG00000142798	1	22098738	22313790	831	69	16342	-1.3829	0.91666	HSPG2
ENSG00000219073	1	22253514	22375135	646	35	16342	-0.95947	0.83134	CELA3B
ENSG00000142789	1	22278149	22389032	624	40	16342	-0.88228	0.81119	CELA3A
ENSG00000070831	1	22329120	22469437	501	33	16342	-0.97424	0.83503	CDC42
ENSG00000162552	1	22393798	22520462	408	52	16342	-0.73349	0.76837	WNT4
ENSG00000184677	1	22728344	22907650	390	56	16342	0.34065	0.36668	ZBTB40
ENSG00000070886	1	22840057	22980087	439	56	16342	-0.021377	0.50853	EPHA8
ENSG00000173372	1	22912999	23016101	328	34	16342	0.060867	0.47573	C1QA
ENSG00000159189	1	22920123	23024603	326	35	16342	0.10854	0.45678	C1QC
ENSG00000173369	1	22929255	23038031	306	34	16342	0.11859	0.4528	C1QB
ENSG00000133216	1	22987332	23291818	598	75	16342	-1.0507	0.85329	EPHB2
ENSG00000215906	1	23229536	23341831	246	25	16342	-0.5192	0.69819	LACTBL1
ENSG00000227868	1	23287327	23392343	176	13	16342	-0.13351	0.5531	C1orf234
ENSG00000004487	1	23295941	23460182	245	16	16342	0.099552	0.46035	KDM1A
ENSG00000169641	1	23360516	23554301	407	26	16342	0.026082	0.4896	LUZP1
ENSG00000179546	1	23466993	23571222	297	19	16342	0.015286	0.4939	HTR1D
ENSG00000125944	1	23580264	23720829	219	19	16342	1.1578	0.12346	HNRNPR
ENSG00000125945	1	23635941	23745935	204	23	16342	0.86173	0.19442	ZNF436
ENSG00000249087	1	23645490	23748332	203	24	16342	0.80382	0.21075	C1orf213
ENSG00000204219	1	23657554	23801233	311	34	16342	0.42821	0.33425	TCEA3
ENSG00000088280	1	23705056	23861061	395	36	16342	-0.40682	0.65793	ASAP3
ENSG00000007968	1	23782922	23907712	309	35	16342	-0.39331	0.65295	E2F2
ENSG00000117318	1	23834409	23936285	171	27	16342	-0.24046	0.59501	ID3
ENSG00000197880	1	23857985	24017058	326	53	16342	-0.053237	0.52123	MDS2
ENSG00000142676	1	23968269	24072915	193	27	16342	-0.17479	0.56938	RPL11
ENSG00000011007	1	24019645	24138549	109	15	16342	0.18954	0.42483	TCEB3
ENSG00000057757	1	24054895	24164722	98	11	16342	-0.32655	0.62799	PITHD1
ENSG00000011009	1	24067460	24172029	95	9	16342	-0.88539	0.81203	LYPLA2
ENSG00000117308	1	24072089	24177271	96	9	16342	-0.88492	0.8119	GALE
ENSG00000117305	1	24078375	24215110	261	14	16342	-1.392	0.91804	HMGCL
ENSG00000179163	1	24121567	24244784	321	16	16342	-2.0461	0.97963	FUCA1
ENSG00000188822	1	24147016	24335549	318	17	16342	-2.2056	0.98629	CNR2
ENSG00000189266	1	24235599	24339952	21	3	16342	-0.7456	0.77205	PNRC2
ENSG00000188529	1	24241294	24357417	18	2	16342	-0.58417	0.72045	SRSF10
ENSG00000142661	1	24332525	24488665	406	46	16342	0.136	0.44591	MYOM3
ENSG00000142677	1	24396261	24519611	366	46	16342	-0.55645	0.71105	IL22RA1
ENSG00000185436	1	24430647	24564449	374	54	16342	-0.0843	0.53359	IFNLR1
