                                                                               p1                                                                                  p2      rg      se       z       p  h2_obs  h2_obs_se  h2_int  h2_int_se    gcov_int  gcov_int_se
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par02.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.0298  0.0242  1.2312  0.2182  0.4422     0.0180  1.0398     0.0124   -0.0229       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par03.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.0763  0.0493  1.5467  0.1219  0.2373     0.0156  1.0318     0.0105   -0.0205       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par03.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.1356  0.0666  2.0360  0.0417  0.1938     0.0167  1.0088     0.0096   -0.0271       0.0049
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par03.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0335  0.0360  0.9305  0.3521  0.0700     0.0029  1.0323     0.0112   -0.0250       0.0046
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par03.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz  0.1210  0.0715  1.6935  0.0904  0.0126     0.0016  1.0322     0.0072    0.0014       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par03.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz  0.0532  0.0438  1.2140  0.2247  1.5206     0.0828  1.0095     0.0082   -0.0031       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.0612  0.0398  1.5396  0.1236  0.3859     0.0265  1.0110     0.0078   -0.0811       0.0032
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par03.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.0148  0.0800  0.1846  0.8535  0.3121     0.0494  0.9951     0.0067   -0.0099       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par03.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.0087  0.0342  0.2551  0.7986  0.4422     0.0180  1.0398     0.0124   -0.0188       0.0046
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.1071  0.0513  2.0869  0.0369  0.2373     0.0156  1.0318     0.0105   -0.0294       0.0048
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.1294  0.0544  2.3792  0.0174  0.1938     0.0167  1.0088     0.0096   -0.0285       0.0048
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0696  0.0320  2.1740  0.0297  0.0700     0.0029  1.0323     0.0112   -0.0370       0.0048
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz -0.0083  0.0683 -0.1221  0.9028  0.0126     0.0016  1.0322     0.0072    0.0014       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz -0.0148  0.0443 -0.3328  0.7393  1.5206     0.0828  1.0095     0.0082    0.0056       0.0044
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.0615  0.0486  1.2657  0.2056  0.3859     0.0265  1.0110     0.0078   -0.1052       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.1110  0.0725  1.5320  0.1255  0.3121     0.0494  0.9951     0.0067   -0.0149       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par04.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.0456  0.0294  1.5504  0.1210  0.4422     0.0180  1.0398     0.0124   -0.0334       0.0049
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.0681  0.0437  1.5563  0.1196  0.2373     0.0156  1.0318     0.0105   -0.0276       0.0045
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.1052  0.0564  1.8663  0.0620  0.1938     0.0167  1.0088     0.0096   -0.0284       0.0052
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0775  0.0320  2.4250  0.0153  0.0700     0.0029  1.0323     0.0112   -0.0309       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz  0.0131  0.0654  0.2001  0.8414  0.0126     0.0016  1.0322     0.0072    0.0025       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz -0.0106  0.0386 -0.2746  0.7836  1.5206     0.0828  1.0095     0.0082    0.0046       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.0586  0.0483  1.2150  0.2243  0.3859     0.0265  1.0110     0.0078   -0.1015       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.0575  0.0778  0.7395  0.4596  0.3121     0.0494  0.9951     0.0067   -0.0133       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par05.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.0515  0.0316  1.6291  0.1033  0.4422     0.0180  1.0398     0.0124   -0.0286       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.1418  0.0621  2.2823  0.0225  0.2373     0.0156  1.0318     0.0105   -0.0264       0.0045
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.2220  0.0909  2.4427  0.0146  0.1938     0.0167  1.0088     0.0096   -0.0311       0.0051
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0859  0.0481  1.7858  0.0741  0.0700     0.0029  1.0323     0.0112   -0.0320       0.0044
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz  0.0705  0.0872  0.8083  0.4189  0.0126     0.0016  1.0322     0.0072    0.0047       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz  0.0405  0.0533  0.7596  0.4475  1.5206     0.0828  1.0095     0.0082   -0.0008       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.1180  0.0544  2.1689  0.0301  0.3859     0.0265  1.0110     0.0078   -0.0926       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.0379  0.1104  0.3433  0.7314  0.3121     0.0494  0.9951     0.0067   -0.0106       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par06.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.0052  0.0456  0.1140  0.9092  0.4422     0.0180  1.0398     0.0124   -0.0224       0.0049
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.0978  0.0544  1.7959  0.0725  0.2373     0.0156  1.0318     0.0105   -0.0277       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.2303  0.0647  3.5578  0.0004  0.1938     0.0167  1.0088     0.0096   -0.0363       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0282  0.0369  0.7637  0.4450  0.0700     0.0029  1.0323     0.0112   -0.0263       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz  0.0757  0.0735  1.0301  0.3030  0.0126     0.0016  1.0322     0.0072   -0.0015       0.0032
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz  0.0076  0.0473  0.1606  0.8724  1.5206     0.0828  1.0095     0.0082    0.0066       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.1399  0.0447  3.1306  0.0017  0.3859     0.0265  1.0110     0.0078   -0.1065       0.0033
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.1242  0.0941  1.3199  0.1869  0.3121     0.0494  0.9951     0.0067   -0.0123       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par07.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.0801  0.0335  2.3935  0.0167  0.4422     0.0180  1.0398     0.0124   -0.0332       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.1151  0.0492  2.3391  0.0193  0.2373     0.0156  1.0318     0.0105   -0.0277       0.0046
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.0983  0.0585  1.6807  0.0928  0.1938     0.0167  1.0088     0.0096   -0.0270       0.0049
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0778  0.0369  2.1065  0.0352  0.0700     0.0029  1.0323     0.0112   -0.0364       0.0052
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz -0.0219  0.0692 -0.3160  0.7520  0.0126     0.0016  1.0322     0.0072    0.0064       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz  0.0334  0.0404  0.8266  0.4085  1.5206     0.0828  1.0095     0.0082    0.0056       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.0755  0.0438  1.7247  0.0846  0.3859     0.0265  1.0110     0.0078   -0.1100       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.0159  0.0844  0.1885  0.8505  0.3121     0.0494  0.9951     0.0067   -0.0100       0.0039
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par08.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.0410  0.0317  1.2921  0.1963  0.4422     0.0180  1.0398     0.0124   -0.0329       0.0049
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.0498  0.0854  0.5828  0.5600  0.2373     0.0156  1.0318     0.0105   -0.0207       0.0052
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.2293  0.0835  2.7471  0.0060  0.1938     0.0167  1.0088     0.0096   -0.0329       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0794  0.0537  1.4792  0.1391  0.0700     0.0029  1.0323     0.0112   -0.0346       0.0048
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz  0.0472  0.1113  0.4236  0.6718  0.0126     0.0016  1.0322     0.0072    0.0004       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz  0.0077  0.0610  0.1262  0.8996  1.5206     0.0828  1.0095     0.0082    0.0021       0.0040
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.1898  0.0781  2.4299  0.0151  0.3859     0.0265  1.0110     0.0078   -0.1110       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.1885  0.1157  1.6297  0.1032  0.3121     0.0494  0.9951     0.0067   -0.0146       0.0037
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par09.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.1218  0.0521  2.3393  0.0193  0.4422     0.0180  1.0398     0.0124   -0.0371       0.0053
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.0396  0.0499  0.7931  0.4277  0.2373     0.0156  1.0318     0.0105   -0.0249       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.1368  0.0628  2.1791  0.0293  0.1938     0.0167  1.0088     0.0096   -0.0306       0.0051
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0694  0.0383  1.8115  0.0701  0.0700     0.0029  1.0323     0.0112   -0.0283       0.0050
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz  0.0213  0.0740  0.2875  0.7737  0.0126     0.0016  1.0322     0.0072    0.0030       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz -0.0102  0.0405 -0.2521  0.8010  1.5206     0.0828  1.0095     0.0082    0.0032       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.0979  0.0601  1.6286  0.1034  0.3859     0.0265  1.0110     0.0078   -0.1100       0.0038
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.0458  0.0853  0.5364  0.5917  0.3121     0.0494  0.9951     0.0067   -0.0165       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par10.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.1001  0.0363  2.7606  0.0058  0.4422     0.0180  1.0398     0.0124   -0.0370       0.0049
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.0873  0.0515  1.6940  0.0903  0.2373     0.0156  1.0318     0.0105   -0.0275       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.1251  0.0612  2.0432  0.0410  0.1938     0.0167  1.0088     0.0096   -0.0280       0.0046
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0859  0.0343  2.5015  0.0124  0.0700     0.0029  1.0323     0.0112   -0.0366       0.0042
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz  0.0777  0.0755  1.0297  0.3032  0.0126     0.0016  1.0322     0.0072    0.0003       0.0035
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz  0.0847  0.0431  1.9650  0.0494  1.5206     0.0828  1.0095     0.0082   -0.0008       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.1742  0.0571  3.0533  0.0023  0.3859     0.0265  1.0110     0.0078   -0.1151       0.0036
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/OCD/munged.sumstats.gz  0.1908  0.0947  2.0160  0.0438  0.3121     0.0494  0.9951     0.0067   -0.0144       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par11.sumstats.gz                   ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Schizophrenia/munged.sumstats.gz  0.0751  0.0371  2.0242  0.0429  0.4422     0.0180  1.0398     0.0124   -0.0358       0.0050
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz                            ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ADHD/munged.sumstats.gz  0.0671  0.0579  1.1594  0.2463  0.2373     0.0156  1.0318     0.0105   -0.0268       0.0045
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz                             ../SAMPLE_DATA/OTHER_TRAITS_GWAS/ASD/munged.sumstats.gz  0.1818  0.0744  2.4423  0.0146  0.1938     0.0167  1.0088     0.0096   -0.0299       0.0051
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz              ../SAMPLE_DATA/OTHER_TRAITS_GWAS/BipolarDisorderAll/munged.sumstats.gz  0.0532  0.0431  1.2329  0.2176  0.0700     0.0029  1.0323     0.0112   -0.0314       0.0047
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz                      ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Handedness/munged.sumstats.gz  0.0196  0.0716  0.2736  0.7844  0.0126     0.0016  1.0322     0.0072    0.0015       0.0034
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz                    ../SAMPLE_DATA/OTHER_TRAITS_GWAS/Intelligence/munged.sumstats.gz  0.0012  0.0514  0.0232  0.9815  1.5206     0.0828  1.0095     0.0082    0.0041       0.0041
 ../results/ldsc/STAGE00DATA/mean_imputed/not_subsampled/munged/par12.sumstats.gz  ../SAMPLE_DATA/OTHER_TRAITS_GWAS/LanguageFunctionalConnectivity/munged.sumstats.gz  0.1182  0.0528  2.2369  0.0253  0.3859     0.0265  1.0110     0.0078   -0.1002       0.0037
