#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:31413261	(2019) A meta-analysis of genome-wide association studies identifies multiple longevity genes.	5	27	2.05	0.00042	9606.ENSP00000262419,9606.ENSP00000337478,9606.ENSP00000381333,9606.ENSP00000404247,9606.ENSP00000459551	KANSL1,ARL17A,CRHR1,ARL17B,LRRC37A2
PMID:22950410	(2012) Common inversion polymorphism at 17q21.31 affects expression of multiple genes in tissue-specific manner.	4	8	2.49	0.00069	9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000459551	LRRC37A,MAPT,CRHR1,LRRC37A2
PMID:21292315	(2011) Imputation of sequence variants for identification of genetic risks for Parkinsons disease: a meta-analysis of genome-wide association studies.	5	31	1.99	0.00069	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000337478,9606.ENSP00000340820,9606.ENSP00000404247	KANSL1,LRRC37A,ARL17A,MAPT,ARL17B
PMID:19317893	(2009) Copy number variation in African Americans.	4	8	2.49	0.00069	9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000404247	LRRC37A,MAPT,CRHR1,ARL17B
PMID:19165922	(2008) Evolutionary toggling of the MAPT 17q21.31 inversion region.	4	8	2.49	0.00069	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,LRRC37A,MAPT,CRHR1
PMID:26632684	(2015) Genome-wide Meta-analysis on the Sense of Smell Among US Older Adults.	4	9	2.43	0.00077	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000443168	KANSL1,LRRC37A,MAPT,STH
PMID:24603599	(2014) An epigenetic signature in peripheral blood associated with the haplotype on 17q21.31, a risk factor for neurodegenerative tauopathy.	4	10	2.39	0.0010	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:15690355	(2005) Investigations of the genomic region that contains the clf1 mutation, a causal gene in multifactorial cleft lip and palate in mice.	4	10	2.39	0.0010	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000381293,9606.ENSP00000381333	WNT3,MAPT,NSF,CRHR1
PMID:28586827	(2017) Genome-wide Pleiotropy Between Parkinson Disease and Autoimmune Diseases.	4	12	2.31	0.0017	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:15329828	(2004) A digenic cause of cleft lip in A-strain mice and definition of candidate genes for the two loci.	4	12	2.31	0.0017	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000381293,9606.ENSP00000381333	WNT3,MAPT,NSF,CRHR1
PMID:28271184	(2017) Shared genetic risk between corticobasal degeneration, progressive supranuclear palsy, and frontotemporal dementia.	4	13	2.27	0.0020	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000402020	KANSL1,LRRC37A,MAPT,C17orf58
PMID:27030133	(2016) An evolutionary roadmap to the microtubule-associated protein MAP Tau.	5	45	1.83	0.0024	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	KANSL1,SPPL2C,MAPT,CRHR1,STH
PMID:32063841	(2020) Differences Between Human and Murine Tau at the N-terminal End.	4	15	2.21	0.0030	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	KANSL1,MAPT,CRHR1,STH
PMID:27358065	(2016) Epigenetic regulation in Parkinsons disease.	5	53	1.76	0.0047	9606.ENSP00000262419,9606.ENSP00000337478,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000404247	KANSL1,ARL17A,MAPT,CRHR1,ARL17B
PMID:27584858	(2016) Human adaptation and evolution by segmental duplication.	4	20	2.09	0.0076	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,LRRC37A,MAPT,CRHR1
PMID:24429156	(2013) Genetic variants associated with idiopathic pulmonary fibrosis susceptibility and mortality: a genome-wide association study.	4	20	2.09	0.0076	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,SPPL2C,MAPT,CRHR1
PMID:23071545	(2012) Evaluation of Parkinson disease risk variants as expression-QTLs.	4	20	2.09	0.0076	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000459551	KANSL1,LRRC37A,MAPT,LRRC37A2
PMID:27956742	(2017) 17q21.31 duplication causes prominent tau-related dementia with increased MAPT expression.	3	3	2.79	0.0088	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
PMID:28881586	(2017) Identification of KANSARL as the first cancer predisposition fusion gene specific to the population of European ancestry origin.	3	3	2.79	0.0088	9606.ENSP00000262419,9606.ENSP00000337478,9606.ENSP00000404247	KANSL1,ARL17A,ARL17B
PMID:27852077	(2016) Koolen-de Vries Syndrome: Clinical Report of an Adult and Literature Review.	3	3	2.79	0.0088	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
PMID:19447831	(2009) Phenotypic expansion and further characterisation of the 17q21.31 microdeletion syndrome.	3	3	2.79	0.0088	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
PMID:18509094	(2008) Haplotypes and gene expression implicate the MAPT region for Parkinson disease: the GenePD Study.	3	3	2.79	0.0088	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000443168	KANSL1,MAPT,STH
PMID:15115761	(2004) The structure of the tau haplotype in controls and in progressive supranuclear palsy.	3	3	2.79	0.0088	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,MAPT,CRHR1
PMID:29844566	(2018) Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	4	23	2.03	0.0093	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:15293277	(2004) Novel haplotypes in 17q21 are associated with progressive supranuclear palsy.	3	4	2.66	0.0125	9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	MAPT,CRHR1,STH
PMID:23544013	(2013) Genome-wide association study in BRCA1 mutation carriers identifies novel loci associated with breast and ovarian cancer risk.	4	26	1.97	0.0138	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:29588463	(2018) Combining targeted panel-based resequencing and copy-number variation analysis for the diagnosis of inherited syndromic retinopathies and associated ciliopathies.	4	27	1.96	0.0154	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,SPPL2C,MAPT,CRHR1
PMID:25998059	(2015) Human inversions and their functional consequences.	4	28	1.94	0.0171	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,LRRC37A,MAPT,CRHR1
PMID:32967142	(2020) Identifying Risk Genes and Interpreting Pathogenesis for Parkinsons Disease by a Multiomics Analysis.	3	5	2.56	0.0180	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000381333	KANSL1,LRRC37A,CRHR1
PMID:29398119	(2018) Target-enriched sequencing of chromosome 17q21.31 in sporadic tauopathies reveals no candidate variants.	3	5	2.56	0.0180	9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333	SPPL2C,MAPT,CRHR1
PMID:18628315	(2008) Clinical and molecular delineation of the 17q21.31 microdeletion syndrome.	3	5	2.56	0.0180	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
PMID:31447886	(2019) Novel Gene-Based Analysis of ASD GWAS: Insight Into the Biological Role of Associated Genes.	4	31	1.9	0.0226	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:31504236	(2019) Handedness, language areas and neuropsychiatric diseases: insights from brain imaging and genetics.	3	6	2.49	0.0246	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000353508	WNT3,MAPT,MAP2
PMID:22590633	(2012) Photoperiod influences growth and mll (mixed-lineage leukaemia) expression in Atlantic cod.	4	32	1.88	0.0246	9606.ENSP00000266991,9606.ENSP00000267102,9606.ENSP00000301067,9606.ENSP00000446830	DHH,LMBR1L,KMT2D,DNAJC22
PMID:19912324	(2010) Association of the MAPT locus with Parkinsons disease.	3	6	2.49	0.0246	9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	MAPT,CRHR1,STH
PMID:19558713	(2009) Role of the H1 haplotype of microtubule-associated protein tau (MAPT) gene in Greek patients with Parkinsons disease.	3	6	2.49	0.0246	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000443168	KANSL1,MAPT,STH
PMID:22355234	(2011) Integrative analyses of conserved WNT clusters and their co-operative behaviour in human breast cancer.	4	33	1.87	0.0255	9606.ENSP00000266991,9606.ENSP00000301071,9606.ENSP00000301072,9606.ENSP00000323867	DHH,TUBA1A,TUBA1C,PRKAG1
PMID:30914738	(2019) Detection of novel fusion-transcripts by RNA-Seq in T-cell lymphoblastic lymphoma.	4	34	1.86	0.0279	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000337478,9606.ENSP00000459551	KANSL1,LRRC37A,ARL17A,LRRC37A2
PMID:22751100	(2012) Structural diversity and African origin of the 17q21.31 inversion polymorphism.	3	7	2.42	0.0310	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000381333	KANSL1,SPPL2C,CRHR1
PMID:30419947	(2018) Expression quantitative trait loci in the developing human brain and their enrichment in neuropsychiatric disorders.	4	37	1.82	0.0367	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000337478,9606.ENSP00000404247	KANSL1,LRRC37A,ARL17A,ARL17B
PMID:29253099	(2018) Retiring the term FTDP-17 as MAPT mutations are genetic forms of sporadic frontotemporal tauopathies.	3	8	2.36	0.0410	9606.ENSP00000337478,9606.ENSP00000340820,9606.ENSP00000404247	ARL17A,MAPT,ARL17B
PMID:22504418	(2012) Common variants at 6q22 and 17q21 are associated with intracranial volume.	3	8	2.36	0.0410	9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	MAPT,CRHR1,STH
PMID:22802095	(2012) The MAPT H1 haplotype is associated with tangle-predominant dementia.	3	8	2.36	0.0410	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000443168	KANSL1,MAPT,STH
PMID:19763160	(2009) Genetic analysis of variation in human meiotic recombination.	3	8	2.36	0.0410	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
