ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000158805	ZNF276	16	89786808	89807311	1	protein_coding	92822	ZNF276	0.000257274838666869	NA	0	0	1	NA	0.049	CMC_SVA_cis	NA	Yes	Promoter_anchored_loops	1.99117607735e-07	rs111398992;rs17232491;rs74837667	14
ENSG00000187741	FANCA	16	89803957	89883065	-1	protein_coding	2175	FANCA	2.08124711168363e-34	NA	1	14.61	0	NA	NA	NA	NA	No	NA	3.70553664197e-07	rs111398992;rs17232491	14
ENSG00000204991	SPIRE2	16	89884587	89937727	1	protein_coding	84501	SPIRE2	1.1281776245309e-10	-0.545172322	1	14.61	2	1.7342e-05	2.92509e-12	CMC_SVA_cis:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	3.23232889343e-08	rs111398992;rs17232491;rs200955819	14
ENSG00000141002	TCF25	16	89940000	89977792	1	protein_coding	22980	TCF25	0.0517782774404855	NA	1	22	0	NA	NA	NA	NA	No	NA	1.99117607735e-07	rs111398992;rs74837667;rs17232491	14
ENSG00000258839	MC1R	16	89978527	89987385	1	protein_coding	4157	MC1R	3.24606043304287e-07	0.608794345	1	22	3	3.7218e-05	1.09024e-06	CMC_SVA_cis:GTEx/v8/Brain_Hippocampus	NA	No	NA	3.23232889343e-08	rs111398992;rs74837667;rs17232491;rs200955819	14
ENSG00000198211	TUBB3	16	89985573	90002500	1	protein_coding	10381	TUBB3	NA	0.14326531	2	22	0	NA	NA	NA	NA	No	NA	2.29301519994e-08	rs111398992;rs74837667;rs17232491	14
ENSG00000258947	TUBB3	16	89987800	90005169	1	protein_coding	10381	TUBB3	0.960789307391211	0.14326531	2	22	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.29301519994e-08	rs111398992;rs74837667;rs17232491;rs200955819	14
ENSG00000140995	DEF8	16	90014333	90034468	1	protein_coding	54849	DEF8	0.389991487866254	1.457518434	1	12.89	3	4.39148e-09	2.6984e-08	PsychENCODE_eQTLs:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	2.29301519994e-08	rs111398992;rs74837667;rs17232491;rs200955819	14
ENSG00000177946	CENPBD1	16	90036206	90038942	-1	protein_coding	92806	CENPBD1	0.0200720946377584	-0.392978384	1	26.7	1	2.41143e-05	0.00240304105261808	PsychENCODE_eQTLs	NA	No	NA	2.29301519994e-08	rs200955819;rs111398992;rs74837667;rs17232491	14
ENSG00000003249	DBNDD1	16	90071273	90086536	-1	protein_coding	79007	DBNDD1	0.000234996408377196	-0.663797933	0	0	2	1.68017e-05	0.00563876	GTEx/v8/Brain_Cerebellum	NA	Yes	Adult_Cortex:Fetal_Cortex	3.23232889343e-08	rs200955819	14
ENSG00000141013	GAS8	16	90086037	90111383	1	protein_coding	2622	GAS8	8.03531596883606e-08	1.927189183	1	23.8	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	1.04312604776e-07	rs200955819	14
ENSG00000221819	C16orf3	16	90095316	90096309	-1	protein_coding	750	C16orf3	0.00279281097473673	0.390816122	1	23.8	0	NA	NA	NA	NA	No	NA	1.04312604776e-07	rs200955819	14
ENSG00000180340	FZD2	17	42634925	42636907	1	protein_coding	2535	FZD2	NA	NA	0	0	1	0.000675582618493747	0.0466902654114568	BRAINEAC/THAL	NA	No	NA	0.000115367321996	rs62063672	15
ENSG00000161692	DBF4B	17	42785976	42829632	1	protein_coding	80174	DBF4B	4.43213751313207e-08	-0.507761261	0	0	7	0.000241260816915897	0.00189628286053198	BRAINEAC/OCTX	NA	No	NA	1.62646660584e-08	rs62063672	15
ENSG00000108883	EFTUD2	17	42927311	42977030	-1	protein_coding	9343	EFTUD2	0.999991435314757	0.211209263	0	0	1	NA	0.049	CMC_NoSVA_cis	NA	No	NA	1.0437425999e-06	rs62063672	15
ENSG00000136448	NMT1	17	43128978	43186384	1	protein_coding	4836	NMT1	0.998500520689071	0.032447683	0	0	41	7.92238e-05	0.00258696	GTEx/v8/Brain_Cerebellar_Hemisphere	NA	No	NA	5.4689710538e-09	rs62063672	15
ENSG00000184922	FMNL1	17	43298811	43324687	1	protein_coding	752	FMNL1	0.999687036181592	NA	0	0	61	5.85505e-23	7.89257e-19	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	5.4689710538e-09	rs62063672;rs9908639	15
ENSG00000159314	ARHGAP27	17	43471275	43511787	-1	protein_coding	201176	ARHGAP27	0.00125584382196987	-0.761627793	1	12.37	72	1.94355e-18	7.23313e-14	CMC_SVA_cis:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	5.4689710538e-09	rs62063672;rs9908639	15
ENSG00000225190	PLEKHM1	17	43513266	43568115	-1	protein_coding	9842	PLEKHM1	0.840543209831517	-0.663068032	2	17.43	69	5.48882e-40	8.79568e-35	PsychENCODE_eQTLs:BRAINEAC/CRBL:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	5.4689710538e-09	rs62063672;rs9908639	15
ENSG00000120088	CRHR1	17	43699267	43913194	1	protein_coding	1394	CRHR1	0.792134286397601	2.038085631	12	19.39	80	1.88997e-44	3.41012340579387e-41	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/CRBL:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/TCTX:BRAINEAC/WHMT:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	5.4689710538e-09	rs62063672;rs9908639;rs10775404;rs17698176	15
ENSG00000185294	SPPL2C	17	43922256	43924438	1	protein_coding	162540	SPPL2C	2.29524703916312e-05	0.187394842	3	23.5	76	3.70738e-24	5.44181e-19	PsychENCODE_eQTLs:BRAINEAC/CRBL:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Frontal_Cortex_BA9	NA	No	NA	5.4689710538e-09	rs62063672;rs10775404;rs17698176;rs9908639	15
ENSG00000186868	MAPT	17	43971748	44105700	1	protein_coding	4137	MAPT	4.68264962282433e-05	2.01024275	17	26.8	80	2.08611e-230	1.6831616809074e-225	PsychENCODE_eQTLs:CMC_SVA_cis:BRAINEAC/CRBL:BRAINEAC/MEDU:BRAINEAC/TCTX:BRAINEAC/WHMT:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellum	NA	Yes	Adult_Cortex:Fetal_Cortex	3.13247998848e-20	rs62063672;rs9908639;rs10775404;rs17698176	15
ENSG00000256762	STH	17	44076616	44077060	1	protein_coding	246744	STH	0.00444466614164462	0.274193181	3	19.15	74	1.36007e-05	0.00143998660718393	PsychENCODE_eQTLs:BRAINEAC/FCTX:BRAINEAC/TCTX:BRAINEAC/aveALL	NA	No	NA	3.13247998848e-20	rs62063672;rs10775404;rs17698176;rs9908639	15
ENSG00000120071	KANSL1	17	44107282	44302733	-1	protein_coding	284058	KANSL1	0.999733505943003	0.058945245	18	22.6	81	1.74786e-117	1.99863421022514e-113	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	3.13247998848e-20	rs62063672;rs9908639;rs10775404;rs17698176	15
ENSG00000228696	ARL17B	17	44352150	44439130	-1	protein_coding	100506084	ARL17B	NA	-0.428243465	3	14.22	80	1.79028e-11	1.94945e-22	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	3.13247998848e-20	rs62063672;rs9908639;rs10775404;rs17698176	15
ENSG00000176681	LRRC37A	17	44370099	44415160	1	protein_coding	9884	LRRC37A	0.890487355591061	NA	0	0	81	2.19069e-137	3.78059098608314e-133	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/HIPP:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA	No	NA	3.13247998848e-20	rs62063672;rs9908639;rs10775404;rs17698176	15
ENSG00000238083	LRRC37A2	17	44588877	44633016	1	protein_coding	474170	LRRC37A2	NA	NA	0	0	80	2.00947e-59	5.8866158350984e-56	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_SVA_trans:CMC_NoSVA_cis:CMC_NoSVA_trans:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/PUTM:BRAINEAC/SNIG:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA	No	NA	3.13247998848e-20	rs62063672;rs9908639;rs10775404;rs17698176	15
ENSG00000185829	ARL17A	17	44594068	44657088	-1	protein_coding	51326	ARL17A	NA	-2.38258287	0	0	80	3.92761e-37	7.41812e-31	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_SVA_trans:CMC_NoSVA_cis:CMC_NoSVA_trans:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	3.13247998848e-20	rs62063672;rs9908639;rs10775404;rs17698176	15
ENSG00000073969	NSF	17	44668035	44834830	1	protein_coding	4905	NSF	0.713682130183303	-0.566246769	5	17.18	65	1.98987e-10	2.14459e-10	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	3.13247998848e-20	rs62063672;rs10775404;rs17698176	15
ENSG00000108379	WNT3	17	44839872	44910520	-1	protein_coding	7473	WNT3	0.946108101336536	-0.191110949	2	16.08	72	1.50967e-18	1.1843e-51	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_SVA_trans:CMC_NoSVA_cis:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex	NA	No	NA	3.13247998848e-20	rs10775404;rs17698176;rs62063672;rs9908639	15
ENSG00000176809	LRRC37A3	17	62850430	62915598	-1	protein_coding	374819	LRRC37A3	NA	-0.097137851	0	0	77	2.15132774741668e-25	1.68413664289679e-24	CMC_SVA_trans:CMC_NoSVA_cis:CMC_NoSVA_trans:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/PUTM:BRAINEAC/SNIG:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL	NA	No	NA	5.4689710538e-09	rs62063672;rs9908639	15
ENSG00000186665	C17orf58	17	65987217	65989765	-1	protein_coding	284018	C17orf58	0.0821564161266073	0.225875314	0	0	71	8.81088066160003e-06	5.12234799485056e-05	BRAINEAC/CRBL:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/TCTX	NA	No	NA	3.13247998848e-20	rs62063672;rs9908639;rs10775404;rs17698176	15
