region2	reg_region	type	tissue/cell	genes
16:89280000-89290000	16:89284781-89284860	prom	E053	NA
16:89280000-89290000	16:89284781-89284860	prom	E054	NA
16:89280000-89290000	16:89284781-89284860	prom	E067	NA
16:89280000-89290000	16:89284781-89284860	prom	E068	NA
16:89280000-89290000	16:89284781-89284860	prom	E069	NA
16:89280000-89290000	16:89284781-89284860	prom	E070	NA
16:89280000-89290000	16:89284781-89284860	prom	E071	NA
16:89280000-89290000	16:89284781-89284860	prom	E073	NA
16:89280000-89290000	16:89284781-89284860	prom	E074	NA
16:89280000-89290000	16:89284781-89284860	prom	E081	NA
16:89280000-89290000	16:89284781-89284860	prom	E082	NA
16:89300000-89310000	16:89307005-89307526	prom	E053	NA
16:89300000-89310000	16:89307005-89307526	prom	E054	NA
16:89300000-89310000	16:89307005-89307526	prom	E067	NA
16:89300000-89310000	16:89307005-89307526	prom	E068	NA
16:89300000-89310000	16:89307005-89307526	prom	E069	NA
16:89300000-89310000	16:89307005-89307526	prom	E070	NA
16:89300000-89310000	16:89307005-89307526	prom	E071	NA
16:89300000-89310000	16:89307005-89307526	prom	E072	NA
16:89300000-89310000	16:89307005-89307526	prom	E073	NA
16:89300000-89310000	16:89307005-89307526	prom	E074	NA
16:89300000-89310000	16:89307005-89307526	prom	E081	NA
16:89300000-89310000	16:89307005-89307526	prom	E082	NA
16:89300000-89310000	16:89307621-89308512	prom	E053	NA
16:89300000-89310000	16:89307621-89308512	prom	E054	NA
16:89300000-89310000	16:89307621-89308512	prom	E067	NA
16:89300000-89310000	16:89307621-89308512	prom	E068	NA
16:89300000-89310000	16:89307621-89308512	prom	E069	NA
16:89300000-89310000	16:89307621-89308512	prom	E070	NA
16:89300000-89310000	16:89307621-89308512	prom	E071	NA
16:89300000-89310000	16:89307621-89308512	prom	E072	NA
16:89300000-89310000	16:89307621-89308512	prom	E073	NA
16:89300000-89310000	16:89307621-89308512	prom	E074	NA
16:89300000-89310000	16:89307621-89308512	prom	E081	NA
16:89300000-89310000	16:89307621-89308512	prom	E082	NA
16:89310000-89320000	16:89313200-89314506	prom	E053	NA
16:89310000-89320000	16:89313200-89314506	prom	E054	NA
16:89310000-89320000	16:89313200-89314506	prom	E067	NA
16:89310000-89320000	16:89313200-89314506	prom	E068	NA
16:89310000-89320000	16:89313200-89314506	prom	E069	NA
16:89310000-89320000	16:89313200-89314506	prom	E070	NA
16:89310000-89320000	16:89313200-89314506	prom	E071	NA
16:89310000-89320000	16:89313200-89314506	prom	E072	NA
16:89310000-89320000	16:89313200-89314506	prom	E073	NA
16:89310000-89320000	16:89313200-89314506	prom	E074	NA
16:89310000-89320000	16:89313200-89314506	prom	E082	NA
16:89310000-89320000	16:89314555-89314704	prom	E053	NA
16:89310000-89320000	16:89314555-89314704	prom	E054	NA
16:89310000-89320000	16:89314555-89314704	prom	E069	NA
16:89310000-89320000	16:89314555-89314704	prom	E070	NA
16:89310000-89320000	16:89314555-89314704	prom	E072	NA
16:89310000-89320000	16:89314555-89314704	prom	E082	NA
16:89310000-89320000	16:89314752-89314940	prom	E053	NA
16:89310000-89320000	16:89314752-89314940	prom	E054	NA
16:89310000-89320000	16:89314752-89314940	prom	E070	NA
16:89310000-89320000	16:89314752-89314940	prom	E072	NA
16:89310000-89320000	16:89314752-89314940	prom	E082	NA
16:89320000-89330000	16:89322899-89324124	prom	E053	NA
16:89320000-89330000	16:89322899-89324124	prom	E054	NA
16:89320000-89330000	16:89322899-89324124	prom	E067	NA
16:89320000-89330000	16:89322899-89324124	prom	E068	NA
16:89320000-89330000	16:89322899-89324124	prom	E069	NA
16:89320000-89330000	16:89322899-89324124	prom	E071	NA
16:89320000-89330000	16:89322899-89324124	prom	E072	NA
16:89320000-89330000	16:89322899-89324124	prom	E073	NA
16:89320000-89330000	16:89322899-89324124	prom	E074	NA
16:89320000-89330000	16:89322899-89324124	prom	E082	NA
16:89320000-89330000	16:89324195-89324291	prom	E053	NA
16:89320000-89330000	16:89324195-89324291	prom	E067	NA
16:89320000-89330000	16:89324195-89324291	prom	E068	NA
16:89320000-89330000	16:89324195-89324291	prom	E069	NA
16:89320000-89330000	16:89324195-89324291	prom	E071	NA
16:89320000-89330000	16:89324195-89324291	prom	E072	NA
16:89320000-89330000	16:89324195-89324291	prom	E073	NA
16:89320000-89330000	16:89324195-89324291	prom	E074	NA
16:89320000-89330000	16:89324195-89324291	prom	E082	NA
16:89570000-89580000	16:89573221-89575704	prom	E053	NA
16:89570000-89580000	16:89573221-89575704	prom	E054	NA
16:89570000-89580000	16:89573221-89575704	prom	E067	NA
16:89570000-89580000	16:89573221-89575704	prom	E068	NA
16:89570000-89580000	16:89573221-89575704	prom	E069	NA
16:89570000-89580000	16:89573221-89575704	prom	E070	NA
16:89570000-89580000	16:89573221-89575704	prom	E071	NA
16:89570000-89580000	16:89573221-89575704	prom	E072	NA
16:89570000-89580000	16:89573221-89575704	prom	E073	NA
16:89570000-89580000	16:89573221-89575704	prom	E074	NA
16:89570000-89580000	16:89573221-89575704	prom	E082	NA
16:89720000-89730000	16:89723356-89725492	prom	E053	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E054	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E067	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E068	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E069	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E070	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E071	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E072	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E073	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E074	ENSG00000131165:ENSG00000167523
16:89720000-89730000	16:89723356-89725492	prom	E082	ENSG00000131165:ENSG00000167523
16:89750000-89760000	16:89752757-89754374	prom	E053	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E054	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E067	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E068	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E069	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E070	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E071	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E072	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E073	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E074	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E081	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E082	ENSG00000260259
16:89760000-89770000	16:89766232-89769128	prom	E053	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E054	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E067	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E068	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E069	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E070	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E071	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E072	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E073	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E074	ENSG00000158792
16:89760000-89770000	16:89766232-89769128	prom	E082	ENSG00000158792
16:89780000-89790000	16:89786442-89790075	prom	E053	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E054	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E067	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E068	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E069	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E070	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E071	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E072	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E073	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E074	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E082	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E053	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E054	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E067	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E068	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E069	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E070	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E071	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E072	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E073	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E074	ENSG00000075399:ENSG00000158805
16:89790000-89800000	16:89786442-89790075	prom	E082	ENSG00000075399:ENSG00000158805
16:89879000-89881000	16:89880524-89880577	prom	E082	NA
16:89880000-89890000	16:89880524-89880577	prom	E082	NA
16:89880000-89890000	16:89882112-89882726	prom	E053	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E054	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E067	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E068	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E069	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E070	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E071	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E072	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E073	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E082	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E053	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E054	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E067	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E068	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E069	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E070	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E071	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E072	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E073	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E074	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E081	ENSG00000187741
16:89880000-89890000	16:89882727-89883594	prom	E082	ENSG00000187741
16:89880000-89890000	16:89883728-89883785	prom	E053	NA
16:89880000-89890000	16:89883728-89883785	prom	E054	NA
16:89880000-89890000	16:89883728-89883785	prom	E067	NA
16:89880000-89890000	16:89883728-89883785	prom	E068	NA
16:89880000-89890000	16:89883728-89883785	prom	E069	NA
16:89880000-89890000	16:89883728-89883785	prom	E070	NA
16:89880000-89890000	16:89883728-89883785	prom	E071	NA
16:89880000-89890000	16:89883728-89883785	prom	E072	NA
16:89880000-89890000	16:89883728-89883785	prom	E073	NA
16:89880000-89890000	16:89883728-89883785	prom	E074	NA
16:89880000-89890000	16:89883728-89883785	prom	E082	NA
16:89890000-89900000	16:89893836-89896964	prom	E053	NA
16:89890000-89900000	16:89893836-89896964	prom	E054	NA
16:89890000-89900000	16:89893836-89896964	prom	E067	NA
16:89890000-89900000	16:89893836-89896964	prom	E068	NA
16:89890000-89900000	16:89893836-89896964	prom	E069	NA
16:89890000-89900000	16:89893836-89896964	prom	E070	NA
16:89890000-89900000	16:89893836-89896964	prom	E071	NA
16:89890000-89900000	16:89893836-89896964	prom	E072	NA
16:89890000-89900000	16:89893836-89896964	prom	E073	NA
16:89890000-89900000	16:89893836-89896964	prom	E074	NA
16:89890000-89900000	16:89893836-89896964	prom	E082	NA
16:89930000-89940000	16:89939259-89941555	prom	E053	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E054	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E067	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E068	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E069	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E070	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E071	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E072	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E073	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E074	ENSG00000141002
16:89930000-89940000	16:89939259-89941555	prom	E082	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E053	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E054	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E067	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E068	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E069	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E070	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E071	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E072	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E073	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E074	ENSG00000141002
16:89939000-89941000	16:89939259-89941555	prom	E082	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E053	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E054	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E067	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E068	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E069	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E070	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E071	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E072	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E073	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E074	ENSG00000141002
16:89940000-89950000	16:89939259-89941555	prom	E082	ENSG00000141002
16:89980000-89990000	16:89986665-89991692	prom	E053	ENSG00000258947
16:89980000-89990000	16:89986665-89991692	prom	E054	ENSG00000258947
16:89980000-89990000	16:89986665-89991692	prom	E067	ENSG00000258947
16:89980000-89990000	16:89986665-89991692	prom	E068	ENSG00000258947
16:89980000-89990000	16:89986665-89991692	prom	E070	ENSG00000258947
16:89980000-89990000	16:89986665-89991692	prom	E072	ENSG00000258947
16:89980000-89990000	16:89986665-89991692	prom	E073	ENSG00000258947
16:89980000-89990000	16:89986665-89991692	prom	E081	ENSG00000258947
16:89980000-89990000	16:89986665-89991692	prom	E082	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E053	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E054	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E067	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E068	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E070	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E072	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E073	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E081	ENSG00000258947
16:89990000-90000000	16:89986665-89991692	prom	E082	ENSG00000258947
16:89990000-90000000	16:89991834-89993158	prom	E053	NA
16:89990000-90000000	16:89991834-89993158	prom	E054	NA
16:89990000-90000000	16:89991834-89993158	prom	E067	NA
16:89990000-90000000	16:89991834-89993158	prom	E068	NA
16:89990000-90000000	16:89991834-89993158	prom	E069	NA
16:89990000-90000000	16:89991834-89993158	prom	E070	NA
16:89990000-90000000	16:89991834-89993158	prom	E071	NA
16:89990000-90000000	16:89991834-89993158	prom	E072	NA
