GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000127054	1	1196965	1310071	395	24	35986	1.1339	0.12842	CPSF3L
ENSG00000224051	1	1210136	1314277	389	26	35986	1.1781	0.11938	GLTPD1
ENSG00000169962	1	1216694	1320686	378	23	35986	1.1717	0.12066	TAS1R3
ENSG00000107404	1	1220656	1334730	388	22	35986	1.1963	0.11578	DVL1
ENSG00000162576	1	1238069	1347157	366	19	35986	1.1539	0.12427	MXRA8
ENSG00000175756	1	1259110	1360875	378	18	35986	1.0518	0.14644	AURKAIP1
ENSG00000221978	1	1271091	1384708	400	21	35986	0.86253	0.1942	CCNL2
ENSG00000224870	1	1284902	1387426	366	20	35986	0.83747	0.20116	RP4-758J18.2
ENSG00000242485	1	1287288	1392693	386	22	35986	0.83105	0.20297	MRPL20
ENSG00000235098	1	1303800	1407149	320	22	35986	0.54445	0.29307	ANKRD65
ENSG00000205116	1	1311508	1413167	283	20	35986	0.26269	0.3964	TMEM88B
ENSG00000179403	1	1320241	1428262	276	21	35986	0.40701	0.342	VWA1
ENSG00000215915	1	1335069	1455538	330	26	35986	0.076407	0.46955	ATAD3C
ENSG00000160072	1	1357143	1483228	357	29	35986	0.13434	0.44657	ATAD3B
ENSG00000197785	1	1397531	1520067	351	22	35986	0.72115	0.23541	ATAD3A
ENSG00000205090	1	1420554	1525833	342	23	35986	0.57879	0.28137	TMEM240
ENSG00000160075	1	1427053	1560249	420	33	35986	0.337	0.36806	SSU72
ENSG00000228594	1	1483392	1585476	283	29	35986	0.58102	0.28061	C1orf233
ENSG00000197530	1	1500795	1615990	317	30	35986	-0.11847	0.54715	MIB2
ENSG00000189409	1	1517474	1620639	263	24	35986	-0.77888	0.78197	MMP23B
ENSG00000248333	1	1520603	1640473	315	29	35986	0.21913	0.41327	CDK11B
ENSG00000189339	1	1542939	1674167	387	33	35986	0.27157	0.39298	SLC35E2B
ENSG00000008128	1	1584169	1705766	379	26	35986	0.32648	0.37203	CDK11A
ENSG00000215790	1	1606277	1727431	349	21	35986	0.39042	0.34811	SLC35E2
ENSG00000008130	1	1632671	1761896	335	19	35986	0.457	0.32384	NADK
ENSG00000078369	1	1666729	1872495	434	20	35986	0.40872	0.34137	GNB1
ENSG00000169885	1	1796266	1898735	306	17	35986	0.68523	0.2466	CALML6
ENSG00000178821	1	1799029	1900712	327	19	35986	0.59602	0.27558	TMEM52
ENSG00000142609	1	1803396	1985276	622	47	35986	-0.11578	0.54609	C1orf222
ENSG00000187730	1	1900780	2012192	395	44	35986	-1.3772	0.91578	GABRD
ENSG00000067606	1	1931909	2166834	686	49	35986	-0.40989	0.65906	PRKCZ
ENSG00000162585	1	2065903	2194159	310	26	35986	0.95505	0.16978	C1orf86
ENSG00000157933	1	2110134	2291558	576	64	35986	0.85926	0.1951	SKI
ENSG00000116151	1	2202692	2373146	661	88	35986	-0.01968	0.50785	MORN1
ENSG00000157916	1	2273267	2386883	443	66	35986	-0.072266	0.5288	RER1
ENSG00000157911	1	2286236	2395236	411	64	35986	-0.24437	0.59653	PEX10
ENSG00000149527	1	2307419	2486969	571	78	35986	-0.11079	0.54411	PLCH2
ENSG00000157881	1	2389972	2508039	343	40	35986	0.080789	0.4678	PANK4
ENSG00000197921	1	2410184	2511684	279	25	35986	0.20498	0.41879	HES5
ENSG00000157873	1	2437078	2546821	351	22	35986	0.87087	0.19191	TNFRSF14
ENSG00000157870	1	2467930	2572908	343	16	35986	1.0557	0.14555	FAM213B
ENSG00000142606	1	2472078	2614481	381	17	35986	1.3114	0.094861	MMEL1
ENSG00000215912	1	2517415	2768286	745	27	35986	1.6411	0.050393	TTC34
ENSG00000169717	1	2888046	2989465	335	11	35986	-0.58758	0.72159	ACTRT2
ENSG00000142611	1	2935732	3405185	1757	166	35986	-1.098	0.86391	PRDM16
ENSG00000130762	1	3320990	3447677	507	51	35986	0.59416	0.2762	ARHGEF16
ENSG00000162591	1	3356484	3578059	852	99	35986	0.69853	0.24242	MEGF6
ENSG00000158109	1	3491566	3596691	432	57	35986	0.42328	0.33604	TPRG1L
ENSG00000116213	1	3497331	3619325	491	71	35986	-0.030391	0.51212	WRAP73
ENSG00000078900	1	3519084	3702765	693	86	35986	-0.42608	0.66497	TP73
ENSG00000162592	1	3618962	3738209	501	52	35986	-0.36282	0.64163	CCDC27
ENSG00000235169	1	3639352	3742546	459	36	35986	-0.40666	0.65787	SMIM1
ENSG00000130764	1	3646784	3763068	567	32	35986	-0.77067	0.77955	LRRC47
ENSG00000116198	1	3678645	3823778	819	35	35986	-0.81712	0.79307	CEP104
ENSG00000169598	1	3723845	3851993	666	41	35986	-1.0559	0.85448	DFFB
ENSG00000198912	1	3755689	3866857	476	44	35986	-0.85144	0.80274	C1orf174
ENSG00000196581	1	4664792	4902594	1080	108	35986	-0.89314	0.81411	AJAP1
ENSG00000131697	1	5872871	6102533	811	42	35986	0.71117	0.23849	NPHP4
ENSG00000069424	1	6001526	6211253	698	67	35986	0.8532	0.19677	KCNAB2
ENSG00000116254	1	6111853	6290183	561	56	35986	0.63889	0.26145	CHD5
ENSG00000116251	1	6191329	6319449	384	44	35986	0.77256	0.21989	RPL22
ENSG00000158286	1	6215535	6331359	303	33	35986	0.13539	0.44615	RNF207
ENSG00000116237	1	6231253	6346032	286	35	35986	0.062826	0.47495	ICMT
ENSG00000173673	1	6254252	6355638	250	38	35986	-0.035383	0.51411	HES3
ENSG00000158292	1	6257406	6371035	301	36	35986	-0.21955	0.58689	GPR153
ENSG00000097021	1	6274329	6504451	724	35	35986	-0.5002	0.69153	ACOT7
ENSG00000069812	1	6422478	6534730	337	18	35986	-0.31948	0.62532	HES2
ENSG00000187017	1	6434848	6571430	388	28	35986	0.068316	0.47277	ESPN
ENSG00000215788	1	6471211	6576255	290	28	35986	0.16559	0.43424	TNFRSF25
ENSG00000171680	1	6476152	6630121	430	30	35986	0.30486	0.38024	PLEKHG5
ENSG00000162408	1	6531407	6664595	324	17	35986	0.50724	0.30599	NOL9
ENSG00000173662	1	6565241	6689817	294	19	35986	0.12245	0.45127	TAS1R1
ENSG00000204859	1	6590061	6699340	245	19	35986	0.13746	0.44533	ZBTB48
ENSG00000162413	1	6600784	6724667	286	21	35986	-0.18509	0.57342	KLHL21
ENSG00000116273	1	6623745	6734093	222	24	35986	-0.75469	0.77478	PHF13
ENSG00000041988	1	6634926	6745646	222	22	35986	-0.74731	0.77256	THAP3
ENSG00000007923	1	6644228	6811984	391	22	35986	-0.14439	0.5574	DNAJC11
ENSG00000171735	1	6795384	7879766	3213	202	35986	-1.0143	0.84478	CAMTA1
ENSG00000049245	1	7781329	7891492	334	29	35986	-0.75942	0.7762	VAMP3
ENSG00000049246	1	7794380	7955237	601	36	35986	0.16498	0.43448	PER3
ENSG00000049247	1	7853143	7963572	500	39	35986	0.38271	0.35097	UTS2
ENSG00000049249	1	7929907	8050926	339	29	35986	0.041514	0.48344	TNFRSF9
ENSG00000116288	1	7964351	8095565	245	23	35986	-1.4024	0.9196	PARK7
ENSG00000116285	1	8014464	8136368	191	13	35986	-1.4597	0.92782	ERRFI1
ENSG00000162426	1	8327886	8454227	325	32	35986	2.0901	0.018304	SLC45A1
ENSG00000142599	1	8362457	8927702	977	32	35986	2.1337	0.016434	RERE
ENSG00000074800	1	8871061	8989308	275	26	35986	1.4039	0.080168	ENO1
ENSG00000131686	1	8955926	9085151	466	80	35986	0.52561	0.29958	CA6
ENSG00000197241	1	9013359	9136404	438	68	35986	0.47653	0.31685	SLC2A7
ENSG00000142583	1	9045166	9198537	510	42	35986	0.97202	0.16552	SLC2A5
ENSG00000180758	1	9110364	9239229	395	34	35986	0.66456	0.25317	GPR157
ENSG00000049239	1	9244834	9381396	561	57	35986	-0.84251	0.80025	H6PD
ENSG00000171621	1	9302939	9479591	701	90	35986	-0.11669	0.54645	SPSB1
ENSG00000171612	1	9549541	9695237	240	27	35986	-2.0154	0.97807	SLC25A33
ENSG00000188807	1	9598932	9724935	220	25	35986	-1.9655	0.97532	TMEM201
ENSG00000171608	1	9661790	9839172	306	42	35986	-0.51018	0.69504	PIK3CD
ENSG00000179840	1	9662668	9764644	208	31	35986	-1.0753	0.85888	C1orf200
ENSG00000171603	1	9739084	9934584	314	30	35986	0.024729	0.49014	CLSTN1
ENSG00000178585	1	9858334	10020394	266	33	35986	-0.73327	0.7683	CTNNBIP1
ENSG00000162441	1	9932173	10053465	189	24	35986	-0.86566	0.80666	LZIC
ENSG00000173614	1	9953486	10095559	253	19	35986	-0.90929	0.8184	NMNAT1
ENSG00000162444	1	10007264	10126078	220	19	35986	-0.78951	0.78509	RBP7
ENSG00000130939	1	10042890	10291297	606	23	35986	-0.037323	0.51489	UBE4B
ENSG00000054523	1	10220863	10491661	876	23	35986	1.1487	0.12533	KIF1B
ENSG00000142657	1	10408649	10530201	330	22	35986	2.1861	0.014406	PGD
ENSG00000175279	1	10440159	10562210	300	21	35986	2.2122	0.013477	APITD1
ENSG00000251503	1	10440159	10562210	300	21	35986	2.2122	0.013477	APITD1-CORT
ENSG00000241563	1	10459776	10561959	241	21	35986	2.1283	0.016654	CORT
ENSG00000160049	1	10466579	10582583	275	16	35986	1.9213	0.027349	DFFA
ENSG00000142655	1	10482345	10740815	666	45	35986	1.111	0.13329	PEX14
ENSG00000130940	1	10646661	10906707	749	105	35986	0.5306	0.29785	CASZ1
ENSG00000175262	1	10956528	11092094	441	52	35986	0.37166	0.35507	C1orf127
ENSG00000120948	1	11022414	11135796	324	22	35986	0.48364	0.31432	TARDBP
ENSG00000009724	1	11036580	11157290	332	20	35986	0.56673	0.28545	MASP2
ENSG00000116649	1	11064641	11170081	287	14	35986	0.58125	0.28054	SRM
ENSG00000171824	1	11076675	11209938	335	12	35986	0.58921	0.27786	EXOSC10
ENSG00000198793	1	11116592	11372564	590	15	35986	0.2985	0.38266	MTOR
ENSG00000171819	1	11199398	11306038	236	11	35986	0.19594	0.42233	ANGPTL7
ENSG00000120942	1	11283263	11406106	310	25	35986	0.86452	0.19365	UBIAD1
ENSG00000204624	1	11489223	11647641	507	28	35986	0.44594	0.32782	PTCHD2
ENSG00000116661	1	11658424	11765842	360	49	35986	0.74725	0.22746	FBXO2
ENSG00000132879	1	11664432	11773384	378	51	35986	0.61514	0.26923	FBXO44
ENSG00000116663	1	11674181	11784411	371	54	35986	0.48555	0.31364	FBXO6
ENSG00000116670	1	11684537	11801707	389	63	35986	0.55184	0.29053	MAD2L2
ENSG00000162490	1	11701786	11835914	453	73	35986	0.59143	0.27712	DRAXIN
ENSG00000177674	1	11746141	11864859	448	55	35986	-0.84319	0.80044	AGTRAP
ENSG00000215910	1	11771844	11899642	549	34	35986	-0.83483	0.79809	C1orf167
ENSG00000177000	1	11795780	11916977	554	24	35986	-0.22357	0.58846	MTHFR
ENSG00000011021	1	11816207	11953201	655	30	35986	-0.38265	0.64901	CLCN6
ENSG00000175206	1	11855766	11958402	495	31	35986	-0.11867	0.54723	NPPA
ENSG00000120937	1	11867521	11968988	507	30	35986	-0.020285	0.50809	NPPB
ENSG00000116685	1	11929648	12036485	427	26	35986	-0.99108	0.83918	KIAA2013
ENSG00000083444	1	11944262	12085595	493	32	35986	-0.79806	0.78758	PLOD1
ENSG00000116688	1	11990238	12123571	341	29	35986	-0.5769	0.718	MFN2
ENSG00000116691	1	12029523	12142102	265	27	35986	-0.38248	0.64895	MIIP
ENSG00000120949	1	12073434	12254264	498	73	35986	-0.21436	0.58487	TNFRSF8
ENSG00000028137	1	12177060	12319285	416	54	35986	0.5877	0.27837	TNFRSF1B
ENSG00000048707	1	12240124	12622099	895	50	35986	0.55599	0.28911	VPS13D
ENSG00000162496	1	12577939	12727737	580	55	35986	0.304	0.38056	DHRS3
ENSG00000204518	1	12654566	12777097	371	35	35986	0.15422	0.43872	AADACL4
ENSG00000188984	1	12726118	12838726	343	27	35986	-0.59799	0.72508	AADACL3
ENSG00000157330	1	12756163	12873847	621	35	35986	0.60601	0.27225	C1orf158
ENSG00000116726	1	12784984	12888049	588	34	35986	0.83458	0.20198	PRAMEF12
ENSG00000116721	1	12801546	12906777	604	36	35986	0.67234	0.25068	PRAMEF1
ENSG00000204513	1	12834468	12941264	626	33	35986	0.77877	0.21806	PRAMEF11
ENSG00000179172	1	12857261	12958578	602	28	35986	0.54924	0.29142	HNRNPCL1
ENSG00000120952	1	12866941	12971764	471	28	35986	0.27758	0.39067	PRAMEF2
ENSG00000243073	1	12889045	12996025	279	22	35986	-0.26812	0.6057	PRAMEF4
ENSG00000187545	1	12902727	13008101	213	20	35986	-0.15057	0.55984	PRAMEF10
ENSG00000204510	1	12926450	13030569	119	22	35986	0.097798	0.46105	PRAMEF7
ENSG00000232423	1	12948181	13167751	169	29	35986	-0.75651	0.77533	PRAMEF6
ENSG00000204508	1	12985543	13088381	63	19	35986	-0.35326	0.63805	PRAMEF22
ENSG00000239810	1	13002394	13102998	49	15	35986	-1.007	0.84303	WI2-3308P17.2
ENSG00000229571	1	13166356	13269581	119	15	35986	-0.39553	0.65377	PRAMEF26
ENSG00000204502	1	13309819	13419057	33	16	35986	-0.10522	0.5419	PRAMEF5
ENSG00000182330	1	13336646	13440765	30	15	35986	-0.1087	0.54328	PRAMEF8
ENSG00000204501	1	13371176	13478191	28	9	35986	-0.8731	0.8087	PRAMEF9
ENSG00000204495	1	13397414	13502656	41	10	35986	-1.0277	0.84796	PRAMEF13
ENSG00000204491	1	13424689	13527522	44	11	35986	-0.70642	0.76004	PRAMEF18
ENSG00000204486	1	13466066	13576943	38	9	35986	-0.4203	0.66287	PRAMEF21
ENSG00000157358	1	13591973	13698988	2	1	35986	-0.40362	0.65675	PRAMEF15
ENSG00000204481	1	13618269	13723511	17	6	35986	-0.22745	0.58996	PRAMEF14
ENSG00000204480	1	13644889	13748405	17	6	35986	-0.16128	0.56406	PRAMEF19
ENSG00000204479	1	13666092	13769089	17	6	35986	-0.16128	0.56406	PRAMEF17
ENSG00000204478	1	13686907	13797803	124	18	35986	-1.3904	0.9178	PRAMEF20
ENSG00000162494	1	13751445	13890543	549	57	35986	-0.46937	0.6806	LRRC38
ENSG00000162493	1	13859960	13994452	552	57	35986	-1.7065	0.95604	PDPN
ENSG00000116731	1	13976693	14201574	729	36	35986	0.12194	0.45147	PRDM2
ENSG00000189337	1	14875200	15494539	2303	203	35986	0.31886	0.37491	KAZN
ENSG00000171729	1	15429028	15596976	909	48	35986	0.30314	0.38089	TMEM51
ENSG00000204464	1	15440840	15547813	538	30	35986	-0.34161	0.63368	C1orf195
ENSG00000142621	1	15523768	15776779	936	91	35986	0.37604	0.35344	FHAD1
ENSG00000142634	1	15686391	15806839	381	51	35986	-0.69549	0.75663	EFHD2
ENSG00000162438	1	15714935	15825737	344	49	35986	-0.52022	0.69854	CTRC
ENSG00000142615	1	15733223	15848586	375	42	35986	-0.3406	0.6333	CELA2A
ENSG00000215704	1	15742404	15867895	405	38	35986	-0.14638	0.55819	CELA2B
ENSG00000132906	1	15767327	15903029	421	27	35986	0.0029999	0.4988	CASP9
ENSG00000116138	1	15803308	15968874	570	13	35986	0.39792	0.34535	DNAJC16
ENSG00000116771	1	15848848	15961605	392	13	35986	0.43085	0.33329	AGMAT
ENSG00000197312	1	15893995	16045539	498	13	35986	0.55915	0.28803	DDI2
ENSG00000215695	1	15936364	16038217	256	11	35986	0.52242	0.30069	RSC1A1
ENSG00000116786	1	15960827	16111264	383	27	35986	0.44503	0.32815	PLEKHM2
ENSG00000162461	1	16012900	16117891	283	27	35986	0.45279	0.32535	SLC25A34
ENSG00000162460	1	16018917	16124477	280	28	35986	0.66709	0.25236	TMEM82
ENSG00000162458	1	16033102	16163089	461	42	35986	2.0546	0.019959	FBLIM1
ENSG00000065526	1	16124359	16316955	498	24	35986	1.6596	0.0485	SPEN
ENSG00000116809	1	16218364	16352627	399	22	35986	0.15645	0.43784	ZBTB17
ENSG00000183888	1	16280731	16385302	576	32	35986	-0.023677	0.50945	C1orf64
ENSG00000173641	1	16290523	16396089	641	33	35986	0.13835	0.44498	HSPB7
ENSG00000186510	1	16295370	16410545	673	36	35986	0.12156	0.45162	CLCNKA
ENSG00000184908	1	16320272	16433803	718	39	35986	0.94954	0.17117	CLCNKB
ENSG00000185519	1	16334264	16450127	653	39	35986	1.3292	0.091896	FAM131C
ENSG00000142627	1	16400832	16532582	409	30	35986	1.9288	0.026875	EPHA2
ENSG00000142632	1	16474349	16589104	309	20	35986	0.75748	0.22438	ARHGEF19
ENSG00000204377	1	16505368	16606038	281	16	35986	0.70303	0.24102	C1orf134
ENSG00000132881	1	16508195	16613657	292	17	35986	0.71051	0.23869	RSG1
ENSG00000037637	1	16523334	16728949	466	19	35986	0.55852	0.28825	FBXO42
ENSG00000055070	1	16629070	16774640	344	25	35986	0.74426	0.22836	SZRD1
ENSG00000187144	1	16663612	16813919	392	33	35986	0.69709	0.24287	SPATA21
ENSG00000157191	1	16717167	16836573	332	29	35986	0.88613	0.18777	NECAP2
ENSG00000268674	1	16815561	16916070	184	21	35986	1.2338	0.10864	FAM231B
ENSG00000219481	1	16838814	16990057	249	41	35986	0.56012	0.2877	NBPF1
ENSG00000237847	1	16949498	17050007	132	18	35986	-0.059337	0.52366	FAM231A
ENSG00000268991	1	17010447	17110956	107	14	35986	0.08632	0.46561	FAM231C
ENSG00000058453	1	17016768	17349474	522	46	35986	1.7758	0.037885	CROCC
ENSG00000117122	1	17250997	17357330	273	28	35986	1.2565	0.10447	MFAP2
ENSG00000159363	1	17262453	17388423	356	28	35986	1.8386	0.032988	ATP13A2
ENSG00000117118	1	17295217	17430665	505	22	35986	2.9516	0.0015806	SDHB
ENSG00000117115	1	17343256	17495948	591	31	35986	3.2424	0.00059263	PADI2
ENSG00000142623	1	17481621	17622500	630	62	35986	0.06357	0.47466	PADI1
ENSG00000142619	1	17525593	17660728	647	54	35986	-0.074415	0.52966	PADI3
ENSG00000159339	1	17584690	17740499	834	51	35986	-0.32026	0.62561	PADI4
ENSG00000179051	1	17683256	17816220	517	25	35986	-0.30571	0.62009	RCC2
ENSG00000074964	1	17816330	18074369	627	53	35986	1.2102	0.11311	ARHGEF10L
ENSG00000117148	1	18031808	18203558	477	50	35986	0.48252	0.31472	ACTL8
ENSG00000117154	1	18384240	18754977	1361	145	35986	-0.80894	0.79073	IGSF21
ENSG00000179023	1	18757424	18862478	481	54	35986	1.2963	0.097429	KLHDC7A
ENSG00000009709	1	18907500	19125360	743	90	35986	0.26063	0.39719	PAX7
ENSG00000179002	1	19116093	19236176	579	51	35986	0.28648	0.38726	TAS1R2
ENSG00000159423	1	19147926	19279275	593	61	35986	-0.82027	0.79397	ALDH4A1
ENSG00000169991	1	19180775	19333180	662	50	35986	-1.7564	0.96049	IFFO2
ENSG00000127481	1	19351000	19586770	617	33	35986	-1.1047	0.86535	UBR4
ENSG00000127463	1	19492158	19628046	450	24	35986	-0.32239	0.62642	EMC1
ENSG00000053372	1	19528033	19636622	399	24	35986	-0.27122	0.60689	MRTO4
ENSG00000162482	1	19559052	19665744	471	31	35986	0.017231	0.49313	AKR7A3
ENSG00000053371	1	19580459	19688640	479	37	35986	0.36547	0.35738	AKR7A2
ENSG00000040487	1	19588820	19705794	472	36	35986	0.40111	0.34417	PQLC2
ENSG00000077549	1	19615267	19862066	881	45	35986	1.2318	0.10901	CAPZB
ENSG00000270136	1	19873473	20034549	574	39	35986	0.37683	0.35315	MINOS1-NBL1
ENSG00000173436	1	19873477	20006314	447	36	35986	0.55776	0.28851	MINOS1
ENSG00000158747	1	19917048	20034945	390	38	35986	0.45393	0.32494	NBL1
ENSG00000158748	1	19941780	20056055	384	39	35986	0.26442	0.39573	HTR6
ENSG00000162542	1	19958706	20176438	774	86	35986	0.75848	0.22408	TMCO4
ENSG00000178828	1	20090523	20191771	409	56	35986	0.92665	0.17705	RNF186
ENSG00000169914	1	20159006	20289438	454	40	35986	0.32245	0.37356	OTUD3
ENSG00000188784	1	20196502	20300110	338	35	35986	0.81096	0.20869	PLA2G2E
ENSG00000188257	1	20251925	20356932	351	41	35986	0.67316	0.25042	PLA2G2A
ENSG00000127472	1	20304672	20467683	504	41	35986	0.37513	0.35378	PLA2G5
ENSG00000117215	1	20388432	20496050	317	54	35986	0.45543	0.3244	PLA2G2D
ENSG00000158786	1	20415819	20526879	291	59	35986	0.16827	0.43319	PLA2G2F
ENSG00000187980	1	20437746	20553917	282	44	35986	0.0082313	0.49672	PLA2G2C
ENSG00000162543	1	20462578	20572541	272	40	35986	-0.25815	0.60186	UBXN10
ENSG00000158816	1	20567412	20731387	599	43	35986	-0.42805	0.66569	VWA5B1
ENSG00000162545	1	20758884	20862713	225	31	35986	0.96465	0.16736	CAMK2N1
ENSG00000090432	1	20775943	20884654	276	23	35986	1.1587	0.12329	MUL1
ENSG00000183114	1	20828932	20931512	420	37	35986	0.62636	0.26554	FAM43B
ENSG00000158825	1	20865441	20995401	603	36	35986	0.68574	0.24644	CDA
ENSG00000158828	1	20909948	21028004	494	37	35986	0.70207	0.24132	PINK1
ENSG00000244038	1	20928270	21038000	460	45	35986	0.73757	0.23039	DDOST
ENSG00000117245	1	20940507	21094510	564	50	35986	0.23648	0.40653	KIF17
ENSG00000189410	1	20996225	21109330	367	41	35986	-0.74837	0.77288	SH2D5
ENSG00000127483	1	21019154	21163816	384	30	35986	-0.91442	0.81975	HP1BP3
ENSG00000075151	1	21082963	21553377	1005	21	35986	-0.54685	0.70776	EIF4G3
ENSG00000117298	1	21493740	21721997	711	55	35986	-0.23995	0.59481	ECE1
ENSG00000142794	1	21716621	21861498	602	45	35986	2.2379	0.012614	NBPF3
ENSG00000162551	1	21785858	21954905	728	64	35986	1.7148	0.043195	ALPL
ENSG00000076864	1	21872708	22045801	675	73	35986	-0.84771	0.8017	RAP1GAP
ENSG00000090686	1	21954791	22160099	706	58	35986	-0.34364	0.63444	USP48
ENSG00000187942	1	22088758	22201714	406	48	35986	-0.051329	0.52047	LDLRAD2
ENSG00000142798	1	22098738	22313790	900	62	35986	-0.64897	0.74182	HSPG2
ENSG00000219073	1	22253514	22375135	676	40	35986	-0.63028	0.73574	CELA3B
ENSG00000142789	1	22278149	22389032	650	40	35986	-0.45219	0.67443	CELA3A
ENSG00000070831	1	22329120	22469437	519	28	35986	-0.011444	0.50457	CDC42
ENSG00000162552	1	22393798	22520462	421	46	35986	-0.41699	0.66166	WNT4
ENSG00000184677	1	22728344	22907650	433	54	35986	0.4876	0.31292	ZBTB40
ENSG00000070886	1	22840057	22980087	470	55	35986	0.75289	0.22576	EPHA8
ENSG00000173372	1	22912999	23016101	336	29	35986	0.79634	0.21292	C1QA
ENSG00000159189	1	22920123	23024603	335	29	35986	0.78982	0.21482	C1QC
ENSG00000173369	1	22929255	23038031	315	29	35986	0.72745	0.23348	C1QB
ENSG00000133216	1	22987332	23291818	703	82	35986	0.69408	0.24382	EPHB2
ENSG00000215906	1	23229536	23341831	262	23	35986	0.68134	0.24783	LACTBL1
ENSG00000227868	1	23287327	23392343	182	14	35986	1.3179	0.093768	C1orf234
ENSG00000004487	1	23295941	23460182	253	14	35986	1.3819	0.083495	KDM1A
ENSG00000169641	1	23360516	23554301	421	21	35986	0.44677	0.32752	LUZP1
ENSG00000179546	1	23466993	23571222	303	14	35986	-0.34944	0.63662	HTR1D
ENSG00000125944	1	23580264	23720829	233	21	35986	1.4556	0.072754	HNRNPR
ENSG00000125945	1	23635941	23745935	212	26	35986	1.6762	0.046849	ZNF436
ENSG00000249087	1	23645490	23748332	210	26	35986	1.5928	0.055603	C1orf213
ENSG00000204219	1	23657554	23801233	319	29	35986	1.4313	0.076173	TCEA3
ENSG00000088280	1	23705056	23861061	419	30	35986	0.87122	0.19182	ASAP3
ENSG00000007968	1	23782922	23907712	334	34	35986	0.72465	0.23433	E2F2
ENSG00000117318	1	23834409	23936285	189	30	35986	0.1031	0.45894	ID3
ENSG00000197880	1	23857985	24017058	358	51	35986	0.37474	0.35393	MDS2
ENSG00000142676	1	23968269	24072915	228	29	35986	-0.87334	0.80876	RPL11
ENSG00000011007	1	24019645	24138549	136	17	35986	-0.34799	0.63608	TCEB3
ENSG00000057757	1	24054895	24164722	103	11	35986	-0.3543	0.63844	PITHD1
ENSG00000011009	1	24067460	24172029	102	10	35986	-0.59018	0.72247	LYPLA2
ENSG00000117308	1	24072089	24177271	103	10	35986	-0.54002	0.70541	GALE
ENSG00000117305	1	24078375	24215110	286	12	35986	-0.030915	0.51233	HMGCL
ENSG00000179163	1	24121567	24244784	351	14	35986	-0.23192	0.5917	FUCA1
ENSG00000188822	1	24147016	24335549	363	16	35986	-0.25097	0.59908	CNR2
ENSG00000189266	1	24235599	24339952	39	12	35986	-1.1736	0.87972	PNRC2
ENSG00000188529	1	24241294	24357417	40	12	35986	-0.66787	0.74789	SRSF10
ENSG00000142661	1	24332525	24488665	443	43	35986	0.38472	0.35022	MYOM3
ENSG00000142677	1	24396261	24519611	405	38	35986	1.3402	0.090092	IL22RA1
ENSG00000185436	1	24430647	24564449	433	55	35986	1.6858	0.045916	IFNLR1
ENSG00000158055	1	24595812	24740972	416	35	35986	0.80583	0.21017	GRHL3
ENSG00000001460	1	24633489	24793424	434	32	35986	1.7751	0.037944	STPG1
ENSG00000001461	1	24692284	24849466	399	28	35986	2.104	0.017687	NIPAL3
ENSG00000117602	1	24779387	24917530	458	43	35986	0.35682	0.36061	RCAN3
ENSG00000184454	1	24832602	24985819	518	40	35986	0.25918	0.39775	NCMAP
ENSG00000133226	1	24908207	25049758	331	24	35986	2.061	0.019653	SRRM1
ENSG00000169504	1	25021848	25220815	396	28	35986	1.1968	0.11569	CLIC4
ENSG00000020633	1	25176002	25341612	534	52	35986	0.4388	0.3304	RUNX3
