ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000138073	PREB	2	27353624	27357543	-1	protein_coding	10113	PREB	0.0018983627682706	-0.154458724	0	0	1	0.000552028	0.0358430845148736	PsychENCODE_eQTLs	NA	No	NA	1.82829190249e-13	rs7575465;rs893789;rs13391244	2
ENSG00000115226	FNDC4	2	27714750	27718112	-1	protein_coding	64838	FNDC4	0.759219015798597	NA	0	0	3	NA	0.049	CMC_SVA_cis	NA	No	NA	6.94756663792e-16	rs893789;rs7575465;rs13391244	2
ENSG00000044524	EPHA3	3	89156674	89531284	1	protein_coding	2042	EPHA3	0.0156859621990761	-0.110283635	6	22.3	4	5.20018e-08	0.000131411	GTEx/v8/Brain_Cerebellum	NA	No	NA	1.84516526044e-14	rs56163827;rs35124509	4
ENSG00000123243	ITIH5	10	7601232	7708961	-1	protein_coding	80760	ITIH5	5.63852864594726e-13	NA	1	25.7	0	NA	NA	NA	NA	No	NA	2.57726331556e-11	rs41298373	7
ENSG00000107902	LHPP	10	126150403	126306457	1	protein_coding	64077	LHPP	1.59687423011584e-06	-0.162296447	0	0	4	1.97599e-05	8.42962e-05	GTEx/v8/Brain_Caudate_basal_ganglia	NA	No	NA	1.13016174012e-11	rs11245357	8
ENSG00000189319	FAM53B	10	126307861	126432838	-1	protein_coding	9679	FAM53B	0.40047960162071	-1.160769929	3	21.1	0	NA	NA	NA	NA	No	NA	1.13016174012e-11	rs11245357	8
ENSG00000203791	METTL10	10	126436718	126480439	-1	protein_coding	399818	METTL10	0.371286245054088	-0.118741812	4	21.1	4	2.1505e-57	5.9329530999132e-54	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Substantia_nigra	NA	Yes	Adult_Cortex:Fetal_Cortex	1.13016174012e-11	rs11245357	8
ENSG00000131966	ACTR10	14	58666798	58701750	1	protein_coding	55860	ACTR10	0.00473623657219373	NA	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	4.25657176167e-09	rs78091436;rs78601235	11
ENSG00000196860	TOMM20L	14	58862634	58875419	1	protein_coding	387990	TOMM20L	0.000787655427739962	NA	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	4.46622939229e-09	rs78091436;rs78601235	11
ENSG00000258583	RP11-112J1.2	14	59294952	59484046	1	lincRNA	102723742	LINC01500	NA	NA	1	13.48	0	NA	NA	NA	NA	No	NA	8.79812259307e-08	rs78091436	11
ENSG00000100592	DAAM1	14	59655364	59838123	1	protein_coding	23002	DAAM1	0.999990849460485	1.582359631	1	16.92	1	NA	0.049	CMC_SVA_cis	NA	Yes	Fetal_Cortex	8.09284647278e-24	rs74826997;rs160459:rs78091436;rs78601235:rs74826997	10:11
ENSG00000126790	L3HYPDH	14	59927081	59951148	-1	protein_coding	112849	L3HYPDH	1.52384322492068e-07	0.127956451	0	0	2	9.86387e-06	1.15213e-16	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	1.88626875268e-22	rs74826997	11
ENSG00000139970	RTN1	14	60062694	60337684	-1	protein_coding	6252	RTN1	0.959599485657203	-0.243475752	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	1.33596853344e-14	rs78091436;rs78601235:rs74826997	11
ENSG00000178773	CPNE7	16	89642176	89663654	1	protein_coding	27132	CPNE7	1.63023438294019e-13	NA	0	0	1	0.000108805	0.00906409030486363	PsychENCODE_eQTLs	NA	No	NA	2.62905753668e-08	rs3751695	12
ENSG00000131165	CHMP1A	16	89710839	89724253	-1	protein_coding	5119	CHMP1A	0.252036809419505	0.228699745	0	0	2	8.09833e-06	0.000902199316219571	PsychENCODE_eQTLs	NA	No	NA	1.74103515169e-12	rs3751695;rs34019730	12
ENSG00000167523	SPATA33	16	89724210	89737680	1	protein_coding	124045	SPATA33	2.72892869796854e-06	0.42595794	0	0	5	2.17711e-06	6.7357e-10	PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Cortex	NA	No	NA	1.74103515169e-12	rs7186811;rs34019730;rs62052214	12
ENSG00000185324	CDK10	16	89747145	89762772	1	protein_coding	8558	CDK10	2.3367075460824e-10	-0.209287955	0	0	4	6.84239e-30	4.56031380404756e-26	PsychENCODE_eQTLs:CMC_SVA_cis:BRAINEAC/CRBL:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA	No	NA	1.74103515169e-12	rs34019730;rs1805008	12
ENSG00000260259	RP11-368I7.4	16	89749028	89752977	-1	protein_coding	105371416	LOC105371416	NA	NA	0	0	3	4.50233e-07	6.42277164949974e-05	PsychENCODE_eQTLs	NA	No	NA	1.74103515169e-12	rs3751695;rs34019730;rs1805008	12
ENSG00000075399	VPS9D1	16	89773542	89787394	-1	protein_coding	9605	VPS9D1	0.00176648362917067	NA	0	0	8	1.71739e-06	8.18021e-08	CMC_SVA_cis:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	Yes	Promoter_anchored_loops	2.11415648477e-12	rs7186811;rs62052214;rs1137042;rs1137042:rs1805008	12
ENSG00000261373	VPS9D1-AS1	16	89778264	89784573	1	antisense	100128881	VPS9D1-AS1	NA	NA	0	0	8	4.30076e-10	3.65359e-09	GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	5.96603620719e-11	rs7186811;rs62052214;rs1137042	12
ENSG00000158805	ZNF276	16	89786808	89807311	1	protein_coding	92822	ZNF276	0.000257274838666869	NA	1	17.72	7	2.38299e-13	3.01874e-13	CMC_SVA_cis:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	Yes	Promoter_anchored_loops	1.74103515169e-12	rs7186811;rs34019730;rs62052214;rs1137042;rs1137042:rs1805008	12
ENSG00000187741	FANCA	16	89803957	89883065	-1	protein_coding	2175	FANCA	2.08124711168363e-34	NA	4	21.4	2	4.23706e-06	0.000501518320101116	PsychENCODE_eQTLs	NA	No	NA	1.74103515169e-12	rs7186811;rs34019730	12
ENSG00000204991	SPIRE2	16	89884587	89937727	1	protein_coding	84501	SPIRE2	1.1281776245309e-10	-0.545172322	1	14.61	8	1.57092e-11	2.90165e-12	PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	1.74103515169e-12	rs34019730;rs7186811;rs62052214;rs1137042	12
ENSG00000141002	TCF25	16	89940000	89977792	1	protein_coding	22980	TCF25	0.0517782774404855	NA	2	22	0	NA	NA	NA	NA	No	NA	2.11415648477e-12	rs7186811;rs62052214;rs1137042;rs1805008	12
ENSG00000258839	MC1R	16	89978527	89987385	1	protein_coding	4157	MC1R	3.24606043304287e-07	0.608794345	2	22	9	3.19973e-10	2.28824e-08	CMC_SVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	1.74103515169e-12	rs7186811;rs62052214;rs1137042;rs1805008;rs34019730	12
ENSG00000198211	TUBB3	16	89985573	90002500	1	protein_coding	10381	TUBB3	NA	0.14326531	3	22	0	NA	NA	NA	NA	No	NA	2.11415648477e-12	rs7186811;rs62052214;rs1137042;rs1805008	12
ENSG00000258947	TUBB3	16	89987800	90005169	1	protein_coding	10381	TUBB3	0.960789307391211	0.14326531	3	22	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	2.11415648477e-12	rs7186811;rs62052214;rs1137042;rs1805008	12
ENSG00000140995	DEF8	16	90014333	90034468	1	protein_coding	54849	DEF8	0.389991487866254	1.457518434	1	12.89	3	4.39148e-09	2.6984e-08	PsychENCODE_eQTLs:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	1.85507236652e-11	rs1805008;rs62052214	12
ENSG00000177946	CENPBD1	16	90036206	90038942	-1	protein_coding	92806	CENPBD1	0.0200720946377584	-0.392978384	1	26.7	2	1.71096e-05	0.00240304105261808	PsychENCODE_eQTLs:GTEx/v8/Brain_Frontal_Cortex_BA9	NA	No	NA	1.85507236652e-11	rs62052214;rs1805008;rs34019730	12
ENSG00000223959	AFG3L1P	16	90038994	90068569	1	pseudogene	172	AFG3L1P	NA	NA	1	26.7	8	0.000110161	0.009	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis	NA	No	NA	5.96603620719e-11	rs62052214;rs7186811;rs1137042	12
ENSG00000003249	DBNDD1	16	90071273	90086536	-1	protein_coding	79007	DBNDD1	0.000234996408377196	-0.663797933	0	0	2	1.68017e-05	0.00563876	GTEx/v8/Brain_Cerebellum	NA	Yes	Adult_Cortex:Fetal_Cortex	4.34244030446e-07	rs62052214	12
ENSG00000141013	GAS8	16	90086037	90111383	1	protein_coding	2622	GAS8	8.03531596883606e-08	1.927189183	1	23.8	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex	1.39468254687e-05	rs62052214	12
ENSG00000221819	C16orf3	16	90095316	90096309	-1	protein_coding	750	GAS8-AS1	0.00279281097473673	0.390816122	1	23.8	1	0.000178354	0.0138860079500786	PsychENCODE_eQTLs	NA	No	NA	2.62905753668e-08	rs62052214;rs3751695	12
ENSG00000222019	URAHP	16	90106169	90114181	-1	pseudogene	100130015	URAHP	NA	NA	1	23.8	8	1.18112e-08	2.18774240120454e-06	PsychENCODE_eQTLs:GTEx/v8/Brain_Cortex	NA	No	NA	5.96603620719e-11	rs62052214;rs7186811;rs1137042	12
ENSG00000126856	PRDM7	16	90122974	90158480	-1	protein_coding	11105	PRDM7	3.13626272886712e-10	0.817071391	2	24	0	NA	NA	NA	NA	No	NA	0.000430892100435	rs62052214;rs1805008	12
ENSG00000184922	FMNL1	17	43298811	43324687	1	protein_coding	752	FMNL1	0.999687036181592	NA	0	0	3	3.2189e-07	7.89257e-19	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	1.55981369175e-08	rs2016034;rs7225145	13
ENSG00000006062	MAP3K14	17	43340488	43394414	-1	processed_transcript	9020	MAP3K14	NA	NA	0	0	2	0.000139047	0.00353334	GTEx/v8/Brain_Cerebellum	NA	No	NA	2.23157488225e-08	rs2016034;rs7225145	13
ENSG00000159314	ARHGAP27	17	43471275	43511787	-1	protein_coding	201176	ARHGAP27	0.00125584382196987	-0.761627793	0	0	3	5.77596e-08	7.23313e-14	GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	1.55981369175e-08	rs2016034;rs7225145	13
ENSG00000225190	PLEKHM1	17	43513266	43568115	-1	protein_coding	9842	PLEKHM1	0.840543209831517	-0.663068032	0	0	4	3.34546e-08	8.79568e-35	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	3.69483101734e-20	rs2016034;rs7225145;rs2532345	13
ENSG00000214425	LRRC37A4P	17	43578685	43627701	-1	pseudogene	55073	LRRC37A4P	NA	NA	0	0	4	5.69422e-29	2.69475e-48	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	3.69483101734e-20	rs2016034;rs7225145;rs2532345	13
ENSG00000264070	DND1P1	17	43663237	43664295	1	pseudogene	644157	DND1P1	NA	NA	0	0	4	2.37387e-09	1.42428e-31	PsychENCODE_eQTLs:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	3.69483101734e-20	rs2016034;rs7225145;rs2532345	13
ENSG00000204652	RPS26P8	17	43685909	43686349	1	pseudogene	644191	RPS26P8	NA	NA	0	0	1	2.07359e-07	3.13490284441709e-05	PsychENCODE_eQTLs	NA	No	NA	2.23157488225e-08	rs2016034;rs7225145	13
ENSG00000204650	CRHR1-IT1	17	43697694	43725582	1	pseudogene	147081	CRHR1-IT1	NA	NA	0	0	3	2.19956e-09	1.08813e-30	CMC_SVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	1.55981369175e-08	rs2016034;rs7225145	13
ENSG00000120088	CRHR1	17	43699267	43913194	1	protein_coding	1394	CRHR1	0.792134286397601	2.038085631	0	0	5	3.71425e-08	6.34121047421375e-06	PsychENCODE_eQTLs:BRAINEAC/CRBL:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/WHMT	NA	No	NA	1.30001501823e-30	rs2016034;rs7225145;rs17698176;17:44241726_A_G;rs2471738	13
ENSG00000264589	MAPT-AS1	17	43921017	43972966	-1	antisense	100128977	MAPT-AS1	NA	NA	0	0	3	2.66366e-11	3.37047e-16	PsychENCODE_eQTLs:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	1.55981369175e-08	rs2016034;rs7225145	13
ENSG00000185294	SPPL2C	17	43922256	43924438	1	protein_coding	162540	SPPL2C	2.29524703916312e-05	0.187394842	0	0	5	6.23177e-09	5.44181e-19	BRAINEAC/CRBL:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	1.30001501823e-30	rs17698176;17:44241726_A_G;rs2471738;rs2016034;rs7225145	13
ENSG00000186868	MAPT	17	43971748	44105700	1	protein_coding	4137	MAPT	4.68264962282433e-05	2.01024275	1	20.5	7	2.49997e-35	3.15369620812364e-32	PsychENCODE_eQTLs:CMC_SVA_cis:BRAINEAC/TCTX	NA	No	NA	1.30001501823e-30	rs2016034;rs7225145;rs17698176;17:44241726_A_G;rs2471738;rs2532345	13
ENSG00000256762	STH	17	44076616	44077060	1	protein_coding	246744	STH	0.00444466614164462	0.274193181	0	0	6	0.00603862549754591	0.0131657936040036	BRAINEAC/FCTX:BRAINEAC/TCTX:BRAINEAC/aveALL	NA	No	NA	1.30001501823e-30	rs17698176;17:44241726_A_G;rs2471738;rs2016034;rs7225145	13
ENSG00000120071	KANSL1	17	44107282	44302733	-1	protein_coding	284058	KANSL1	0.999733505943003	0.058945245	5	22.6	8	6.07887e-28	5.39745289140826e-25	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	1.30001501823e-30	rs2016034;rs7225145;rs17698176;17:44241726_A_G;rs2471738;rs2532345	13
ENSG00000214401	KANSL1-AS1	17	44270942	44274089	1	antisense	644246	KANSL1-AS1	NA	NA	3	22.6	8	3.53313e-26	1.21897e-43	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA	No	NA	1.30001501823e-30	rs17698176;17:44241726_A_G;rs2471738;rs2016034;rs7225145;rs2532345	13
ENSG00000228696	ARL17B	17	44352150	44439130	-1	protein_coding	100506084	ARL17B	NA	-0.428243465	1	13.19	7	2.39387e-89	1.60264154358504e-85	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA	No	NA	1.30001501823e-30	rs17698176;17:44241726_A_G;rs2016034;rs7225145;rs2471738	13
ENSG00000176681	LRRC37A	17	44370099	44415160	1	protein_coding	9884	LRRC37A	0.890487355591061	NA	1	13.19	6	3.55783e-19	4.8669e-42	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	1.30001501823e-30	rs17698176;17:44241726_A_G;rs2016034;rs7225145;rs2471738	13
ENSG00000260075	NSFP1	17	44450221	44564507	1	pseudogene	728806	NSFP1	NA	NA	0	0	8	8.86437e-88	5.70831565081471e-84	PsychENCODE_eQTLs:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	NA	No	NA	1.30001501823e-30	rs2016034;rs7225145;rs17698176;17:44241726_A_G;rs2471738;rs2532345	13
ENSG00000238083	LRRC37A2	17	44588877	44633016	1	protein_coding	474170	LRRC37A2	NA	NA	1	18.32	8	1.84071e-35	7.9119e-44	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/CRBL:BRAINEAC/FCTX:BRAINEAC/HIPP:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/PUTM:BRAINEAC/SNIG:BRAINEAC/TCTX:BRAINEAC/THAL:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	NA	No	NA	1.30001501823e-30	rs17698176;rs2016034;rs7225145;17:44241726_A_G;rs2471738;rs2532345	13
ENSG00000185829	ARL17A	17	44594068	44657088	-1	protein_coding	51326	ARL17A	NA	-2.38258287	1	18.32	8	3.19216e-27	7.41812e-31	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	NA	No	NA	1.30001501823e-30	rs17698176;rs2016034;rs7225145;17:44241726_A_G;rs2471738;rs2532345	13
ENSG00000232300	FAM215B	17	44636196	44640161	-1	sense_intronic	644297	FAM215B	NA	NA	0	0	8	1.02626e-13	2.67977e-18	PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	NA	No	NA	1.30001501823e-30	rs2016034;rs7225145;rs17698176;17:44241726_A_G;rs2471738;rs2532345	13
