GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
2	rs893789	2	 27137671	rs12612619	2017-05-23	28203683	Heit JA	2017-02-16	Thromb Haemost	www.ncbi.nlm.nih.gov/pubmed/28203683	Identification of unique venous thromboembolism-susceptibility variants in African-Americans.	Venous thromboembolism adjusted for sickle cell variant rs77121243-T	393 African American cases, 4,941 African American controls.	NR	2p23.3	DPYSL5	DPYSL5			ENSG00000157851	NA	NA	rs12612619-T	rs12612619	0	12612619	intron_variant	0	0.3465	3E-6	5.52287874528034		1.462	[1.245-1.715]	Affymetrix, Illumina [14074516] (imputed)	N
2	rs893789	2	 27166822	rs6707735	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance (MTAG)	402,382 European ancestry individuals	NA	2p23.3	Intergenic	DPYSL5			ENSG00000157851	NA	NA	rs6707735-T	rs6707735	0	6707735	intron_variant	0	0.3914	4E-8	7.39794000867204	(MTAG)	0.0129	[0.0084-0.0174] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
2	rs893789	2	 27169842	rs11126784	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (MOSTest)	26,502 European ancestry individuals	NA	2p23.3	KCNK3, SLC35F6, CENPA, DPYSL5, MAPRE3, TMEM214, AGBL5, OST4, EMILIN1, KHK, CGREF1, ABHD1, PREB, C2orf53, TCF23	DPYSL5			ENSG00000157851	NA	NA	rs11126784-?	rs11126784	0	11126784	synonymous_variant	0		1E-16	16		NA		NR [7428630] (imputed)	N
2	rs893789	2	 27213937	rs6705514	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability (MTAG)	670,471 European ancestry individuals	NA	2p23.3	Intergenic	MAPRE3, MAPRE3-AS1			ENSG00000084764, ENSG00000205500	NA	NA	rs6705514-T	rs6705514	0	6705514	intron_variant	0	0.4036	2E-9	8.69897000433602	(MTAG)	0.011	[0.0075-0.0145] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
2	rs62130503	2	 27215973	rs62130503	2021-03-30	33723403	Sha Z	2021-03-15	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/33723403	The genetic architecture of structural left-right asymmetry of the human brain.	Left–right brain asymmetry	32,256 European ancestry individuals	NA	2p23.3	MAPRE3	MAPRE3, MAPRE3-AS1			ENSG00000084764, ENSG00000205500	NA	NA	rs62130503-T	rs62130503	0	62130503	intron_variant	0	0.05	1E-10	10		NA		NR [9312144] (imputed)	N
2	rs893789	2	 27229079	rs12997235	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	2p23.3	Intergenic	MAPRE3, MAPRE3-AS1			ENSG00000084764, ENSG00000205500	NA	NA	rs12997235-A	rs12997235	0	12997235	intron_variant	0	0.6094	8E-10	9.09691001300806	(MTAG)	0.0104	[0.0071-0.0137] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
2	rs13391244	2	 27243001	rs10207670	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Lymphocyte percentage of white cells	408,112 British individuals	NA	2p23.3	MAPRE3	MAPRE3			ENSG00000084764	NA	NA	rs10207670-T	rs10207670	0	10207670	intron_variant	0	0.295228	1E-16	16		0.020086292	[0.015-0.025] unit decrease	Affymetrix [93095623] (imputed)	N
2	rs13391244	2	 27243001	rs10207670	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Neutrophil count	408,112 British individuals	NA	2p23.3	MAPRE3	MAPRE3			ENSG00000084764	NA	NA	rs10207670-T	rs10207670	0	10207670	intron_variant	0	0.295257	2E-20	19.698970004336		0.022497194	[0.018-0.027] unit increase	Affymetrix [93095623] (imputed)	N
2	rs893789	2	 27247832	rs11678188	2020-09-18	32888494	Vuckovic D	2020-09-01	Cell	www.ncbi.nlm.nih.gov/pubmed/32888494	The Polygenic and Monogenic Basis of Blood Traits and Diseases.	Neutrophil percentage of white cells	408,112 British individuals	NA	2p23.3	MAPRE3	MAPRE3			ENSG00000084764	NA	NA	rs11678188-C	rs11678188	0	11678188	intron_variant	0	0.630671	1E-17	17		0.01962926	[0.015-0.024] unit decrease	Affymetrix [93095623] (imputed)	N
2	rs13391244	2	 27290525	rs11681145	2020-03-23	31900758	Han X	2020-01-03	Eur J Epidemiol	www.ncbi.nlm.nih.gov/pubmed/31900758	Using Mendelian randomization to evaluate the causal relationship between serum C-reactive protein levels and age-related macular degeneration.	C-reactive protein levels	418,642 British ancestry individuals	NA	2p23.3	NR	AGBL5			ENSG00000084693	NA	NA	rs11681145-A	rs11681145	0	11681145	synonymous_variant	0	0.297606	9E-12	11.0457574905607		0.0147622	[0.011-0.019] unit decrease	NR [NR]	N
2	rs7575465	2	 27291661	rs7575465	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (MOSTest)	26,502 European ancestry individuals	NA	2p23.3	WLS	AGBL5			ENSG00000084693	NA	NA	rs7575465-?	rs7575465	0	7575465	intron_variant	0		6E-9	8.22184874961636		NA		NR [7428630] (imputed)	N
2	rs893789	2	 27295885	rs4665943	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	White blood cell count	approximately 444,000 European ancestry individuals	NA	2p23.3		OST4 - EMILIN1	ENSG00000228474	ENSG00000138080		1363	5598	rs4665943-?	rs4665943	0	4665943	regulatory_region_variant	1	NR	3E-8	7.52287874528034		NA		NR [~ 8900000] (imputed)	N
2	rs893789	2	 27315252	rs2304681	2018-10-19	30181555	Strawbridge RJ	2018-09-04	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30181555	Genetics of self-reported risk-taking behaviour, trans-ethnic consistency and relevance to brain gene expression.	Self-reported risk-taking behaviour	83,677 British ancestry cases, 244,662 British ancestry controls	2,764 South Asian ancestry cases, 3,139 African Caribbean ancestry cases, 16,169 European ancestry cases, 3,866 mixed ancestry cases, 4,267 South Asian ancestry controls, 4,341 African Caribbean ancestry controls, 31,814 European ancestry controls, 5,988 mixed ancestry controls	2p23.3	KHK	KHK			ENSG00000138030	NA	NA	rs2304681-A	rs2304681	0	2304681	missense_variant	0	0.37	1E-7	7		0.028	[0.018-0.038] unit decrease	Affymetrix [NR] (imputed)	N
2	rs7575465	2	 27336827	rs12617392	2018-12-19	30271922	Clifton EAD	2018-05-03	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/30271922	Genome-wide association study for risk taking propensity indicates shared pathways with body mass index.	Self-reported risk-taking behaviour	113,882 European ancestry cases, 322,354 European ancestry controls	NA	2p23.3	CGREF1	CGREF1			ENSG00000138028	NA	NA	rs12617392-C	rs12617392	0	12617392	intron_variant	0	0.56	2E-8	7.69897000433602		1.023	[1.015-1.031]	Affymetrix [7736308] (imputed)	N
2	rs7575465	2	 27336827	rs12617392	2018-10-19	30181555	Strawbridge RJ	2018-09-04	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30181555	Genetics of self-reported risk-taking behaviour, trans-ethnic consistency and relevance to brain gene expression.	Self-reported risk-taking behaviour	83,677 British ancestry cases, 244,662 British ancestry controls	2,764 South Asian ancestry cases, 3,139 African Caribbean ancestry cases, 16,169 European ancestry cases, 3,866 mixed ancestry cases, 4,267 South Asian ancestry controls, 4,341 African Caribbean ancestry controls, 31,814 European ancestry controls, 5,988 mixed ancestry controls	2p23.3	NR	CGREF1			ENSG00000138028	NA	NA	rs12617392-A	rs12617392	0	12617392	intron_variant	0	0.45	2E-8	7.69897000433602		0.03	[0.02-0.04] unit decrease	Affymetrix [NR] (imputed)	N
2	rs7575465	2	 27336827	rs12617392	2021-03-30	33723403	Sha Z	2021-03-15	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/33723403	The genetic architecture of structural left-right asymmetry of the human brain.	Left–right brain asymmetry	32,256 European ancestry individuals	NA	2p23.3	CGREF1	CGREF1			ENSG00000138028	NA	NA	rs12617392-A	rs12617392	0	12617392	intron_variant	0	0.44	4E-11	10.397940008672		NA		NR [9312144] (imputed)	N
3	rs12996623	2	 49366956	rs12713037	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical thickness (min-P)	26,502 European ancestry individuals	NA	2p16.3	PRDM16	FSHR			ENSG00000170820	NA	NA	rs12713037-?	rs12713037	0	12713037	intron_variant	0		2E-8	7.69897000433602		NA		NR [7428630] (imputed)	N
4	rs56163827	3	 89463290	rs73137384	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (min-P)	26,502 European ancestry individuals	NA	3p11.1	INTS3, SLC27A3, GATAD2B, DENND4B, CRTC2, SLC39A1, CREB3L4, JTB, RAB13, RPS27, NUP210L, TPM3, C1orf189, C1orf43, UBAP2L, HAX1	EPHA3			ENSG00000044524	NA	NA	rs73137384-?	rs73137384	0	73137384	intron_variant	0		1E-10	10		NA		NR [7428630] (imputed)	N
4	rs56163827	3	 89463290	rs73137384	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Subcortical volume (min-P)	26,502 European ancestry individuals	NA	3p11.1	DAB1	EPHA3			ENSG00000044524	NA	NA	rs73137384-?	rs73137384	0	73137384	intron_variant	0		4E-11	10.397940008672		NA		NR [7428630] (imputed)	N
4	rs35124509	3	 89467357	rs11921985	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical thickness (MOSTest)	26,502 European ancestry individuals	NA	3p11.1	NR	EPHA3			ENSG00000044524	NA	NA	rs11921985-?	rs11921985	0	11921985	intron_variant	0		3E-12	11.5228787452803		NA		NR [7428630] (imputed)	N
4	rs35124509	3	 89469453	rs7632502	2020-01-28	31676860	Zhao B	2019-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31676860	Genome-wide association analysis of 19,629 individuals identifies variants influencing regional brain volumes and refines their genetic co-architecture with cognitive and mental health traits.	Brain region volumes	19,629 British ancestry individuals	NA	3p11.1	NR	EPHA3			ENSG00000044524	NA	NA	rs7632502-?	rs7632502	0	7632502	intron_variant	0	NR	4E-9	8.39794000867204	(left inferior temporal)	NA		NR [9227495] (imputed)	N
4	rs56163827	3	 89482779	rs73139257	2020-04-17	31669095	Zhu Z	2019-10-24	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/31669095	Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.	Body mass index	457,822 European ancestry individuals	NA	3p11.1	NR	EPHA3			ENSG00000044524	NA	NA	rs73139257-?	rs73139257	0	73139257	intron_variant	0	NR	2E-8	7.69897000433602		NA		Affymetrix [~ 8270000] (imputed)	N
4	rs35124509	3	 89489529	rs6771054	2018-10-17	30061737	Nielsen JB	2018-07-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30061737	Biobank-driven genomic discovery yields new insight into atrial fibrillation biology.	Atrial fibrillation	60,620 European ancestry cases, 970,216 European ancestry controls	NA	3p11.1	EPHA3	EPHA3			ENSG00000044524	NA	NA	rs6771054-T	rs6771054	0	6771054	intron_variant	0	0.596	2E-11	10.698970004336		1.05	[1.03-1.06]	Illumina [34740186] (imputed)	N
4	rs56163827	3	 89496502	rs6551412	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	3p11.1	NR	EPHA3			ENSG00000044524	NA	NA	rs6551412-A	rs6551412	0	6551412	intron_variant	0	NR	5E-9	8.30102999566398		5.838	z-score decrease	Affymetrix, Illumina [9295118] (imputed)	N
4	rs35124509	3	 89521693	rs35124509	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (MOSTest)	26,502 European ancestry individuals	NA	3p11.1	EPHA3	EPHA3			ENSG00000044524	NA	NA	rs35124509-?	rs35124509	0	35124509	missense_variant	0		1E-42	42		NA		NR [7428630] (imputed)	N
4	rs35124509	3	 89523038	rs12636275	2020-01-28	31676860	Zhao B	2019-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31676860	Genome-wide association analysis of 19,629 individuals identifies variants influencing regional brain volumes and refines their genetic co-architecture with cognitive and mental health traits.	Brain region volumes	19,629 British ancestry individuals	NA	3p11.1	NR	EPHA3			ENSG00000044524	NA	NA	rs12636275-?	rs12636275	0	12636275	intron_variant	0	NR	2E-10	9.69897000433602	(right inferior temporal)	NA		NR [9227495] (imputed)	N
4	rs35124509	3	 89523038	rs12636275	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Subcortical volume (MOSTest)	26,502 European ancestry individuals	NA	3p11.1	KCNK2	EPHA3			ENSG00000044524	NA	NA	rs12636275-?	rs12636275	0	12636275	intron_variant	0		3E-18	17.5228787452803		NA		NR [7428630] (imputed)	N
4	rs35124509	3	 89525505	rs2117137	2021-02-18	33287642	Said MA	2020-12-08	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/33287642	Associations of Observational and Genetically Determined Caffeine Intake With Coronary Artery Disease and Diabetes Mellitus.	Caffeine consumption from tea	395,866 European ancestry individuals	NA	3p11.1	EPHA3	EPHA3			ENSG00000044524	NA	NA	rs2117137-A	rs2117137	0	2117137	intron_variant	0	0.594554	3E-9	8.52287874528034		0.01349	[0.009-0.0179] unit decrease	Affymetrix [19400838] (imputed)	N
4	rs35124509	3	 89525505	rs2117137	2019-08-29	31046077	Zhong VW	2019-05-02	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/31046077	A genome-wide association study of bitter and sweet beverage consumption.	Tea consumption	336,898 European ancestry individuals	39,924 European ancestry individuals	3p11.1	EPHA3	EPHA3			ENSG00000044524	NA	NA	rs2117137-G	rs2117137	0	2117137	intron_variant	0	0.4048	1E-9	9		0.0094	[0.0065-0.0123] unit increase	Affymetrix [~ 7740000] (imputed)	N
4	rs35124509	3	 89525505	rs2117137	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (MOSTest)	26,502 European ancestry individuals	NA	3p11.1	NR	EPHA3			ENSG00000044524	NA	NA	rs2117137-?	rs2117137	0	2117137	intron_variant	0		1E-19	19		NA		NR [7428630] (imputed)	N
4	rs35124509	3	 89534377	rs7632427	2012-10-09	22863734	Ludwig KU	2012-08-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22863734	Genome-wide meta-analyses of nonsyndromic cleft lip with or without cleft palate identify six new risk loci.	Orofacial clefts	Up to 666 European ancestry trios, 399 European ancestry cases, 1,318 European ancestry controls	up to 795 East Asian ancestry trios	3p11.1	NR	EPHA3 - NA	ENSG00000044524			3093	NA	rs7632427-?	rs7632427	0	7632427	intergenic_variant	1	NR	4E-8	7.39794000867204	(Meta-All, NSCL/P)	NA		NR [497084]	N
4	rs35124509	3	 89534377	rs7632427	2012-10-09	22863734	Ludwig KU	2012-08-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22863734	Genome-wide meta-analyses of nonsyndromic cleft lip with or without cleft palate identify six new risk loci.	Orofacial clefts	Up to 666 European ancestry trios, 399 European ancestry cases, 1,318 European ancestry controls	up to 795 East Asian ancestry trios	3p11.1	EPHA3	EPHA3 - NA	ENSG00000044524			3093	NA	rs7632427-T	rs7632427	0	7632427	intergenic_variant	1	NR	4E-8	7.39794000867204	(Meta-All, NSCL/P)	1.37	[1.20-1.55]	NR [497084]	N
