GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000162576	1	1288069	1297157	24	4	19644	0.83723	0.20123	MXRA8
ENSG00000175756	1	1309110	1310875	9	3	19644	0.53433	0.29656	AURKAIP1
ENSG00000221978	1	1321091	1334708	18	5	19644	0.58316	0.27989	CCNL2
ENSG00000224870	1	1334902	1337426	9	3	19644	0.42052	0.33705	RP4-758J18.2
ENSG00000242485	1	1337288	1342693	14	5	19644	-0.13126	0.55222	MRPL20
ENSG00000235098	1	1353800	1357149	8	2	19644	0.022057	0.4912	ANKRD65
ENSG00000205116	1	1361508	1363167	6	2	19644	-0.10827	0.54311	TMEM88B
ENSG00000179403	1	1370241	1378262	6	2	19644	-1.8231	0.96585	VWA1
ENSG00000215915	1	1385069	1405538	18	3	19644	-4.0621	0.99998	ATAD3C
ENSG00000160072	1	1407143	1433228	30	3	19644	-2.4638	0.99313	ATAD3B
ENSG00000197785	1	1447531	1470067	62	6	19644	0.69559	0.24334	ATAD3A
ENSG00000205090	1	1470554	1475833	7	2	19644	0.45792	0.3235	TMEM240
ENSG00000160075	1	1477053	1510249	89	8	19644	0.57856	0.28144	SSU72
ENSG00000215014	1	1510355	1511373	5	1	19644	-0.018702	0.50746	AL645728.1
ENSG00000228594	1	1533392	1535476	2	1	19644	0.0091076	0.49637	C1orf233
ENSG00000197530	1	1550795	1565990	20	4	19644	1.449	0.073671	MIB2
ENSG00000248333	1	1570603	1590473	21	3	19644	-0.31454	0.62344	CDK11B
ENSG00000189339	1	1592939	1624167	30	6	19644	1.3543	0.087819	SLC35E2B
ENSG00000008128	1	1634169	1655766	36	2	19644	-0.54534	0.70724	CDK11A
ENSG00000215790	1	1656277	1677431	8	2	19644	-0.80594	0.78986	SLC35E2
ENSG00000008130	1	1682671	1711896	65	7	19644	0.23757	0.40611	NADK
ENSG00000078369	1	1716729	1822495	141	14	19644	-0.30339	0.6192	GNB1
ENSG00000169885	1	1846266	1848735	11	3	19644	-0.25725	0.60151	CALML6
ENSG00000178821	1	1849029	1850712	5	2	19644	-0.23772	0.59395	TMEM52
ENSG00000142609	1	1853396	1935276	271	20	19644	0.6068	0.27199	C1orf222
ENSG00000187730	1	1950780	1962192	14	2	19644	-0.43676	0.66886	GABRD
ENSG00000067606	1	1981909	2116834	387	32	19644	0.46977	0.31926	PRKCZ
ENSG00000162585	1	2115903	2144159	48	9	19644	0.7966	0.21284	C1orf86
ENSG00000269554	1	2121237	2123179	4	2	19644	1.185	0.11801	AL590822.2
ENSG00000203301	1	2143360	2145620	3	2	19644	0.22526	0.41089	AL590822.1
ENSG00000157933	1	2160134	2241558	201	32	19644	0.33226	0.36984	SKI
ENSG00000116151	1	2252692	2323146	285	40	19644	-0.13299	0.5529	MORN1
ENSG00000157916	1	2323267	2336883	34	9	19644	0.38247	0.35106	RER1
ENSG00000157911	1	2336236	2345236	23	7	19644	1.3479	0.08884	PEX10
ENSG00000149527	1	2357419	2436969	217	34	19644	-0.11167	0.54446	PLCH2
ENSG00000157881	1	2439972	2458039	39	5	19644	-1.6357	0.94905	PANK4
ENSG00000197921	1	2460184	2461684	3	2	19644	0.4433	0.32877	HES5
ENSG00000157873	1	2487078	2496821	23	4	19644	0.76353	0.22257	TNFRSF14
ENSG00000157870	1	2517930	2522908	11	4	19644	-0.72342	0.76529	FAM213B
ENSG00000142606	1	2522078	2564481	161	9	19644	0.43784	0.33075	MMEL1
ENSG00000215912	1	2567415	2718286	303	22	19644	0.14326	0.44304	TTC34
ENSG00000169717	1	2938046	2939465	3	1	19644	0.067479	0.4731	ACTRT2
ENSG00000142611	1	2985732	3355185	1157	154	19644	0.65821	0.2552	PRDM16
ENSG00000130762	1	3370990	3397677	85	9	19644	0.68221	0.24755	ARHGEF16
ENSG00000162591	1	3406484	3528059	400	66	19644	1.4156	0.078445	MEGF6
ENSG00000158109	1	3541566	3546691	12	4	19644	2.2807	0.011284	TPRG1L
ENSG00000116213	1	3547331	3569325	47	11	19644	2.1418	0.016105	WRAP73
ENSG00000078900	1	3569084	3652765	261	43	19644	0.0067039	0.49733	TP73
ENSG00000162592	1	3668962	3688209	56	10	19644	-0.094903	0.5378	CCDC27
ENSG00000235169	1	3689352	3692546	11	5	19644	0.78927	0.21498	SMIM1
ENSG00000130764	1	3696784	3713068	74	13	19644	0.23796	0.40596	LRRC47
ENSG00000116198	1	3728645	3773778	300	20	19644	0.19066	0.4244	CEP104
ENSG00000169598	1	3773845	3801993	138	16	19644	-0.82015	0.79393	DFFB
ENSG00000198912	1	3805689	3816857	43	7	19644	-1.4078	0.9204	C1orf174
ENSG00000196581	1	4714792	4852594	665	90	19644	0.42751	0.33451	AJAP1
ENSG00000131697	1	5922871	6052533	404	26	19644	0.31831	0.37513	NPHP4
ENSG00000069424	1	6051526	6161253	284	48	19644	1.8317	0.033497	KCNAB2
ENSG00000268332	1	6100630	6101399	4	2	19644	0.17214	0.43167	AL035406.1
ENSG00000116254	1	6161853	6240183	271	33	19644	0.99766	0.15922	CHD5
ENSG00000116251	1	6241329	6269449	64	11	19644	0.15839	0.43707	RPL22
ENSG00000158286	1	6265535	6281359	37	4	19644	0.85359	0.19667	RNF207
ENSG00000116237	1	6281253	6296032	28	4	19644	0.3197	0.3746	ICMT
ENSG00000173673	1	6304252	6305638	5	2	19644	-0.16905	0.56712	HES3
ENSG00000158292	1	6307406	6321035	32	2	19644	0.60116	0.27387	GPR153
ENSG00000097021	1	6324329	6454451	395	28	19644	0.14877	0.44087	ACOT7
ENSG00000069812	1	6472478	6484730	37	6	19644	-0.029684	0.51184	HES2
ENSG00000187017	1	6484848	6521430	105	10	19644	0.1817	0.42791	ESPN
ENSG00000215788	1	6521211	6526255	10	3	19644	-0.36026	0.64067	TNFRSF25
ENSG00000171680	1	6526152	6580121	125	19	19644	1.541	0.061658	PLEKHG5
ENSG00000162408	1	6581407	6614595	110	2	19644	0.53125	0.29762	NOL9
ENSG00000173662	1	6615241	6639817	38	5	19644	1.1927	0.1165	TAS1R1
ENSG00000204859	1	6640061	6649340	10	3	19644	0.46037	0.32262	ZBTB48
ENSG00000162413	1	6650784	6674667	45	10	19644	-0.32394	0.62701	KLHL21
ENSG00000116273	1	6673745	6684093	20	4	19644	-0.47291	0.68186	PHF13
ENSG00000041988	1	6684926	6695646	31	6	19644	-1.1959	0.88413	THAP3
ENSG00000007923	1	6694228	6761984	143	15	19644	-0.013514	0.50539	DNAJC11
ENSG00000171735	1	6845384	7829766	2564	226	19644	-0.77936	0.78212	CAMTA1
ENSG00000049245	1	7831329	7841492	35	9	19644	1.1417	0.12679	VAMP3
ENSG00000049246	1	7844380	7905237	227	26	19644	-0.033598	0.5134	PER3
ENSG00000049247	1	7903143	7913572	39	11	19644	-0.32323	0.62674	UTS2
ENSG00000049249	1	7979907	8000926	42	6	19644	0.0039898	0.49841	TNFRSF9
ENSG00000116288	1	8014351	8045565	61	8	19644	0.49356	0.31081	PARK7
ENSG00000116285	1	8064464	8086368	31	6	19644	0.30449	0.38038	ERRFI1
ENSG00000162426	1	8377886	8404227	86	13	19644	0.72882	0.23305	SLC45A1
ENSG00000142599	1	8412457	8877702	700	29	19644	0.75187	0.22607	RERE
ENSG00000074800	1	8921061	8939308	25	4	19644	1.0081	0.15671	ENO1
ENSG00000131686	1	9005926	9035151	111	22	19644	0.70689	0.23982	CA6
ENSG00000197241	1	9063359	9086404	54	14	19644	-0.39872	0.65495	SLC2A7
ENSG00000142583	1	9095166	9148537	173	20	19644	-0.48936	0.68771	SLC2A5
ENSG00000180758	1	9160364	9189229	74	9	19644	-0.3323	0.63017	GPR157
ENSG00000049239	1	9294834	9331396	88	15	19644	-0.56651	0.71448	H6PD
ENSG00000171621	1	9352939	9429591	310	51	19644	-0.0034584	0.50138	SPSB1
ENSG00000171612	1	9599541	9645237	50	6	19644	-1.4844	0.93115	SLC25A33
ENSG00000188807	1	9648932	9674935	35	5	19644	-0.46164	0.67783	TMEM201
ENSG00000171608	1	9711790	9789172	123	23	19644	-0.9848	0.83764	PIK3CD
ENSG00000179840	1	9712668	9714644	4	1	19644	-0.81703	0.79304	C1orf200
ENSG00000171603	1	9789084	9884584	122	12	19644	-0.70083	0.7583	CLSTN1
ENSG00000178585	1	9908334	9970394	62	10	19644	-1.6382	0.94931	CTNNBIP1
ENSG00000162441	1	9982173	10003465	47	8	19644	-1.1472	0.87435	LZIC
ENSG00000173614	1	10003486	10045559	80	11	19644	-1.2266	0.89002	NMNAT1
ENSG00000162444	1	10057264	10076078	38	4	19644	-0.34853	0.63628	RBP7
ENSG00000130939	1	10092890	10241297	306	20	19644	0.47576	0.31712	UBE4B
ENSG00000054523	1	10270863	10441661	540	18	19644	0.98651	0.16194	KIF1B
ENSG00000142657	1	10458649	10480201	44	7	19644	0.82187	0.20558	PGD
ENSG00000251503	1	10490159	10512210	56	7	19644	0.59537	0.2758	APITD1-CORT
ENSG00000175279	1	10490159	10512210	56	7	19644	0.59537	0.2758	APITD1
ENSG00000241563	1	10509776	10511959	4	2	19644	0.57375	0.28307	CORT
ENSG00000160049	1	10516579	10532583	14	3	19644	-0.036549	0.51458	DFFA
ENSG00000142655	1	10532345	10690815	359	29	19644	1.1555	0.12395	PEX14
ENSG00000130940	1	10696661	10856707	376	69	19644	0.085574	0.4659	CASZ1
ENSG00000175262	1	11006528	11042094	114	14	19644	-0.27418	0.60803	C1orf127
ENSG00000120948	1	11072414	11085796	23	3	19644	-0.30607	0.62023	TARDBP
ENSG00000009724	1	11086580	11107290	56	7	19644	-0.42105	0.66314	MASP2
ENSG00000116649	1	11114641	11120081	8	3	19644	-0.24712	0.59759	SRM
ENSG00000171824	1	11126675	11159938	97	5	19644	-0.30871	0.62123	EXOSC10
ENSG00000198793	1	11166592	11322564	329	12	19644	-0.39384	0.65315	MTOR
ENSG00000171819	1	11249398	11256038	15	2	19644	-0.38534	0.65001	ANGPTL7
ENSG00000120942	1	11333263	11356106	33	5	19644	-1.612	0.94652	UBIAD1
ENSG00000204624	1	11539223	11597641	143	14	19644	-0.28296	0.6114	PTCHD2
ENSG00000116661	1	11708424	11715842	10	4	19644	-1.0841	0.86083	FBXO2
ENSG00000132879	1	11714432	11723384	21	6	19644	-1.9534	0.97462	FBXO44
ENSG00000116663	1	11724181	11734411	36	9	19644	-2.2428	0.98754	FBXO6
ENSG00000116670	1	11734537	11751707	55	10	19644	-1.5344	0.93754	MAD2L2
ENSG00000162490	1	11751786	11785914	69	14	19644	-2.2615	0.98813	DRAXIN
ENSG00000177674	1	11796141	11814859	49	7	19644	-0.039473	0.51574	AGTRAP
ENSG00000215910	1	11821844	11849642	149	10	19644	-1.3343	0.90895	C1orf167
ENSG00000177000	1	11845780	11866977	84	11	19644	-0.64369	0.74011	MTHFR
ENSG00000011021	1	11866207	11903201	189	13	19644	-0.24438	0.59653	CLCN6
ENSG00000175206	1	11905766	11908402	17	4	19644	-0.051657	0.5206	NPPA
ENSG00000116685	1	11979648	11986485	20	6	19644	-0.48589	0.68648	KIAA2013
ENSG00000083444	1	11994262	12035595	108	10	19644	0.06589	0.47373	PLOD1
ENSG00000116688	1	12040238	12073571	80	7	19644	-0.1101	0.54384	MFN2
ENSG00000116691	1	12079523	12092102	20	4	19644	0.38429	0.35038	MIIP
ENSG00000120949	1	12123434	12204264	159	26	19644	2.1222	0.016911	TNFRSF8
ENSG00000028137	1	12227060	12269285	108	11	19644	-1.2452	0.89347	TNFRSF1B
ENSG00000048707	1	12290124	12572099	490	28	19644	0.85001	0.19766	VPS13D
ENSG00000162496	1	12627939	12677737	163	28	19644	-1.0229	0.84683	DHRS3
ENSG00000204518	1	12704566	12727097	49	4	19644	-2.7628	0.99713	AADACL4
ENSG00000188984	1	12776118	12788726	40	5	19644	0.069685	0.47222	AADACL3
ENSG00000157330	1	12806163	12823847	48	7	19644	0.85213	0.19707	C1orf158
ENSG00000116726	1	12834984	12838049	7	2	19644	2.1097	0.017441	PRAMEF12
ENSG00000116721	1	12851546	12856777	8	1	19644	1.8191	0.034451	PRAMEF1
ENSG00000179172	1	12907261	12908578	6	2	19644	0.88925	0.18693	HNRNPCL1
ENSG00000120952	1	12916941	12921764	26	5	19644	1.9964	0.022945	PRAMEF2
ENSG00000232423	1	12998181	13117751	2	1	19644	1.0069	0.15699	PRAMEF6
ENSG00000204501	1	13421176	13428191	1	1	19644	1.5847	0.056513	PRAMEF9
ENSG00000204491	1	13474689	13477522	4	1	19644	1.5386	0.061955	PRAMEF18
ENSG00000204488	1	13495254	13498260	1	1	19644	-0.030825	0.5123	PRAMEF16
ENSG00000162494	1	13801445	13840543	136	28	19644	-1.3603	0.91313	LRRC38
ENSG00000162493	1	13909960	13944452	91	21	19644	-0.76606	0.77818	PDPN
ENSG00000116731	1	14026693	14151574	364	32	19644	1.628	0.051768	PRDM2
ENSG00000189337	1	14925200	15444539	1735	210	19644	0.4628	0.32176	KAZN
ENSG00000171729	1	15479028	15546976	344	31	19644	1.6599	0.048464	TMEM51
ENSG00000204464	1	15490840	15497813	23	5	19644	2.3474	0.0094523	C1orf195
ENSG00000142621	1	15573768	15726779	436	47	19644	-0.38123	0.64849	FHAD1
ENSG00000142634	1	15736391	15756839	55	15	19644	-0.77117	0.7797	EFHD2
ENSG00000162438	1	15764935	15775737	20	6	19644	0.051906	0.4793	CTRC
ENSG00000142615	1	15783223	15798586	59	8	19644	0.90904	0.18166	CELA2A
ENSG00000215704	1	15792404	15817895	79	11	19644	1.1437	0.12638	CELA2B
ENSG00000132906	1	15817327	15853029	134	8	19644	1.6567	0.048794	CASP9
ENSG00000116138	1	15853308	15918874	215	13	19644	1.7215	0.042584	DNAJC16
ENSG00000116771	1	15898848	15911605	57	6	19644	1.6109	0.053597	AGMAT
ENSG00000197312	1	15943995	15995539	114	6	19644	1.811	0.035073	DDI2
ENSG00000215695	1	15986364	15988217	3	2	19644	2.0226	0.021558	RSC1A1
ENSG00000116786	1	16010827	16061264	148	12	19644	2.0284	0.021259	PLEKHM2
ENSG00000162461	1	16062900	16067891	4	1	19644	1.8739	0.030469	SLC25A34
ENSG00000162460	1	16068917	16074477	15	4	19644	0.75414	0.22538	TMEM82
ENSG00000162458	1	16083102	16113089	64	10	19644	1.6569	0.048767	FBLIM1
ENSG00000065526	1	16174359	16266955	144	17	19644	2.2866	0.011109	SPEN
ENSG00000116809	1	16268364	16302627	52	11	19644	2.5168	0.0059215	ZBTB17
ENSG00000183888	1	16330731	16335302	15	5	19644	1.185	0.118	C1orf64
ENSG00000173641	1	16340523	16346089	45	5	19644	2.0001	0.022744	HSPB7
ENSG00000186510	1	16345370	16360545	88	11	19644	1.4651	0.071445	CLCNKA
ENSG00000184908	1	16370272	16383803	125	12	19644	1.981	0.023796	CLCNKB
ENSG00000185519	1	16384264	16400127	67	8	19644	1.8739	0.030471	FAM131C
ENSG00000142627	1	16450832	16482582	52	11	19644	1.0703	0.14223	EPHA2
ENSG00000142632	1	16524349	16539104	51	5	19644	0.046909	0.48129	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	19644	0.66764	0.25218	C1orf134
ENSG00000132881	1	16558195	16563657	13	5	19644	-0.11932	0.54749	RSG1
ENSG00000037637	1	16573334	16678949	222	13	19644	-1.1665	0.8783	FBXO42
ENSG00000055070	1	16679070	16724640	98	11	19644	-0.8204	0.79401	SZRD1
ENSG00000187144	1	16713612	16763919	127	19	19644	-0.8073	0.79025	SPATA21
ENSG00000157191	1	16767167	16786573	38	8	19644	0.47703	0.31667	NECAP2
ENSG00000268674	1	16865561	16866070	1	1	19644	-0.53119	0.70236	FAM231B
ENSG00000058453	1	17066768	17299474	162	10	19644	-0.20689	0.58195	CROCC
ENSG00000117122	1	17300997	17307330	17	4	19644	0.67818	0.24883	MFAP2
ENSG00000159363	1	17312453	17338423	55	11	19644	0.41003	0.34089	ATP13A2
ENSG00000117118	1	17345217	17380665	116	11	19644	0.89296	0.18594	SDHB
ENSG00000117115	1	17393256	17445948	251	15	19644	1.9629	0.024829	PADI2
ENSG00000142623	1	17531621	17572500	132	31	19644	0.060517	0.47587	PADI1
ENSG00000142619	1	17575593	17610728	163	23	19644	-0.48898	0.68757	PADI3
ENSG00000159339	1	17634690	17690499	290	24	19644	0.32994	0.37072	PADI4
ENSG00000269468	1	17655507	17676070	148	12	19644	0.11828	0.45292	AC004824.2
ENSG00000179051	1	17733256	17766220	70	10	19644	0.58316	0.27989	RCC2
ENSG00000074964	1	17866330	18024369	350	36	19644	-0.10321	0.5411	ARHGEF10L
ENSG00000117148	1	18081808	18153558	164	18	19644	-0.21144	0.58373	ACTL8
ENSG00000117154	1	18434240	18704977	907	125	19644	-0.7401	0.77038	IGSF21
ENSG00000179023	1	18807424	18812478	25	5	19644	-0.44871	0.67318	KLHDC7A
ENSG00000009709	1	18957500	19075360	321	57	19644	1.5791	0.057155	PAX7
ENSG00000179002	1	19166093	19186176	80	13	19644	0.87707	0.19023	TAS1R2
ENSG00000255275	1	19175767	19247615	276	36	19644	-0.25475	0.60054	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	122	17	19644	-1.0183	0.84573	ALDH4A1
ENSG00000169991	1	19230775	19283180	145	24	19644	-0.45445	0.67525	IFFO2
ENSG00000127481	1	19401000	19536770	263	22	19644	0.67118	0.25105	UBR4
ENSG00000127463	1	19542158	19578046	105	12	19644	1.664	0.048052	EMC1
ENSG00000053372	1	19578033	19586622	53	8	19644	1.0255	0.15257	MRTO4
ENSG00000162482	1	19609052	19615744	28	5	19644	1.0867	0.13858	AKR7A3
ENSG00000053371	1	19630459	19638640	20	7	19644	0.29361	0.38453	AKR7A2
ENSG00000040487	1	19638820	19655794	81	11	19644	1.307	0.095598	PQLC2
ENSG00000077549	1	19665267	19812066	505	27	19644	-0.52453	0.70005	CAPZB
ENSG00000270136	1	19923473	19984549	167	27	19644	0.30681	0.37949	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	73	12	19644	0.13425	0.4466	MINOS1
ENSG00000158747	1	19967048	19984945	57	17	19644	0.52789	0.29879	NBL1
ENSG00000158748	1	19991780	20006055	40	7	19644	-0.95532	0.83029	HTR6
ENSG00000162542	1	20008706	20126438	364	49	19644	0.17663	0.4299	TMCO4
ENSG00000178828	1	20140523	20141771	5	3	19644	-0.097743	0.53893	RNF186
ENSG00000169914	1	20209006	20239438	77	14	19644	0.59669	0.27536	OTUD3
ENSG00000188784	1	20246502	20250110	17	5	19644	-0.84884	0.80202	PLA2G2E
ENSG00000188257	1	20301925	20306932	12	5	19644	0.68985	0.24514	PLA2G2A
ENSG00000127472	1	20354672	20417683	201	22	19644	-0.19307	0.57655	PLA2G5
ENSG00000117215	1	20438432	20446050	18	8	19644	-1.1431	0.8735	PLA2G2D
ENSG00000158786	1	20465819	20476879	11	5	19644	-1.853	0.96806	PLA2G2F
ENSG00000187980	1	20487746	20503917	52	10	19644	-0.049165	0.51961	PLA2G2C
ENSG00000162543	1	20512578	20522541	8	3	19644	1.8429	0.032671	UBXN10
ENSG00000158816	1	20617412	20681387	243	29	19644	-0.53379	0.70326	VWA5B1
ENSG00000162545	1	20808884	20812713	4	2	19644	-1.7969	0.96382	CAMK2N1
ENSG00000090432	1	20825943	20834654	25	8	19644	-2.5019	0.99382	MUL1
ENSG00000183114	1	20878932	20881512	3	1	19644	-0.48739	0.68701	FAM43B
ENSG00000158825	1	20915441	20945401	120	17	19644	-0.3071	0.62062	CDA
ENSG00000158828	1	20959948	20978004	69	9	19644	-0.17281	0.5686	PINK1
ENSG00000244038	1	20978270	20988000	30	6	19644	0.0066393	0.49735	DDOST
ENSG00000117245	1	20990507	21044510	193	39	19644	-0.66534	0.74708	KIF17
ENSG00000189410	1	21046225	21059330	35	9	19644	0.071875	0.47135	SH2D5
ENSG00000127483	1	21069154	21113816	98	15	19644	0.34418	0.36536	HP1BP3
ENSG00000075151	1	21132963	21503377	730	27	19644	-0.62024	0.73245	EIF4G3
ENSG00000117298	1	21543740	21671997	335	41	19644	0.63247	0.26354	ECE1
ENSG00000142794	1	21766621	21811498	158	12	19644	0.076311	0.46959	NBPF3
ENSG00000162551	1	21835858	21904905	302	34	19644	-1.1158	0.86775	ALPL
ENSG00000076864	1	21922708	21995801	263	49	19644	-0.0086526	0.50345	RAP1GAP
ENSG00000090686	1	22004791	22110099	342	35	19644	-1.0758	0.859	USP48
ENSG00000187942	1	22138758	22151714	40	16	19644	-0.73149	0.76776	LDLRAD2
ENSG00000142798	1	22148738	22263790	342	37	19644	-1.5668	0.94142	HSPG2
ENSG00000219073	1	22303514	22325135	146	13	19644	-0.78641	0.78419	CELA3B
ENSG00000142789	1	22328149	22339032	27	7	19644	-0.22348	0.58842	CELA3A
ENSG00000070831	1	22379120	22419437	97	13	19644	2.135	0.016379	CDC42
ENSG00000162552	1	22443798	22470462	88	15	19644	2.1683	0.015068	WNT4
ENSG00000184677	1	22778344	22857650	133	15	19644	-0.7974	0.78739	ZBTB40
ENSG00000070886	1	22890057	22930087	162	23	19644	0.67556	0.24966	EPHA8
ENSG00000173372	1	22962999	22966101	6	3	19644	-0.43508	0.66825	C1QA
ENSG00000159189	1	22970123	22974603	21	4	19644	0.60188	0.27363	C1QC
ENSG00000173369	1	22979255	22988031	26	5	19644	0.42467	0.33554	C1QB
ENSG00000133216	1	23037332	23241818	361	51	19644	1.9879	0.023411	EPHB2
ENSG00000215906	1	23279536	23291831	38	9	19644	-0.68717	0.75401	LACTBL1
ENSG00000227868	1	23337327	23342343	9	3	19644	-0.88501	0.81192	C1orf234
ENSG00000004487	1	23345941	23410182	75	9	19644	-0.89191	0.81378	KDM1A
ENSG00000169641	1	23410516	23504301	165	18	19644	-1.1997	0.88487	LUZP1
ENSG00000179546	1	23516993	23521222	9	2	19644	0.31413	0.37671	HTR1D
ENSG00000125944	1	23630264	23670829	36	6	19644	-2.0419	0.97942	HNRNPR
ENSG00000125945	1	23685941	23695935	27	5	19644	-0.53602	0.70403	ZNF436
ENSG00000249087	1	23695490	23698332	3	2	19644	-1.5334	0.93741	C1orf213
ENSG00000204219	1	23707554	23751233	118	17	19644	0.44605	0.32778	TCEA3
ENSG00000088280	1	23755056	23811061	119	13	19644	0.1678	0.43337	ASAP3
ENSG00000007968	1	23832922	23857712	47	7	19644	-0.29661	0.61662	E2F2
ENSG00000117318	1	23884409	23886285	5	2	19644	0.17325	0.43123	ID3
ENSG00000197880	1	23907985	23967058	98	20	19644	-0.64694	0.74116	MDS2
ENSG00000142676	1	24018269	24022915	5	2	19644	-0.24595	0.59714	RPL11
ENSG00000011007	1	24069645	24088549	15	7	19644	-0.14483	0.55758	TCEB3
ENSG00000057757	1	24104895	24114722	6	3	19644	1.1009	0.13547	PITHD1
ENSG00000011009	1	24117460	24122029	3	1	19644	1.0437	0.1483	LYPLA2
ENSG00000117308	1	24122089	24127271	1	1	19644	0.83546	0.20173	GALE
ENSG00000117305	1	24128375	24165110	45	4	19644	0.88924	0.18694	HMGCL
ENSG00000179163	1	24171567	24194784	46	5	19644	1.0295	0.15162	FUCA1
ENSG00000188822	1	24197016	24285549	206	12	19644	0.92744	0.17685	CNR2
ENSG00000189266	1	24285599	24289952	4	1	19644	0.98292	0.16282	PNRC2
ENSG00000188529	1	24291294	24307417	5	1	19644	0.96109	0.16825	SRSF10
ENSG00000142661	1	24382525	24438665	170	18	19644	-1.0545	0.85417	MYOM3
ENSG00000142677	1	24446261	24469611	59	11	19644	0.55484	0.2895	IL22RA1
ENSG00000185436	1	24480647	24514449	113	15	19644	1.5204	0.064209	IFNLR1
ENSG00000158055	1	24645812	24690972	90	17	19644	-0.41181	0.65976	GRHL3
ENSG00000001460	1	24683489	24743424	154	15	19644	-0.48887	0.68753	STPG1
ENSG00000001461	1	24742284	24799466	159	14	19644	-1.0447	0.85192	NIPAL3
ENSG00000117602	1	24829387	24867530	118	15	19644	0.23092	0.40869	RCAN3
ENSG00000184454	1	24882602	24935819	234	29	19644	-0.11749	0.54677	NCMAP
ENSG00000133226	1	24958207	24999758	44	7	19644	0.74938	0.22681	SRRM1
ENSG00000169504	1	25071848	25170815	98	10	19644	0.038838	0.48451	CLIC4
ENSG00000020633	1	25226002	25291612	112	21	19644	0.61811	0.26825	RUNX3
ENSG00000117614	1	25549170	25558993	5	3	19644	-0.25003	0.59872	SYF2
ENSG00000117616	1	25568728	25664704	28	11	19644	0.07336	0.47076	C1orf63
ENSG00000187010	1	25598884	25656936	6	4	19644	-0.64322	0.73996	RHD
ENSG00000183726	1	25664408	25688852	23	5	19644	-0.34728	0.63581	TMEM50A
ENSG00000188672	1	25688740	25756683	86	4	19644	0.041799	0.48333	RHCE
ENSG00000204178	1	25757388	25826700	91	3	19644	-0.02297	0.50916	TMEM57
ENSG00000157978	1	25870071	25895377	68	9	19644	-2.228	0.98706	LDLRAP1
ENSG00000117643	1	25943959	26112698	249	25	19644	0.50272	0.30758	MAN1C1
ENSG00000162430	1	26126667	26144713	44	4	19644	0.042094	0.48321	SEPN1
ENSG00000255054	1	26137961	26150235	33	4	19644	-0.23845	0.59423	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	33	3	19644	-0.94255	0.82705	MTFR1L
ENSG00000223474	1	26145212	26147288	7	3	19644	-1.344	0.91053	AL020996.1
ENSG00000127423	1	26158414	26185903	64	3	19644	-0.62033	0.73248	AUNIP
ENSG00000182749	1	26187701	26197744	7	2	19644	0.097911	0.461	PAQR7
ENSG00000117632	1	26210672	26233482	30	6	19644	0.46055	0.32256	STMN1
ENSG00000158006	1	26286258	26324648	88	6	19644	-0.39698	0.65431	PAFAH2
