#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:27115769	(2016) Gene expression, methylation and neuropathology correlations at progressive supranuclear palsy risk loci.	5	13	2.09	0.00062	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000404247	KANSL1,LRRC37A,MAPT,CRHR1,ARL17B
PMID:30323283	(2018) Gene expression imputation identifies candidate genes and susceptibility loci associated with cutaneous squamous cell carcinoma.	6	35	1.74	0.00081	9606.ENSP00000268676,9606.ENSP00000338673,9606.ENSP00000367494,9606.ENSP00000373952,9606.ENSP00000451605,9606.ENSP00000462996	DEF8,CDK10,SPIRE2,FANCA,MC1R,SPATA33
PMID:28588437	(2017) Molecular Characterization of Koolen De Vries Syndrome in Two Girls with Idiopathic Intellectual Disability from Central Brazil.	4	4	2.51	0.0015	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,SPPL2C,MAPT,CRHR1
PMID:15459824	(2004) Linkage disequilibrium and haplotype tagging polymorphisms in the Tau H1 haplotype.	4	4	2.51	0.0015	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	KANSL1,MAPT,CRHR1,STH
PMID:28738163	(2018) A local duplication of the Melanocortin receptor 1 locus in Astyanax.	5	18	1.95	0.0018	9606.ENSP00000263346,9606.ENSP00000268676,9606.ENSP00000268699,9606.ENSP00000320295,9606.ENSP00000451605	TCF25,DEF8,GAS8,TUBB3,MC1R
PMID:21685912	(2011) Identification of common variants influencing risk of the tauopathy progressive supranuclear palsy.	5	19	1.93	0.0021	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000389913,9606.ENSP00000404247	KANSL1,MAPT,CRHR1,PLEKHM1,ARL17B
PMID:27899424	(2017) Genetic architecture of sporadic frontotemporal dementia and overlap with Alzheimers and Parkinsons diseases.	5	21	1.88	0.0030	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,LRRC37A,MAPT,CRHR1
PMID:27358065	(2016) Epigenetic regulation in Parkinsons disease.	6	53	1.56	0.0052	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000389913,9606.ENSP00000403323,9606.ENSP00000404247	KANSL1,MAPT,CRHR1,PLEKHM1,ARHGAP27,ARL17B
PMID:22950410	(2012) Common inversion polymorphism at 17q21.31 affects expression of multiple genes in tissue-specific manner.	4	8	2.21	0.0072	9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000389913	LRRC37A,MAPT,CRHR1,PLEKHM1
PMID:19317893	(2009) Copy number variation in African Americans.	4	8	2.21	0.0072	9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000404247	LRRC37A,MAPT,CRHR1,ARL17B
PMID:19165922	(2008) Evolutionary toggling of the MAPT 17q21.31 inversion region.	4	8	2.21	0.0072	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,LRRC37A,MAPT,CRHR1
PMID:25998059	(2015) Human inversions and their functional consequences.	5	28	1.76	0.0083	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000389913	KANSL1,LRRC37A,MAPT,CRHR1,PLEKHM1
PMID:35092859	(2022) Genome-wide detection of selective signals for fecundity traits in goats (Capra hircus).	4	9	2.15	0.0086	9606.ENSP00000263346,9606.ENSP00000367494,9606.ENSP00000373952,9606.ENSP00000415836	TCF25,SPIRE2,FANCA,ZNF276
PMID:26632684	(2015) Genome-wide Meta-analysis on the Sense of Smell Among US Older Adults.	4	9	2.15	0.0086	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000443168	KANSL1,LRRC37A,MAPT,STH
PMID:23535648	(2013) Identification and molecular characterization of a new ovarian cancer susceptibility locus at 17q21.31.	5	31	1.71	0.0111	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000389913,9606.ENSP00000403323	KANSL1,MAPT,CRHR1,PLEKHM1,ARHGAP27
PMID:21292315	(2011) Imputation of sequence variants for identification of genetic risks for Parkinsons disease: a meta-analysis of genome-wide association studies.	5	31	1.71	0.0111	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000389913,9606.ENSP00000404247	KANSL1,LRRC37A,MAPT,PLEKHM1,ARL17B
PMID:15690355	(2005) Investigations of the genomic region that contains the clf1 mutation, a causal gene in multifactorial cleft lip and palate in mice.	4	10	2.11	0.0111	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000381293,9606.ENSP00000381333	WNT3,MAPT,NSF,CRHR1
PMID:28586827	(2017) Genome-wide Pleiotropy Between Parkinson Disease and Autoimmune Diseases.	4	12	2.03	0.0179	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:27498889	(2016) A Highly Polymorphic Copy Number Variant in the NSF Gene is Associated with Cocaine Dependence.	4	12	2.03	0.0179	9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381293,9606.ENSP00000404247	LRRC37A,MAPT,NSF,ARL17B
PMID:15329828	(2004) A digenic cause of cleft lip in A-strain mice and definition of candidate genes for the two loci.	4	12	2.03	0.0179	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000381293,9606.ENSP00000381333	WNT3,MAPT,NSF,CRHR1
PMID:32063841	(2020) Differences Between Human and Murine Tau at the N-terminal End.	4	15	1.93	0.0341	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	KANSL1,MAPT,CRHR1,STH
PMID:27818178	(2016) Molecular Genetic Contributions to Social Deprivation and Household Income in UK Biobank.	4	16	1.9	0.0412	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000389913	KANSL1,MAPT,CRHR1,PLEKHM1
PMID:27030133	(2016) An evolutionary roadmap to the microtubule-associated protein MAP Tau.	5	45	1.55	0.0474	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	KANSL1,SPPL2C,MAPT,CRHR1,STH
PMID:35268233	(2022) Assessing Genomic Diversity and Selective Pressures in Bohai Black Cattle Using Whole-Genome Sequencing Data.	4	17	1.88	0.0478	9606.ENSP00000338673,9606.ENSP00000367494,9606.ENSP00000373952,9606.ENSP00000451605	CDK10,SPIRE2,FANCA,MC1R
PMID:26758690	(2016) LRRK2 phosphorylates pre-synaptic N-ethylmaleimide sensitive fusion (NSF) protein enhancing its ATPase activity and SNARE complex disassembling rate.	4	17	1.88	0.0478	9606.ENSP00000220616,9606.ENSP00000263354,9606.ENSP00000340820,9606.ENSP00000381293	TG,NAPA,MAPT,NSF
