#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:28738163	(2018) A local duplication of the Melanocortin receptor 1 locus in Astyanax.	5	18	2.12	0.00031	9606.ENSP00000263346,9606.ENSP00000268676,9606.ENSP00000268699,9606.ENSP00000320295,9606.ENSP00000451605	TCF25,DEF8,GAS8,TUBB3,MC1R
PMID:28588437	(2017) Molecular Characterization of Koolen De Vries Syndrome in Two Girls with Idiopathic Intellectual Disability from Central Brazil.	4	4	2.68	0.00032	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,SPPL2C,MAPT,CRHR1
PMID:21685912	(2011) Identification of common variants influencing risk of the tauopathy progressive supranuclear palsy.	5	19	2.1	0.00032	9606.ENSP00000262419,9606.ENSP00000337478,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000404247	KANSL1,ARL17A,MAPT,CRHR1,ARL17B
PMID:15459824	(2004) Linkage disequilibrium and haplotype tagging polymorphisms in the Tau H1 haplotype.	4	4	2.68	0.00032	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	KANSL1,MAPT,CRHR1,STH
PMID:25139666	(2014) Family based genome-wide copy number scan identifies complex rearrangements at 17q21.31 in dyslexics.	4	5	2.58	0.00046	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000337478,9606.ENSP00000404247	KANSL1,LRRC37A,ARL17A,ARL17B
PMID:31413261	(2019) A meta-analysis of genome-wide association studies identifies multiple longevity genes.	5	27	1.95	0.0013	9606.ENSP00000262419,9606.ENSP00000337478,9606.ENSP00000381333,9606.ENSP00000404247,9606.ENSP00000459551	KANSL1,ARL17A,CRHR1,ARL17B,LRRC37A2
PMID:22950410	(2012) Common inversion polymorphism at 17q21.31 affects expression of multiple genes in tissue-specific manner.	4	8	2.38	0.0016	9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000459551	LRRC37A,MAPT,CRHR1,LRRC37A2
PMID:19317893	(2009) Copy number variation in African Americans.	4	8	2.38	0.0016	9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000404247	LRRC37A,MAPT,CRHR1,ARL17B
PMID:19165922	(2008) Evolutionary toggling of the MAPT 17q21.31 inversion region.	4	8	2.38	0.0016	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,LRRC37A,MAPT,CRHR1
PMID:35092859	(2022) Genome-wide detection of selective signals for fecundity traits in goats (Capra hircus).	4	9	2.33	0.0019	9606.ENSP00000263346,9606.ENSP00000367494,9606.ENSP00000373952,9606.ENSP00000415836	TCF25,SPIRE2,FANCA,ZNF276
PMID:26632684	(2015) Genome-wide Meta-analysis on the Sense of Smell Among US Older Adults.	4	9	2.33	0.0019	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000443168	KANSL1,LRRC37A,MAPT,STH
PMID:21292315	(2011) Imputation of sequence variants for identification of genetic risks for Parkinsons disease: a meta-analysis of genome-wide association studies.	5	31	1.89	0.0019	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000337478,9606.ENSP00000340820,9606.ENSP00000404247	KANSL1,LRRC37A,ARL17A,MAPT,ARL17B
PMID:24603599	(2014) An epigenetic signature in peripheral blood associated with the haplotype on 17q21.31, a risk factor for neurodegenerative tauopathy.	4	10	2.28	0.0024	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:15690355	(2005) Investigations of the genomic region that contains the clf1 mutation, a causal gene in multifactorial cleft lip and palate in mice.	4	10	2.28	0.0024	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000381293,9606.ENSP00000381333	WNT3,MAPT,NSF,CRHR1
PMID:30323283	(2018) Gene expression imputation identifies candidate genes and susceptibility loci associated with cutaneous squamous cell carcinoma.	5	35	1.83	0.0026	9606.ENSP00000268676,9606.ENSP00000367494,9606.ENSP00000373952,9606.ENSP00000451605,9606.ENSP00000462996	DEF8,SPIRE2,FANCA,MC1R,SPATA33
PMID:28586827	(2017) Genome-wide Pleiotropy Between Parkinson Disease and Autoimmune Diseases.	4	12	2.2	0.0038	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:15329828	(2004) A digenic cause of cleft lip in A-strain mice and definition of candidate genes for the two loci.	4	12	2.2	0.0038	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000381293,9606.ENSP00000381333	WNT3,MAPT,NSF,CRHR1
PMID:28271184	(2017) Shared genetic risk between corticobasal degeneration, progressive supranuclear palsy, and frontotemporal dementia.	4	13	2.17	0.0046	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000402020	KANSL1,LRRC37A,MAPT,C17orf58
PMID:32063841	(2020) Differences Between Human and Murine Tau at the N-terminal End.	4	15	2.1	0.0071	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	KANSL1,MAPT,CRHR1,STH
PMID:27030133	(2016) An evolutionary roadmap to the microtubule-associated protein MAP Tau.	5	45	1.72	0.0071	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	KANSL1,SPPL2C,MAPT,CRHR1,STH
PMID:31630191	(2020) Functional annotation of melanoma risk loci identifies novel susceptibility genes.	4	18	2.03	0.0127	9606.ENSP00000268676,9606.ENSP00000451605,9606.ENSP00000457625,9606.ENSP00000462996	DEF8,MC1R,DBNDD1,SPATA33
PMID:27358065	(2016) Epigenetic regulation in Parkinsons disease.	5	53	1.65	0.0138	9606.ENSP00000262419,9606.ENSP00000337478,9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000404247	KANSL1,ARL17A,MAPT,CRHR1,ARL17B
PMID:27956742	(2017) 17q21.31 duplication causes prominent tau-related dementia with increased MAPT expression.	3	3	2.68	0.0172	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
PMID:28881586	(2017) Identification of KANSARL as the first cancer predisposition fusion gene specific to the population of European ancestry origin.	3	3	2.68	0.0172	9606.ENSP00000262419,9606.ENSP00000337478,9606.ENSP00000404247	KANSL1,ARL17A,ARL17B
PMID:27584858	(2016) Human adaptation and evolution by segmental duplication.	4	20	1.98	0.0172	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,LRRC37A,MAPT,CRHR1
PMID:27852077	(2016) Koolen-de Vries Syndrome: Clinical Report of an Adult and Literature Review.	3	3	2.68	0.0172	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
PMID:24429156	(2013) Genetic variants associated with idiopathic pulmonary fibrosis susceptibility and mortality: a genome-wide association study.	4	20	1.98	0.0172	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,SPPL2C,MAPT,CRHR1
PMID:23071545	(2012) Evaluation of Parkinson disease risk variants as expression-QTLs.	4	20	1.98	0.0172	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000459551	KANSL1,LRRC37A,MAPT,LRRC37A2
PMID:19447831	(2009) Phenotypic expansion and further characterisation of the 17q21.31 microdeletion syndrome.	3	3	2.68	0.0172	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
PMID:18509094	(2008) Haplotypes and gene expression implicate the MAPT region for Parkinson disease: the GenePD Study.	3	3	2.68	0.0172	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000443168	KANSL1,MAPT,STH
PMID:15115761	(2004) The structure of the tau haplotype in controls and in progressive supranuclear palsy.	3	3	2.68	0.0172	9606.ENSP00000225512,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,MAPT,CRHR1
PMID:9651385	(1998) Complete exon-intron organization of the human gene for the alpha1 chain of type XV collagen (COL15A1) and comparison with the homologous COL18A1 gene.	3	3	2.68	0.0172	9606.ENSP00000260356,9606.ENSP00000347665,9606.ENSP00000364140	THBS1,COL18A1,COL15A1
PMID:29844566	(2018) Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	4	23	1.92	0.0218	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:18424418	(2008) [Analysis on molecular evolution of MC1R gene in dog].	3	4	2.55	0.0225	9606.ENSP00000268699,9606.ENSP00000415836,9606.ENSP00000451605	GAS8,ZNF276,MC1R
PMID:15293277	(2004) Novel haplotypes in 17q21 are associated with progressive supranuclear palsy.	3	4	2.55	0.0225	9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	MAPT,CRHR1,STH
PMID:30980028	(2019) The molecular genetics of hand preference revisited.	4	24	1.9	0.0237	9606.ENSP00000262419,9606.ENSP00000337478,9606.ENSP00000404247,9606.ENSP00000459551	KANSL1,ARL17A,ARL17B,LRRC37A2
PMID:27287230	(2016) Comprehensive promoter level expression quantitative trait loci analysis of the human frontal lobe.	4	25	1.88	0.0269	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,LRRC37A,MAPT,CRHR1
PMID:23544013	(2013) Genome-wide association study in BRCA1 mutation carriers identifies novel loci associated with breast and ovarian cancer risk.	4	26	1.87	0.0303	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
PMID:32967142	(2020) Identifying Risk Genes and Interpreting Pathogenesis for Parkinsons Disease by a Multiomics Analysis.	3	5	2.46	0.0323	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000381333	KANSL1,LRRC37A,CRHR1
PMID:29398119	(2018) Target-enriched sequencing of chromosome 17q21.31 in sporadic tauopathies reveals no candidate variants.	3	5	2.46	0.0323	9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333	SPPL2C,MAPT,CRHR1
PMID:29588463	(2018) Combining targeted panel-based resequencing and copy-number variation analysis for the diagnosis of inherited syndromic retinopathies and associated ciliopathies.	4	27	1.85	0.0323	9606.ENSP00000262419,9606.ENSP00000332488,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,SPPL2C,MAPT,CRHR1
PMID:18628315	(2008) Clinical and molecular delineation of the 17q21.31 microdeletion syndrome.	3	5	2.46	0.0323	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,MAPT,CRHR1
PMID:25998059	(2015) Human inversions and their functional consequences.	4	28	1.83	0.0359	9606.ENSP00000262419,9606.ENSP00000326324,9606.ENSP00000340820,9606.ENSP00000381333	KANSL1,LRRC37A,MAPT,CRHR1
PMID:26677074	(2016) Rare variants in MC1RTUBB3 exon 1 are not associated with Parkinsons disease.	3	6	2.38	0.0440	9606.ENSP00000263346,9606.ENSP00000320295,9606.ENSP00000451605	TCF25,TUBB3,MC1R
PMID:19912324	(2010) Association of the MAPT locus with Parkinsons disease.	3	6	2.38	0.0440	9606.ENSP00000340820,9606.ENSP00000381333,9606.ENSP00000443168	MAPT,CRHR1,STH
PMID:19558713	(2009) Role of the H1 haplotype of microtubule-associated protein tau (MAPT) gene in Greek patients with Parkinsons disease.	3	6	2.38	0.0440	9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000443168	KANSL1,MAPT,STH
PMID:11750130	(2001) The human melanocortin-1 receptor locus: analysis of transcription unit, locus polymorphism and haplotype evolution.	3	6	2.38	0.0440	9606.ENSP00000263346,9606.ENSP00000320295,9606.ENSP00000451605	TCF25,TUBB3,MC1R
PMID:31447886	(2019) Novel Gene-Based Analysis of ASD GWAS: Insight Into the Biological Role of Associated Genes.	4	31	1.79	0.0476	9606.ENSP00000225512,9606.ENSP00000262419,9606.ENSP00000340820,9606.ENSP00000381333	WNT3,KANSL1,MAPT,CRHR1
