ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000123243	ITIH5	10	7601232	7708961	-1	protein_coding	80760	ITIH5	5.63852864594726e-13	NA	1	25.7	2.14423409584e-11	rs41298373	4
ENSG00000139549	DHH	12	49483204	49488602	-1	protein_coding	50846	DHH	0.259714235022627	-0.226342192	7	14.78	4.43451199317e-06	rs10783306	5
ENSG00000139636	LMBR1L	12	49490919	49504683	-1	protein_coding	55716	LMBR1L	2.18323454000279e-06	-0.977588306	25	14.78	1.28710659908e-08	rs10783306	5
ENSG00000123416	TUBA1B	12	49521565	49525180	-1	protein_coding	10376	TUBA1B	0.828418234696983	NA	35	20.8	3.81313958187e-09	rs10783306	5
ENSG00000167552	TUBA1A	12	49578579	49583107	-1	protein_coding	7846	TUBA1A	0.836535571093595	-0.472903371	26	20	4.35505143059e-08	rs10783306	5
ENSG00000167553	TUBA1C	12	49582519	49667114	1	protein_coding	84790	TUBA1C	0.840150770014777	NA	30	20	4.70038195033e-08	rs10783306	5
ENSG00000165617	DACT1	14	59100685	59115039	1	protein_coding	51339	DACT1	0.81659755259209	NA	1	5.503	4.3163701946e-08	rs160459	6
ENSG00000100592	DAAM1	14	59655364	59838123	1	protein_coding	23002	DAAM1	0.999990849460485	1.582359631	13	16.92	1.33426143398e-11	rs74826997	7
ENSG00000260456	C16orf95	16	87117168	87351022	-1	protein_coding	100506581	C16orf95	NA	0.915813928	57	16.49	7.27801152678e-10	rs9933149	9
ENSG00000185324	CDK10	16	89747145	89762772	1	protein_coding	8558	CDK10	2.3367075460824e-10	-0.209287955	1	0.008	0.0028836550191	rs11644804	10
ENSG00000158792	SPATA2L	16	89762751	89768113	-1	protein_coding	124044	SPATA2L	0.0469218644980502	1.088727464	1	0.008	0.0028836550191	rs11644804	10
ENSG00000075399	VPS9D1	16	89773542	89787394	-1	protein_coding	9605	VPS9D1	0.00176648362917067	NA	4	10.63	5.67912647966e-05	rs11644804	10
ENSG00000158805	ZNF276	16	89786808	89807311	1	protein_coding	92822	ZNF276	0.000257274838666869	NA	64	17.72	2.45177511715e-06	rs11644804	10
ENSG00000187741	FANCA	16	89803957	89883065	-1	protein_coding	2175	FANCA	2.08124711168363e-34	NA	186	21.4	4.03528588322e-09	rs11644804;rs1558151;rs111398992	10
ENSG00000204991	SPIRE2	16	89884587	89937727	1	protein_coding	84501	SPIRE2	1.1281776245309e-10	-0.545172322	99	20.6	3.07854262915e-11	rs11644804;rs111398992;rs9939914;rs1558151	10
ENSG00000141002	TCF25	16	89940000	89977792	1	protein_coding	22980	TCF25	0.0517782774404855	NA	126	22	3.07854262915e-11	rs11644804;rs9939914;rs1558151;rs111398992	10
ENSG00000258839	MC1R	16	89978527	89987385	1	protein_coding	4157	MC1R	3.24606043304287e-07	0.608794345	53	22	9.66269056955e-13	rs11644804;rs111398992;rs9939914;rs4785741	10
ENSG00000198211	TUBB3	16	89985573	90002500	1	protein_coding	10381	TUBB3	NA	0.14326531	61	22	9.66269056955e-13	rs11644804;rs111398992;rs9939914;rs4785741	10
ENSG00000258947	TUBB3	16	89987800	90005169	1	protein_coding	10381	TUBB3	0.960789307391211	0.14326531	56	22	9.66269056955e-13	rs11644804;rs9939914;rs111398992;rs4785741	10
ENSG00000140995	DEF8	16	90014333	90034468	1	protein_coding	54849	DEF8	0.389991487866254	1.457518434	18	12.89	1.82614119382e-08	rs11644804;rs4785741;rs111398992	10
ENSG00000186868	MAPT	17	43971748	44105700	1	protein_coding	4137	MAPT	4.68264962282433e-05	2.01024275	8	6.281	8.54841144496e-20	rs9910683;rs17698176	11
ENSG00000256762	STH	17	44076616	44077060	1	protein_coding	246744	STH	0.00444466614164462	0.274193181	3	6.281	1.16034143368e-19	rs9910683	11
ENSG00000120071	KANSL1	17	44107282	44302733	-1	protein_coding	284058	KANSL1	0.999733505943003	0.058945245	41	18.14	2.07938420849e-22	rs9910683;rs17698176	11
ENSG00000228696	ARL17B	17	44352150	44439130	-1	protein_coding	100506084	ARL17B	NA	-0.428243465	1	10.66	7.92227120358e-15	rs9910683;rs17698176	11
ENSG00000176681	LRRC37A	17	44370099	44415160	1	protein_coding	9884	LRRC37A	0.890487355591061	NA	1	10.66	7.92227120358e-15	rs9910683;rs17698176	11
ENSG00000073969	NSF	17	44668035	44834830	1	protein_coding	4905	NSF	0.713682130183303	-0.566246769	5	13.54	1.11310178468e-13	rs17698176;rs9910683	11
ENSG00000108379	WNT3	17	44839872	44910520	-1	protein_coding	7473	WNT3	0.946108101336536	-0.191110949	2	13.54	1.77560684255e-13	rs9910683;rs17698176	11
