                                                                                            p1                                                                                             p2      rg      se        z            p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par23.sumstats.gz  1.1354  0.2659   4.2697   1.9574e-05  0.0248     0.0133  1.0035     0.0060    0.1544       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.7515  0.0680  11.0529   2.1233e-28  0.0818     0.0151  1.0011     0.0061    0.1085       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par25.sumstats.gz  1.0523  0.2704   3.8909   9.9890e-05  0.0244     0.0139  0.9968     0.0060    0.1394       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par26.sumstats.gz  2.5986  5.6087   0.4633   6.4313e-01  0.0034     0.0119  1.0009     0.0060    0.1523       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.5078  0.9375   1.6083   1.0778e-01  0.0094     0.0125  1.0086     0.0060    0.0992       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.7725  0.0784   9.8521   6.7158e-23  0.0715     0.0147  0.9917     0.0061    0.1054       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.8485  0.1205   7.0403   1.9179e-12  0.0422     0.0131  1.0019     0.0068    0.1301       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par30.sumstats.gz  1.0966  0.4184   2.6210   8.7681e-03  0.0153     0.0123  0.9997     0.0059    0.0965       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par31.sumstats.gz  2.3669  6.1475   0.3850   7.0023e-01  0.0026     0.0109  1.0107     0.0056    0.0857       0.0039
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  0.6047  0.0483  12.5300   5.1164e-36  0.0969     0.0150  0.9952     0.0061    0.0810       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par04.sumstats.gz  0.9557  0.0291  32.8723  5.4732e-237  0.1437     0.0156  0.9978     0.0067    0.4868       0.0059
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par05.sumstats.gz  0.9720  0.0266  36.4782  2.4548e-291  0.1673     0.0183  0.9882     0.0065    0.5023       0.0063
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par06.sumstats.gz  0.6963  0.0787   8.8426   9.3481e-19  0.0520     0.0136  1.0018     0.0058    0.0827       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par07.sumstats.gz  0.7428  0.0600  12.3755   3.5472e-35  0.0813     0.0145  0.9950     0.0068    0.1288       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par08.sumstats.gz  0.8944  0.0385  23.2261  2.4807e-119  0.1347     0.0148  1.0005     0.0067    0.3361       0.0054
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par09.sumstats.gz  0.9245  0.0683  13.5430   8.7197e-42  0.0705     0.0137  1.0043     0.0064    0.3293       0.0053
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par10.sumstats.gz  0.9333  0.0369  25.3069  2.6849e-141  0.1288     0.0181  0.9911     0.0068    0.4026       0.0063
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.9639  0.0433  22.2476  1.1900e-109  0.1107     0.0146  0.9985     0.0063    0.3287       0.0053
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par12.sumstats.gz  0.6684  0.0660  10.1315   4.0046e-24  0.0641     0.0138  0.9988     0.0059    0.0821       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par13.sumstats.gz  1.0997  0.4016   2.7381   6.1795e-03  0.0149     0.0123  1.0009     0.0057    0.1041       0.0037
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.7410  0.0657  11.2767   1.7106e-29  0.0757     0.0145  0.9950     0.0067    0.1268       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par15.sumstats.gz  0.9728  0.2127   4.5736   4.7931e-06  0.0257     0.0121  1.0065     0.0060    0.1169       0.0039
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.9046  0.0525  17.2308   1.5597e-66  0.0933     0.0140  1.0047     0.0070    0.3268       0.0052
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.8197  0.0381  21.5023  1.4808e-102  0.1552     0.0151  1.0014     0.0064    0.1787       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.8641  0.0624  13.8456   1.3518e-43  0.0670     0.0132  1.0022     0.0064    0.2876       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par19.sumstats.gz  0.9400  0.1272   7.3897   1.4715e-13  0.0408     0.0135  1.0039     0.0059    0.2298       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.8490  0.0351  24.2090  1.7888e-129  0.1454     0.0172  0.9957     0.0070    0.2655       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.9737  0.0841  11.5716   5.7375e-31  0.0587     0.0153  0.9938     0.0063    0.3199       0.0057
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.8364  0.0343  24.4021  1.6250e-131  0.1553     0.0150  0.9963     0.0064    0.2017       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par23.sumstats.gz  1.3196  0.2895   4.5589   5.1418e-06  0.0248     0.0133  1.0035     0.0060    0.2825       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.6398  0.0565  11.3255   9.8083e-30  0.0818     0.0151  1.0011     0.0061    0.0936       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par25.sumstats.gz  0.8881  0.2321   3.8271   1.2966e-04  0.0244     0.0139  0.9968     0.0060    0.0958       0.0037
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par26.sumstats.gz  2.1573  4.6460   0.4643   6.4241e-01  0.0034     0.0119  1.0009     0.0060    0.0963       0.0036
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.3755  0.8466   1.6249   1.0419e-01  0.0094     0.0125  1.0086     0.0060    0.1099       0.0037
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.7626  0.0722  10.5657   4.2961e-26  0.0715     0.0147  0.9917     0.0061    0.1006       0.0039
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.8840  0.1184   7.4649   8.3353e-14  0.0422     0.0131  1.0019     0.0068    0.1350       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par30.sumstats.gz  1.0776  0.4047   2.6628   7.7500e-03  0.0153     0.0123  0.9997     0.0059    0.1076       0.0035
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par02.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par31.sumstats.gz  2.4485  6.3010   0.3886   6.9759e-01  0.0026     0.0109  1.0107     0.0056    0.1201       0.0037
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par04.sumstats.gz  0.6618  0.0509  13.0124  1.0398e-38  0.1437     0.0156  0.9978     0.0067    0.1174       0.0038
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par05.sumstats.gz  0.5922  0.0509  11.6303  2.8923e-31  0.1673     0.0183  0.9882     0.0065    0.1066       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par06.sumstats.gz  0.9627  0.0612  15.7274  9.8217e-56  0.0520     0.0136  1.0018     0.0058    0.6169       0.0055
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par07.sumstats.gz  0.8290  0.0598  13.8525  1.2291e-43  0.0813     0.0145  0.9950     0.0068    0.4331       0.0056
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par08.sumstats.gz  0.5889  0.0535  11.0176  3.1416e-28  0.1347     0.0148  1.0005     0.0067    0.1098       0.0037
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par09.sumstats.gz  0.6197  0.0739   8.3808  5.2571e-17  0.0705     0.0137  1.0043     0.0064    0.1358       0.0034
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par10.sumstats.gz  0.5845  0.0603   9.6988  3.0519e-22  0.1288     0.0181  0.9911     0.0068    0.1025       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par11.sumstats.gz  0.6489  0.0573  11.3276  9.5761e-30  0.1107     0.0146  0.9985     0.0063    0.1351       0.0038
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par12.sumstats.gz  0.8916  0.0702  12.6929  6.4782e-37  0.0641     0.0138  0.9988     0.0059    0.4314       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par13.sumstats.gz  1.1839  0.3830   3.0914  1.9920e-03  0.0149     0.0123  1.0009     0.0057    0.3635       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par14.sumstats.gz  0.8355  0.0679  12.2978  9.3049e-35  0.0757     0.0145  0.9950     0.0067    0.3746       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par15.sumstats.gz  0.8476  0.1713   4.9472  7.5272e-07  0.0257     0.0121  1.0065     0.0060    0.2729       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par16.sumstats.gz  0.5770  0.0631   9.1476  5.8234e-20  0.0933     0.0140  1.0047     0.0070    0.1101       0.0035
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par17.sumstats.gz  0.5724  0.0551  10.3972  2.5522e-25  0.1552     0.0151  1.0014     0.0064    0.1203       0.0038
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par18.sumstats.gz  0.5704  0.0793   7.1976  6.1261e-13  0.0670     0.0132  1.0022     0.0064    0.1238       0.0035
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par19.sumstats.gz  0.6979  0.0983   7.1004  1.2437e-12  0.0408     0.0135  1.0039     0.0059    0.1385       0.0038
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par20.sumstats.gz  0.5762  0.0576   9.9983  1.5500e-23  0.1454     0.0172  0.9957     0.0070    0.1099       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par21.sumstats.gz  0.6756  0.0887   7.6206  2.5252e-14  0.0587     0.0153  0.9938     0.0063    0.1070       0.0038
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par22.sumstats.gz  0.6466  0.0510  12.6897  6.7480e-37  0.1553     0.0150  0.9963     0.0064    0.1102       0.0036
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par23.sumstats.gz  0.7848  0.1782   4.4026  1.0695e-05  0.0248     0.0133  1.0035     0.0060    0.1426       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par24.sumstats.gz  0.7066  0.0739   9.5550  1.2359e-21  0.0818     0.0151  1.0011     0.0061    0.3100       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par25.sumstats.gz  1.1049  0.2315   4.7718  1.8259e-06  0.0244     0.0139  0.9968     0.0060    0.3705       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par26.sumstats.gz  2.2484  4.6232   0.4863  6.2673e-01  0.0034     0.0119  1.0009     0.0060    0.3119       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par27.sumstats.gz  1.4230  0.8167   1.7424  8.1447e-02  0.0094     0.0125  1.0086     0.0060    0.2511       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par28.sumstats.gz  0.7006  0.0763   9.1824  4.2167e-20  0.0715     0.0147  0.9917     0.0061    0.2868       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par29.sumstats.gz  0.9442  0.1177   8.0193  1.0632e-15  0.0422     0.0131  1.0019     0.0068    0.2968       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par30.sumstats.gz  0.8893  0.2941   3.0236  2.4979e-03  0.0153     0.0123  0.9997     0.0059    0.2348       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par03.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par31.sumstats.gz  1.9204  4.9128   0.3909  6.9588e-01  0.0026     0.0109  1.0107     0.0056    0.2137       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par04.sumstats.gz  ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par05.sumstats.gz  0.8047  0.0438  18.3658   2.4659e-75  0.1673     0.0183  0.9882     0.0065    0.1882       0.0045
