                                                                                            p1                                                     p2      rg      se        z            p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par11.sumstats.gz  0.5697  0.0207  27.5380  6.1656e-167  0.8880     0.0621  0.9915     0.0091    0.0246       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par12.sumstats.gz  0.6122  0.0268  22.8386  1.8951e-115  0.5964     0.0389  0.9993     0.0071    0.0298       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par13.sumstats.gz  0.6341  0.0267  23.7520  1.0486e-124  0.7250     0.0498  0.9927     0.0071    0.0327       0.0054
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par14.sumstats.gz  0.6166  0.0274  22.5430  1.5745e-112  0.7991     0.0619  1.0064     0.0100    0.0257       0.0058
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par15.sumstats.gz  0.5819  0.0218  26.7055  4.0625e-157  1.5137     0.0905  0.9777     0.0130    0.0199       0.0064
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par16.sumstats.gz  0.6521  0.0428  15.2222   2.5186e-52  0.2728     0.0293  1.0067     0.0063    0.0302       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par17.sumstats.gz  0.7847  0.0504  15.5788   1.0139e-54  0.2033     0.0260  1.0107     0.0062    0.0265       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par18.sumstats.gz  0.6488  0.0330  19.6666   4.1688e-86  0.4049     0.0290  0.9946     0.0067    0.0246       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par19.sumstats.gz  0.6943  0.0443  15.6678   2.5122e-55  0.2387     0.0276  1.0037     0.0064    0.0311       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par20.sumstats.gz  0.5883  0.0229  25.6768  2.1252e-145  1.0664     0.0581  0.9946     0.0095    0.0221       0.0057
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par21.sumstats.gz  0.5761  0.0235  24.4754  2.7022e-132  0.8929     0.0515  0.9814     0.0079    0.0251       0.0054
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par22.sumstats.gz  0.5676  0.0236  24.0293  1.3757e-127  0.7164     0.0539  0.9873     0.0083    0.0247       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par23.sumstats.gz  0.5894  0.0241  24.4448  5.7216e-132  0.5628     0.0525  1.0067     0.0087    0.0267       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par24.sumstats.gz  0.6529  0.0321  20.3190   8.7269e-92  0.4115     0.0312  1.0017     0.0069    0.0310       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par25.sumstats.gz  0.6013  0.0301  19.9725   9.5570e-89  0.4334     0.0324  0.9994     0.0065    0.0330       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par26.sumstats.gz  0.6093  0.0288  21.1915   1.1447e-99  0.5469     0.0469  1.0049     0.0085    0.0323       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par27.sumstats.gz  0.6746  0.0316  21.3723  2.4196e-101  0.5372     0.0393  0.9972     0.0072    0.0318       0.0054
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par28.sumstats.gz  0.6315  0.0286  22.1033  2.9371e-108  0.6441     0.0541  1.0052     0.0090    0.0262       0.0056
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par29.sumstats.gz  0.6492  0.0290  22.4027  3.7067e-111  0.5098     0.0400  1.0124     0.0068    0.0264       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par30.sumstats.gz  0.5933  0.0244  24.2875  2.6580e-130  0.9073     0.0544  0.9946     0.0090    0.0229       0.0054
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par31.sumstats.gz  0.5909  0.0243  24.3105  1.5189e-130  1.1826     0.0759  0.9917     0.0111    0.0217       0.0063
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par32.sumstats.gz  0.6372  0.0444  14.3442   1.1579e-46  0.2457     0.0261  1.0077     0.0060    0.0317       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par33.sumstats.gz  0.7883  0.0700  11.2578   2.1201e-29  0.1531     0.0262  0.9998     0.0061    0.0286       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par34.sumstats.gz  0.7220  0.0512  14.1051   3.5320e-45  0.2107     0.0265  1.0094     0.0063    0.0279       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par35.sumstats.gz  0.9224  0.0919  10.0364   1.0541e-23  0.1145     0.0228  1.0078     0.0059    0.0267       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par36.sumstats.gz  0.7674  0.0504  15.2399   1.9204e-52  0.2302     0.0259  0.9981     0.0062    0.0247       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par37.sumstats.gz  0.5989  0.0319  18.7708   1.3092e-78  0.3972     0.0281  0.9984     0.0068    0.0284       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par38.sumstats.gz  0.7585  0.0627  12.0979   1.0834e-33  0.1801     0.0264  1.0068     0.0063    0.0304       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par39.sumstats.gz  0.7408  0.0604  12.2689   1.3297e-34  0.1715     0.0240  0.9945     0.0059    0.0313       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par40.sumstats.gz  0.5993  0.0257  23.2807  6.9537e-120  0.7882     0.0496  1.0006     0.0079    0.0171       0.0054
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par41.sumstats.gz  0.5838  0.0254  22.9534  1.3637e-116  0.7736     0.0436  1.0106     0.0086    0.0292       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par42.sumstats.gz  0.5414  0.0238  22.7628  1.0713e-114  0.8219     0.0511  0.9914     0.0085    0.0231       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par43.sumstats.gz  0.6233  0.0286  21.7989  2.3754e-105  0.5155     0.0371  0.9942     0.0070    0.0305       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par44.sumstats.gz  0.6650  0.0375  17.7393   2.0855e-70  0.3082     0.0324  0.9999     0.0069    0.0285       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par45.sumstats.gz  0.5651  0.0204  27.6699  1.6080e-168  0.8263     0.0623  0.9903     0.0094    0.0211       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par46.sumstats.gz  0.6549  0.0391  16.7706   4.0043e-63  0.2899     0.0375  1.0055     0.0075    0.0287       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par47.sumstats.gz  0.6245  0.0259  24.0719  4.9260e-128  0.5251     0.0489  1.0015     0.0082    0.0240       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par48.sumstats.gz  0.5948  0.0320  18.5634   6.3587e-77  0.3903     0.0304  0.9962     0.0069    0.0339       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par49.sumstats.gz  0.8067  0.0809   9.9667   2.1327e-23  0.1287     0.0235  1.0026     0.0064    0.0365       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par50.sumstats.gz  0.6134  0.0300  20.4685   4.1136e-93  0.4239     0.0328  1.0030     0.0068    0.0313       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par51.sumstats.gz  0.7006  0.0635  11.0370   2.5340e-28  0.1765     0.0265  1.0022     0.0058    0.0366       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par52.sumstats.gz  0.6500  0.0358  18.1759   8.0176e-74  0.3834     0.0358  1.0021     0.0080    0.0318       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par53.sumstats.gz  0.6062  0.0262  23.1512  1.4136e-118  0.5067     0.0410  0.9963     0.0084    0.0270       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par54.sumstats.gz  0.6778  0.0356  19.0328   9.1250e-81  0.3958     0.0317  1.0023     0.0067    0.0329       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par55.sumstats.gz  0.7157  0.0365  19.6009   1.5199e-85  0.3460     0.0310  1.0076     0.0067    0.0332       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par56.sumstats.gz  0.6345  0.0312  20.3629   3.5715e-92  0.4731     0.0378  1.0084     0.0072    0.0289       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par57.sumstats.gz  0.6603  0.0334  19.7721   5.1817e-87  0.4374     0.0460  1.0014     0.0082    0.0245       0.0055
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par58.sumstats.gz  0.6818  0.0331  20.5891   3.4356e-94  0.4219     0.0374  1.0117     0.0070    0.0240       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par59.sumstats.gz  0.7242  0.0430  16.8468   1.1074e-63  0.2755     0.0299  1.0123     0.0067    0.0285       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par60.sumstats.gz  0.5425  0.0244  22.2287  1.8132e-109  0.9641     0.0557  1.0045     0.0088    0.0240       0.0050
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par61.sumstats.gz  0.6399  0.0313  20.4266   9.7060e-93  0.4407     0.0333  1.0036     0.0069    0.0280       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par62.sumstats.gz  0.5780  0.0235  24.5682  2.7633e-133  1.0496     0.0656  1.0004     0.0106    0.0238       0.0060
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par63.sumstats.gz  0.6216  0.0310  20.0427   2.3371e-89  0.5973     0.0472  1.0044     0.0077    0.0246       0.0054
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par64.sumstats.gz  0.8649  0.0958   9.0258   1.7834e-19  0.1133     0.0244  1.0116     0.0065    0.0299       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par65.sumstats.gz  0.7294  0.0644  11.3239   9.9926e-30  0.1490     0.0224  1.0121     0.0065    0.0318       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par66.sumstats.gz  0.7776  0.0880   8.8357   9.9507e-19  0.1185     0.0231  0.9977     0.0053    0.0322       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par67.sumstats.gz  0.9073  0.1168   7.7676   8.0016e-15  0.0916     0.0232  1.0063     0.0057    0.0291       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par68.sumstats.gz  0.8323  0.0799  10.4167   2.0808e-25  0.1410     0.0245  1.0133     0.0059    0.0285       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par69.sumstats.gz  0.8175  0.0661  12.3617   4.2119e-35  0.1778     0.0267  0.9923     0.0062    0.0249       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par70.sumstats.gz  0.7590  0.0545  13.9360   3.8263e-44  0.1720     0.0255  1.0136     0.0061    0.0330       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par71.sumstats.gz  0.6556  0.0400  16.3850   2.4492e-60  0.3084     0.0271  0.9997     0.0064    0.0267       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par72.sumstats.gz  0.8561  0.1040   8.2293   1.8838e-16  0.1155     0.0261  1.0001     0.0067    0.0294       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par73.sumstats.gz  0.7469  0.0681  10.9681   5.4386e-28  0.1605     0.0259  1.0072     0.0060    0.0329       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par74.sumstats.gz  0.8920  0.0946   9.4248   4.3078e-21  0.1109     0.0244  0.9964     0.0059    0.0290       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par75.sumstats.gz  0.8941  0.1088   8.2159   2.1052e-16  0.1044     0.0252  1.0028     0.0062    0.0312       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par76.sumstats.gz  0.6073  0.0273  22.2235  2.0345e-109  0.5791     0.0381  0.9993     0.0077    0.0206       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par77.sumstats.gz  0.6295  0.0325  19.3384   2.5547e-83  0.4430     0.0371  1.0065     0.0069    0.0209       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par78.sumstats.gz  0.6700  0.0337  19.9115   3.2333e-88  0.3749     0.0301  1.0142     0.0063    0.0315       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par79.sumstats.gz  0.5792  0.0258  22.4272  2.1378e-111  0.7330     0.0425  1.0045     0.0079    0.0242       0.0051
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par80.sumstats.gz  0.6045  0.0324  18.6506   1.2483e-77  0.4178     0.0364  1.0134     0.0074    0.0235       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par81.sumstats.gz  0.5539  0.0246  22.5317  2.0279e-112  0.6762     0.0429  0.9972     0.0075    0.0245       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par82.sumstats.gz  0.6874  0.0379  18.1362   1.6501e-73  0.3134     0.0282  1.0050     0.0059    0.0283       0.0048
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par83.sumstats.gz  0.6486  0.0323  20.1089   6.1694e-90  0.4086     0.0323  0.9917     0.0064    0.0314       0.0047
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par84.sumstats.gz  0.7316  0.0553  13.2416   5.0447e-40  0.1862     0.0265  0.9968     0.0062    0.0306       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par85.sumstats.gz  0.6804  0.0448  15.1861   4.3741e-52  0.2445     0.0332  1.0066     0.0072    0.0302       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par86.sumstats.gz  0.5704  0.0243  23.4691  8.4402e-122  0.7851     0.0622  0.9949     0.0097    0.0175       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par87.sumstats.gz  0.6228  0.0331  18.8380   3.6855e-79  0.3671     0.0319  1.0006     0.0063    0.0286       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par88.sumstats.gz  0.8190  0.0731  11.1984   4.1530e-29  0.1520     0.0266  1.0056     0.0066    0.0278       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par89.sumstats.gz  0.7210  0.0487  14.8018   1.4267e-49  0.2136     0.0313  1.0100     0.0069    0.0265       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par90.sumstats.gz  0.6267  0.0303  20.6857   4.6598e-95  0.4448     0.0423  1.0062     0.0076    0.0248       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par91.sumstats.gz  0.6290  0.0309  20.3393   5.7723e-92  0.3818     0.0403  1.0031     0.0075    0.0278       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par92.sumstats.gz  0.6861  0.0471  14.5525   5.6330e-48  0.2272     0.0269  0.9955     0.0067    0.0333       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par93.sumstats.gz  0.6421  0.0379  16.9235   3.0207e-64  0.3143     0.0274  1.0070     0.0062    0.0298       0.0045
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par94.sumstats.gz  0.7318  0.0756   9.6803   3.6565e-22  0.1226     0.0234  0.9900     0.0059    0.0384       0.0040
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par95.sumstats.gz  1.4225  0.4436   3.2070   1.3415e-03  0.0371     0.0235  1.0039     0.0064    0.0331       0.0041
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par96.sumstats.gz  0.6742  0.0426  15.8103   2.6410e-56  0.2534     0.0283  1.0039     0.0069    0.0318       0.0046
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par97.sumstats.gz  0.6524  0.0359  18.1636   1.0028e-73  0.3433     0.0301  1.0008     0.0071    0.0289       0.0044
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par98.sumstats.gz  0.7070  0.0553  12.7840   2.0140e-37  0.1932     0.0257  0.9955     0.0056    0.0308       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz   ../results/brain_shape/ldsc/munged/par99.sumstats.gz  0.8603  0.1243   6.9224   4.4417e-12  0.0839     0.0214  1.0059     0.0059    0.0345       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par100.sumstats.gz  0.6823  0.0434  15.7055   1.3874e-55  0.3159     0.0349  1.0124     0.0078    0.0296       0.0049
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par101.sumstats.gz  0.7143  0.0504  14.1764   1.2823e-45  0.2127     0.0254  0.9927     0.0062    0.0317       0.0042
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par102.sumstats.gz  0.5989  0.0308  19.4723   1.8863e-84  0.3870     0.0346  1.0020     0.0075    0.0282       0.0043
 ../results/asymmetry/ldsc/joinedDatasets/mean_imputed/not_subsampled/munged/par01.sumstats.gz  ../results/brain_shape/ldsc/munged/par103.sumstats.gz  0.6643  0.0332  20.0000   5.5073e-89  0.3667     0.0327  1.0123     0.0074    0.0293       0.0046
