GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000235098	1	1353800	1357149	8	2	19644	0.6022	0.27352	ANKRD65
ENSG00000205116	1	1361508	1363167	6	2	19644	-0.46148	0.67777	TMEM88B
ENSG00000179403	1	1370241	1378262	6	2	19644	-0.16666	0.56618	VWA1
ENSG00000215915	1	1385069	1405538	18	3	19644	-0.34602	0.63534	ATAD3C
ENSG00000160072	1	1407143	1433228	30	3	19644	-1.1442	0.87373	ATAD3B
ENSG00000197785	1	1447531	1470067	62	6	19644	1.1077	0.13401	ATAD3A
ENSG00000205090	1	1470554	1475833	7	2	19644	0.7465	0.22768	TMEM240
ENSG00000160075	1	1477053	1510249	89	8	19644	0.53798	0.2953	SSU72
ENSG00000215014	1	1510355	1511373	5	1	19644	0.42674	0.33479	AL645728.1
ENSG00000228594	1	1533392	1535476	2	1	19644	-1.4605	0.92792	C1orf233
ENSG00000197530	1	1550795	1565990	20	4	19644	-0.42073	0.66303	MIB2
ENSG00000248333	1	1570603	1590473	21	3	19644	-1.146	0.87409	CDK11B
ENSG00000189339	1	1592939	1624167	30	6	19644	0.42745	0.33453	SLC35E2B
ENSG00000008128	1	1634169	1655766	36	2	19644	0.54869	0.29161	CDK11A
ENSG00000215790	1	1656277	1677431	8	2	19644	-0.12605	0.55015	SLC35E2
ENSG00000008130	1	1682671	1711896	65	7	19644	-1.7129	0.95664	NADK
ENSG00000078369	1	1716729	1822495	141	14	19644	-1.1053	0.86548	GNB1
ENSG00000169885	1	1846266	1848735	11	3	19644	-0.51549	0.69689	CALML6
ENSG00000178821	1	1849029	1850712	5	2	19644	-0.083143	0.53313	TMEM52
ENSG00000142609	1	1853396	1935276	271	20	19644	-0.061438	0.52449	C1orf222
ENSG00000187730	1	1950780	1962192	14	2	19644	-0.70764	0.76042	GABRD
ENSG00000067606	1	1981909	2116834	387	32	19644	0.75122	0.22626	PRKCZ
ENSG00000162585	1	2115903	2144159	48	9	19644	0.18737	0.42568	C1orf86
ENSG00000269554	1	2121237	2123179	4	2	19644	0.88608	0.18779	AL590822.2
ENSG00000203301	1	2143360	2145620	3	2	19644	0.30361	0.38071	AL590822.1
ENSG00000157933	1	2160134	2241558	201	32	19644	1.3864	0.082817	SKI
ENSG00000116151	1	2252692	2323146	285	40	19644	0.47463	0.31753	MORN1
ENSG00000157916	1	2323267	2336883	34	9	19644	-0.85513	0.80376	RER1
ENSG00000157911	1	2336236	2345236	23	7	19644	0.82987	0.20331	PEX10
ENSG00000149527	1	2357419	2436969	217	34	19644	1.3439	0.089491	PLCH2
ENSG00000157881	1	2439972	2458039	39	5	19644	0.60943	0.27112	PANK4
ENSG00000197921	1	2460184	2461684	3	2	19644	1.5176	0.064556	HES5
ENSG00000157873	1	2487078	2496821	23	4	19644	-0.1537	0.56108	TNFRSF14
ENSG00000157870	1	2517930	2522908	11	4	19644	-0.23827	0.59416	FAM213B
ENSG00000142606	1	2522078	2564481	161	9	19644	0.15536	0.43827	MMEL1
ENSG00000215912	1	2567415	2718286	303	22	19644	-0.52625	0.70064	TTC34
ENSG00000169717	1	2938046	2939465	3	1	19644	-0.8598	0.80505	ACTRT2
ENSG00000142611	1	2985732	3355185	1157	154	19644	1.1743	0.12014	PRDM16
ENSG00000130762	1	3370990	3397677	85	9	19644	0.65003	0.25784	ARHGEF16
ENSG00000162591	1	3406484	3528059	400	66	19644	0.98171	0.16312	MEGF6
ENSG00000158109	1	3541566	3546691	12	4	19644	1.668	0.047661	TPRG1L
ENSG00000116213	1	3547331	3569325	47	11	19644	1.1678	0.12145	WRAP73
ENSG00000078900	1	3569084	3652765	261	43	19644	0.14624	0.44186	TP73
ENSG00000162592	1	3668962	3688209	56	10	19644	-0.0053321	0.50213	CCDC27
ENSG00000235169	1	3689352	3692546	11	5	19644	-0.71069	0.76136	SMIM1
ENSG00000130764	1	3696784	3713068	74	13	19644	-0.208	0.58238	LRRC47
ENSG00000116198	1	3728645	3773778	300	20	19644	-1.339	0.90971	CEP104
ENSG00000169598	1	3773845	3801993	138	16	19644	-0.18019	0.5715	DFFB
ENSG00000198912	1	3805689	3816857	43	7	19644	0.37016	0.35563	C1orf174
ENSG00000196581	1	4714792	4852594	665	90	19644	-1.2107	0.88699	AJAP1
ENSG00000131697	1	5922871	6052533	404	26	19644	0.70572	0.24018	NPHP4
ENSG00000069424	1	6051526	6161253	284	48	19644	0.74012	0.22961	KCNAB2
ENSG00000268332	1	6100630	6101399	4	2	19644	0.056156	0.47761	AL035406.1
ENSG00000116254	1	6161853	6240183	271	33	19644	1.3182	0.093721	CHD5
ENSG00000116251	1	6241329	6269449	64	11	19644	0.40215	0.34379	RPL22
ENSG00000158286	1	6265535	6281359	37	4	19644	1.3948	0.081538	RNF207
ENSG00000116237	1	6281253	6296032	28	4	19644	0.47426	0.31766	ICMT
ENSG00000173673	1	6304252	6305638	5	2	19644	-0.31961	0.62537	HES3
ENSG00000158292	1	6307406	6321035	32	2	19644	1.5218	0.064027	GPR153
ENSG00000097021	1	6324329	6454451	395	28	19644	0.57708	0.28194	ACOT7
ENSG00000069812	1	6472478	6484730	37	6	19644	0.59191	0.27695	HES2
ENSG00000187017	1	6484848	6521430	105	10	19644	0.12381	0.45073	ESPN
ENSG00000215788	1	6521211	6526255	10	3	19644	-0.9707	0.83415	TNFRSF25
ENSG00000171680	1	6526152	6580121	125	19	19644	-0.11178	0.5445	PLEKHG5
ENSG00000162408	1	6581407	6614595	110	2	19644	0.45713	0.32379	NOL9
ENSG00000173662	1	6615241	6639817	38	5	19644	0.26586	0.39517	TAS1R1
ENSG00000204859	1	6640061	6649340	10	3	19644	0.65385	0.2566	ZBTB48
ENSG00000162413	1	6650784	6674667	45	10	19644	-0.11043	0.54397	KLHL21
ENSG00000116273	1	6673745	6684093	20	4	19644	0.52996	0.29807	PHF13
ENSG00000041988	1	6684926	6695646	31	6	19644	0.077597	0.46907	THAP3
ENSG00000007923	1	6694228	6761984	143	15	19644	0.62129	0.2672	DNAJC11
ENSG00000171735	1	6845384	7829766	2564	226	19644	-1.589	0.94396	CAMTA1
ENSG00000049245	1	7831329	7841492	35	9	19644	-1.4476	0.92613	VAMP3
ENSG00000049246	1	7844380	7905237	227	26	19644	-1.4907	0.93198	PER3
ENSG00000049247	1	7903143	7913572	39	11	19644	-1.1075	0.86597	UTS2
ENSG00000049249	1	7979907	8000926	42	6	19644	0.38186	0.35128	TNFRSF9
ENSG00000116288	1	8014351	8045565	61	8	19644	0.84697	0.19851	PARK7
ENSG00000116285	1	8064464	8086368	31	6	19644	0.58472	0.27937	ERRFI1
ENSG00000162426	1	8377886	8404227	86	13	19644	1.3709	0.085211	SLC45A1
ENSG00000142599	1	8412457	8877702	700	29	19644	1.4926	0.067774	RERE
ENSG00000074800	1	8921061	8939308	25	4	19644	2.7814	0.0027063	ENO1
ENSG00000131686	1	9005926	9035151	111	22	19644	0.72848	0.23316	CA6
ENSG00000197241	1	9063359	9086404	54	14	19644	-0.42154	0.66332	SLC2A7
ENSG00000142583	1	9095166	9148537	173	20	19644	-0.41711	0.6617	SLC2A5
ENSG00000180758	1	9160364	9189229	74	9	19644	-1.2536	0.89501	GPR157
ENSG00000049239	1	9294834	9331396	88	15	19644	1.0486	0.14718	H6PD
ENSG00000171621	1	9352939	9429591	310	51	19644	-0.35616	0.63914	SPSB1
ENSG00000171612	1	9599541	9645237	50	6	19644	-0.99436	0.83998	SLC25A33
ENSG00000188807	1	9648932	9674935	35	5	19644	-0.68827	0.75436	TMEM201
ENSG00000171608	1	9711790	9789172	123	23	19644	-0.71769	0.76353	PIK3CD
ENSG00000179840	1	9712668	9714644	4	1	19644	0.34246	0.366	C1orf200
ENSG00000171603	1	9789084	9884584	122	12	19644	-0.63751	0.7381	CLSTN1
ENSG00000178585	1	9908334	9970394	62	10	19644	-1.5352	0.93763	CTNNBIP1
ENSG00000162441	1	9982173	10003465	47	8	19644	-1.2038	0.88566	LZIC
ENSG00000173614	1	10003486	10045559	80	11	19644	-1.3151	0.90576	NMNAT1
ENSG00000162444	1	10057264	10076078	38	4	19644	-0.66874	0.74817	RBP7
ENSG00000130939	1	10092890	10241297	306	20	19644	-0.26904	0.60605	UBE4B
ENSG00000054523	1	10270863	10441661	540	18	19644	0.68527	0.24659	KIF1B
ENSG00000142657	1	10458649	10480201	44	7	19644	1.0026	0.15804	PGD
ENSG00000251503	1	10490159	10512210	56	7	19644	0.39851	0.34513	APITD1-CORT
ENSG00000175279	1	10490159	10512210	56	7	19644	0.39851	0.34513	APITD1
ENSG00000241563	1	10509776	10511959	4	2	19644	0.50946	0.30522	CORT
ENSG00000160049	1	10516579	10532583	14	3	19644	0.3773	0.35298	DFFA
ENSG00000142655	1	10532345	10690815	359	29	19644	0.26463	0.39565	PEX14
ENSG00000130940	1	10696661	10856707	376	69	19644	-0.055568	0.52216	CASZ1
ENSG00000175262	1	11006528	11042094	114	14	19644	-0.81135	0.79142	C1orf127
ENSG00000120948	1	11072414	11085796	23	3	19644	-1.0651	0.85659	TARDBP
ENSG00000009724	1	11086580	11107290	56	7	19644	-0.50077	0.69173	MASP2
ENSG00000116649	1	11114641	11120081	8	3	19644	0.14809	0.44114	SRM
ENSG00000171824	1	11126675	11159938	97	5	19644	0.25178	0.40061	EXOSC10
ENSG00000198793	1	11166592	11322564	329	12	19644	0.1288	0.44876	MTOR
ENSG00000171819	1	11249398	11256038	15	2	19644	0.46789	0.31993	ANGPTL7
ENSG00000120942	1	11333263	11356106	33	5	19644	-1.2422	0.89291	UBIAD1
ENSG00000204624	1	11539223	11597641	143	14	19644	0.18218	0.42772	PTCHD2
ENSG00000116661	1	11708424	11715842	10	4	19644	-0.71026	0.76123	FBXO2
ENSG00000132879	1	11714432	11723384	21	6	19644	-1.0043	0.84239	FBXO44
ENSG00000116663	1	11724181	11734411	36	9	19644	1.1868	0.11765	FBXO6
ENSG00000116670	1	11734537	11751707	55	10	19644	0.9956	0.15972	MAD2L2
ENSG00000162490	1	11751786	11785914	69	14	19644	-0.73487	0.76879	DRAXIN
ENSG00000177674	1	11796141	11814859	49	7	19644	-1.0207	0.8463	AGTRAP
ENSG00000215910	1	11821844	11849642	149	10	19644	0.38941	0.34849	C1orf167
ENSG00000177000	1	11845780	11866977	84	11	19644	0.75018	0.22657	MTHFR
ENSG00000011021	1	11866207	11903201	189	13	19644	0.94856	0.17142	CLCN6
ENSG00000175206	1	11905766	11908402	17	4	19644	1.7277	0.042021	NPPA
ENSG00000116685	1	11979648	11986485	20	6	19644	0.061966	0.47529	KIAA2013
ENSG00000083444	1	11994262	12035595	108	10	19644	-0.29498	0.61599	PLOD1
ENSG00000116688	1	12040238	12073571	80	7	19644	-0.67318	0.74958	MFN2
ENSG00000116691	1	12079523	12092102	20	4	19644	-0.68168	0.75228	MIIP
ENSG00000120949	1	12123434	12204264	159	26	19644	1.9157	0.027703	TNFRSF8
ENSG00000028137	1	12227060	12269285	108	11	19644	0.43339	0.33237	TNFRSF1B
ENSG00000048707	1	12290124	12572099	490	28	19644	1.6717	0.047294	VPS13D
ENSG00000162496	1	12627939	12677737	163	28	19644	0.010954	0.49563	DHRS3
ENSG00000204518	1	12704566	12727097	49	4	19644	-1.2629	0.89668	AADACL4
ENSG00000188984	1	12776118	12788726	40	5	19644	-0.83741	0.79882	AADACL3
ENSG00000157330	1	12806163	12823847	48	7	19644	0.13099	0.44789	C1orf158
ENSG00000116726	1	12834984	12838049	7	2	19644	0.82115	0.20578	PRAMEF12
ENSG00000116721	1	12851546	12856777	8	1	19644	1.5507	0.060483	PRAMEF1
ENSG00000179172	1	12907261	12908578	6	2	19644	1.1566	0.12371	HNRNPCL1
ENSG00000120952	1	12916941	12921764	26	5	19644	1.6077	0.053954	PRAMEF2
ENSG00000232423	1	12998181	13117751	2	1	19644	1.6656	0.047901	PRAMEF6
ENSG00000204501	1	13421176	13428191	1	1	19644	1.7005	0.044515	PRAMEF9
ENSG00000204491	1	13474689	13477522	4	1	19644	1.8118	0.035006	PRAMEF18
ENSG00000204488	1	13495254	13498260	1	1	19644	-1.3151	0.90576	PRAMEF16
ENSG00000162494	1	13801445	13840543	136	28	19644	-0.51808	0.6978	LRRC38
ENSG00000162493	1	13909960	13944452	91	21	19644	-0.17403	0.56908	PDPN
ENSG00000116731	1	14026693	14151574	364	32	19644	-0.21904	0.58669	PRDM2
ENSG00000189337	1	14925200	15444539	1735	210	19644	0.44828	0.32698	KAZN
ENSG00000171729	1	15479028	15546976	344	31	19644	1.1709	0.12081	TMEM51
ENSG00000204464	1	15490840	15497813	23	5	19644	1.0696	0.14241	C1orf195
ENSG00000142621	1	15573768	15726779	436	47	19644	0.36075	0.35914	FHAD1
ENSG00000142634	1	15736391	15756839	55	15	19644	-0.60395	0.72706	EFHD2
ENSG00000162438	1	15764935	15775737	20	6	19644	0.23814	0.40588	CTRC
ENSG00000142615	1	15783223	15798586	59	8	19644	-0.02764	0.51103	CELA2A
ENSG00000215704	1	15792404	15817895	79	11	19644	0.2815	0.38916	CELA2B
ENSG00000132906	1	15817327	15853029	134	8	19644	0.75674	0.2246	CASP9
ENSG00000116138	1	15853308	15918874	215	13	19644	1.0488	0.14714	DNAJC16
ENSG00000116771	1	15898848	15911605	57	6	19644	1.1642	0.12218	AGMAT
ENSG00000197312	1	15943995	15995539	114	6	19644	1.1617	0.12267	DDI2
ENSG00000215695	1	15986364	15988217	3	2	19644	0.96371	0.1676	RSC1A1
ENSG00000116786	1	16010827	16061264	148	12	19644	1.1348	0.12822	PLEKHM2
ENSG00000162461	1	16062900	16067891	4	1	19644	1.3835	0.083258	SLC25A34
ENSG00000162460	1	16068917	16074477	15	4	19644	1.0814	0.13975	TMEM82
ENSG00000162458	1	16083102	16113089	64	10	19644	0.89494	0.18541	FBLIM1
ENSG00000065526	1	16174359	16266955	144	17	19644	1.6024	0.054536	SPEN
ENSG00000116809	1	16268364	16302627	52	11	19644	2.0084	0.0223	ZBTB17
ENSG00000183888	1	16330731	16335302	15	5	19644	0.67618	0.24946	C1orf64
ENSG00000173641	1	16340523	16346089	45	5	19644	0.715	0.2373	HSPB7
ENSG00000186510	1	16345370	16360545	88	11	19644	0.53933	0.29483	CLCNKA
ENSG00000184908	1	16370272	16383803	125	12	19644	1.8873	0.029563	CLCNKB
ENSG00000185519	1	16384264	16400127	67	8	19644	1.2256	0.11018	FAM131C
ENSG00000142627	1	16450832	16482582	52	11	19644	1.4989	0.066953	EPHA2
ENSG00000142632	1	16524349	16539104	51	5	19644	0.10302	0.45897	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	19644	-0.77135	0.77975	C1orf134
ENSG00000132881	1	16558195	16563657	13	5	19644	-0.58127	0.71947	RSG1
ENSG00000037637	1	16573334	16678949	222	13	19644	-0.050649	0.5202	FBXO42
ENSG00000055070	1	16679070	16724640	98	11	19644	0.01571	0.49373	SZRD1
ENSG00000187144	1	16713612	16763919	127	19	19644	1.2096	0.11321	SPATA21
ENSG00000157191	1	16767167	16786573	38	8	19644	1.1352	0.12815	NECAP2
ENSG00000268674	1	16865561	16866070	1	1	19644	-1.014	0.84471	FAM231B
ENSG00000058453	1	17066768	17299474	162	10	19644	0.961	0.16828	CROCC
ENSG00000117122	1	17300997	17307330	17	4	19644	1.199	0.11527	MFAP2
ENSG00000159363	1	17312453	17338423	55	11	19644	0.8426	0.19973	ATP13A2
ENSG00000117118	1	17345217	17380665	116	11	19644	2.5463	0.0054441	SDHB
ENSG00000117115	1	17393256	17445948	251	15	19644	3.1655	0.00077399	PADI2
ENSG00000142623	1	17531621	17572500	132	31	19644	0.12214	0.45139	PADI1
ENSG00000142619	1	17575593	17610728	163	23	19644	0.13597	0.44592	PADI3
ENSG00000159339	1	17634690	17690499	290	24	19644	0.8086	0.20937	PADI4
ENSG00000269468	1	17655507	17676070	148	12	19644	0.75981	0.22368	AC004824.2
ENSG00000179051	1	17733256	17766220	70	10	19644	-0.15799	0.56277	RCC2
ENSG00000074964	1	17866330	18024369	350	36	19644	-0.024098	0.50961	ARHGEF10L
ENSG00000117148	1	18081808	18153558	164	18	19644	-0.044807	0.51787	ACTL8
ENSG00000117154	1	18434240	18704977	907	125	19644	-0.92531	0.8226	IGSF21
ENSG00000179023	1	18807424	18812478	25	5	19644	0.21577	0.41458	KLHDC7A
ENSG00000009709	1	18957500	19075360	321	57	19644	2.2089	0.01359	PAX7
ENSG00000179002	1	19166093	19186176	80	13	19644	-1.2263	0.88995	TAS1R2
ENSG00000255275	1	19175767	19247615	276	36	19644	-1.6161	0.94696	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	122	17	19644	-0.90939	0.81843	ALDH4A1
ENSG00000169991	1	19230775	19283180	145	24	19644	-0.80221	0.78878	IFFO2
ENSG00000127481	1	19401000	19536770	263	22	19644	0.23052	0.40884	UBR4
ENSG00000127463	1	19542158	19578046	105	12	19644	0.83112	0.20295	EMC1
ENSG00000053372	1	19578033	19586622	53	8	19644	0.20198	0.41997	MRTO4
ENSG00000162482	1	19609052	19615744	28	5	19644	0.25289	0.40018	AKR7A3
ENSG00000053371	1	19630459	19638640	20	7	19644	0.63744	0.26192	AKR7A2
ENSG00000040487	1	19638820	19655794	81	11	19644	2.4894	0.0063977	PQLC2
ENSG00000077549	1	19665267	19812066	505	27	19644	0.83216	0.20266	CAPZB
ENSG00000270136	1	19923473	19984549	167	27	19644	1.3065	0.095695	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	73	12	19644	0.82522	0.20462	MINOS1
ENSG00000158747	1	19967048	19984945	57	17	19644	1.1715	0.1207	NBL1
ENSG00000158748	1	19991780	20006055	40	7	19644	-1.2106	0.88697	HTR6
ENSG00000162542	1	20008706	20126438	364	49	19644	0.082529	0.46711	TMCO4
ENSG00000178828	1	20140523	20141771	5	3	19644	-0.59637	0.72454	RNF186
ENSG00000169914	1	20209006	20239438	77	14	19644	0.68194	0.24764	OTUD3
ENSG00000188784	1	20246502	20250110	17	5	19644	-0.19927	0.57897	PLA2G2E
ENSG00000188257	1	20301925	20306932	12	5	19644	0.46558	0.32076	PLA2G2A
ENSG00000127472	1	20354672	20417683	201	22	19644	-0.66803	0.74794	PLA2G5
ENSG00000117215	1	20438432	20446050	18	8	19644	-0.1321	0.55255	PLA2G2D
ENSG00000158786	1	20465819	20476879	11	5	19644	0.089591	0.46431	PLA2G2F
ENSG00000187980	1	20487746	20503917	52	10	19644	-0.070293	0.52802	PLA2G2C
ENSG00000162543	1	20512578	20522541	8	3	19644	2.1446	0.015991	UBXN10
ENSG00000158816	1	20617412	20681387	243	29	19644	-1.2348	0.89154	VWA5B1
ENSG00000162545	1	20808884	20812713	4	2	19644	-0.13186	0.55245	CAMK2N1
ENSG00000090432	1	20825943	20834654	25	8	19644	0.88832	0.18718	MUL1
ENSG00000183114	1	20878932	20881512	3	1	19644	1.007	0.15697	FAM43B
ENSG00000158825	1	20915441	20945401	120	17	19644	-0.7222	0.76491	CDA
ENSG00000158828	1	20959948	20978004	69	9	19644	-0.61353	0.73024	PINK1
ENSG00000244038	1	20978270	20988000	30	6	19644	-0.25602	0.60103	DDOST
ENSG00000117245	1	20990507	21044510	193	39	19644	-1.6956	0.95502	KIF17
ENSG00000189410	1	21046225	21059330	35	9	19644	-1.2714	0.89821	SH2D5
ENSG00000127483	1	21069154	21113816	98	15	19644	-1.3508	0.91162	HP1BP3
ENSG00000075151	1	21132963	21503377	730	27	19644	-1.5949	0.94463	EIF4G3
ENSG00000117298	1	21543740	21671997	335	41	19644	-1.6963	0.95508	ECE1
ENSG00000142794	1	21766621	21811498	158	12	19644	0.16217	0.43558	NBPF3
ENSG00000162551	1	21835858	21904905	302	34	19644	-0.85405	0.80346	ALPL
ENSG00000076864	1	21922708	21995801	263	49	19644	0.49381	0.31072	RAP1GAP
ENSG00000090686	1	22004791	22110099	342	35	19644	0.82794	0.20385	USP48
ENSG00000187942	1	22138758	22151714	40	16	19644	-0.66719	0.74767	LDLRAD2
ENSG00000142798	1	22148738	22263790	342	37	19644	-0.72943	0.76713	HSPG2
ENSG00000219073	1	22303514	22325135	146	13	19644	-0.17192	0.56825	CELA3B
ENSG00000142789	1	22328149	22339032	27	7	19644	0.37478	0.35391	CELA3A
ENSG00000070831	1	22379120	22419437	97	13	19644	1.7585	0.03933	CDC42
ENSG00000162552	1	22443798	22470462	88	15	19644	1.0707	0.14215	WNT4
ENSG00000184677	1	22778344	22857650	133	15	19644	-0.74274	0.77118	ZBTB40
ENSG00000070886	1	22890057	22930087	162	23	19644	1.7262	0.042152	EPHA8
ENSG00000173372	1	22962999	22966101	6	3	19644	-0.43253	0.66732	C1QA
ENSG00000159189	1	22970123	22974603	21	4	19644	0.081939	0.46735	C1QC
ENSG00000173369	1	22979255	22988031	26	5	19644	-0.17083	0.56782	C1QB
ENSG00000133216	1	23037332	23241818	361	51	19644	1.3734	0.084809	EPHB2
ENSG00000215906	1	23279536	23291831	38	9	19644	0.035066	0.48601	LACTBL1
ENSG00000227868	1	23337327	23342343	9	3	19644	-0.64235	0.73968	C1orf234
ENSG00000004487	1	23345941	23410182	75	9	19644	-0.13069	0.55199	KDM1A
ENSG00000169641	1	23410516	23504301	165	18	19644	-0.91912	0.82098	LUZP1
ENSG00000179546	1	23516993	23521222	9	2	19644	0.53074	0.2978	HTR1D
ENSG00000125944	1	23630264	23670829	36	6	19644	0.22065	0.41268	HNRNPR
ENSG00000125945	1	23685941	23695935	27	5	19644	0.55667	0.28888	ZNF436
ENSG00000249087	1	23695490	23698332	3	2	19644	-0.19354	0.57673	C1orf213
ENSG00000204219	1	23707554	23751233	118	17	19644	0.9207	0.1786	TCEA3
ENSG00000088280	1	23755056	23811061	119	13	19644	-0.50958	0.69483	ASAP3
ENSG00000007968	1	23832922	23857712	47	7	19644	0.063066	0.47486	E2F2
ENSG00000117318	1	23884409	23886285	5	2	19644	0.38335	0.35073	ID3
ENSG00000197880	1	23907985	23967058	98	20	19644	-0.49591	0.69002	MDS2
ENSG00000142676	1	24018269	24022915	5	2	19644	0.84608	0.19875	RPL11
ENSG00000011007	1	24069645	24088549	15	7	19644	0.73692	0.23059	TCEB3
ENSG00000057757	1	24104895	24114722	6	3	19644	0.87856	0.18982	PITHD1
ENSG00000011009	1	24117460	24122029	3	1	19644	1.0011	0.15839	LYPLA2
ENSG00000117308	1	24122089	24127271	1	1	19644	-0.34021	0.63315	GALE
ENSG00000117305	1	24128375	24165110	45	4	19644	0.82169	0.20563	HMGCL
ENSG00000179163	1	24171567	24194784	46	5	19644	0.72124	0.23538	FUCA1
ENSG00000188822	1	24197016	24285549	206	12	19644	1.111	0.13329	CNR2
ENSG00000189266	1	24285599	24289952	4	1	19644	0.49067	0.31183	PNRC2
ENSG00000188529	1	24291294	24307417	5	1	19644	0.40145	0.34405	SRSF10
ENSG00000142661	1	24382525	24438665	170	18	19644	-0.29987	0.61786	MYOM3
ENSG00000142677	1	24446261	24469611	59	11	19644	-0.23068	0.59122	IL22RA1
ENSG00000185436	1	24480647	24514449	113	15	19644	1.7944	0.036377	IFNLR1
ENSG00000158055	1	24645812	24690972	90	17	19644	-0.14125	0.55616	GRHL3
ENSG00000001460	1	24683489	24743424	154	15	19644	-0.0006749	0.50027	STPG1
ENSG00000001461	1	24742284	24799466	159	14	19644	0.27945	0.38995	NIPAL3
ENSG00000117602	1	24829387	24867530	118	15	19644	-0.65346	0.74327	RCAN3
ENSG00000184454	1	24882602	24935819	234	29	19644	-0.26978	0.60633	NCMAP
ENSG00000133226	1	24958207	24999758	44	7	19644	0.15359	0.43897	SRRM1
ENSG00000169504	1	25071848	25170815	98	10	19644	-0.21006	0.58319	CLIC4
ENSG00000020633	1	25226002	25291612	112	21	19644	0.45819	0.32341	RUNX3
ENSG00000117614	1	25549170	25558993	5	3	19644	0.43473	0.33188	SYF2
ENSG00000117616	1	25568728	25664704	28	11	19644	0.031247	0.48754	C1orf63
ENSG00000187010	1	25598884	25656936	6	4	19644	-0.27572	0.60862	RHD
ENSG00000183726	1	25664408	25688852	23	5	19644	-0.11124	0.54429	TMEM50A
ENSG00000188672	1	25688740	25756683	86	4	19644	0.11985	0.4523	RHCE
ENSG00000204178	1	25757388	25826700	91	3	19644	0.12222	0.45136	TMEM57
ENSG00000157978	1	25870071	25895377	68	9	19644	-0.38697	0.65061	LDLRAP1
ENSG00000117643	1	25943959	26112698	249	25	19644	0.07907	0.46849	MAN1C1
ENSG00000162430	1	26126667	26144713	44	4	19644	1.4462	0.074066	SEPN1
ENSG00000255054	1	26137961	26150235	33	4	19644	1.12	0.13136	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	33	3	19644	1.0269	0.15223	MTFR1L
ENSG00000223474	1	26145212	26147288	7	3	19644	0.74803	0.22722	AL020996.1
ENSG00000127423	1	26158414	26185903	64	3	19644	0.9675	0.16665	AUNIP
ENSG00000182749	1	26187701	26197744	7	2	19644	1.9307	0.026763	PAQR7
ENSG00000117632	1	26210672	26233482	30	6	19644	1.7106	0.04358	STMN1
ENSG00000158006	1	26286258	26324648	88	6	19644	0.61645	0.2688	PAFAH2
