region2	reg_region	type	tissue/cell	genes
12:49520000-49530000	12:49523491-49526520	prom	E081	ENSG00000123416
12:49520000-49530000	12:49523491-49526520	prom	E082	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E053	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E054	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E067	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E068	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E069	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E070	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E071	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E072	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E073	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E074	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E081	ENSG00000123416
12:49520001-49560000	12:49523491-49526520	prom	E082	ENSG00000123416
12:49560001-49600000	12:49580416-49580479	prom	E053	NA
12:49560001-49600000	12:49580416-49580479	prom	E054	NA
12:49560001-49600000	12:49580416-49580479	prom	E067	NA
12:49560001-49600000	12:49580416-49580479	prom	E069	NA
12:49560001-49600000	12:49580416-49580479	prom	E070	NA
12:49560001-49600000	12:49580416-49580479	prom	E073	NA
12:49560001-49600000	12:49580416-49580479	prom	E074	NA
12:49560001-49600000	12:49580416-49580479	prom	E081	NA
12:49560001-49600000	12:49580589-49583865	prom	E053	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E054	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E067	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E068	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E069	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E070	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E071	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E072	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E073	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E074	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E081	ENSG00000167552:ENSG00000167553
12:49560001-49600000	12:49580589-49583865	prom	E082	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580416-49580479	prom	E053	NA
12:49580000-49590000	12:49580416-49580479	prom	E054	NA
12:49580000-49590000	12:49580416-49580479	prom	E067	NA
12:49580000-49590000	12:49580416-49580479	prom	E069	NA
12:49580000-49590000	12:49580416-49580479	prom	E070	NA
12:49580000-49590000	12:49580416-49580479	prom	E073	NA
12:49580000-49590000	12:49580416-49580479	prom	E074	NA
12:49580000-49590000	12:49580416-49580479	prom	E081	NA
12:49580000-49590000	12:49580589-49583865	prom	E053	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E054	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E067	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E068	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E069	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E070	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E071	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E072	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E073	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E074	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E081	ENSG00000167552:ENSG00000167553
12:49580000-49590000	12:49580589-49583865	prom	E082	ENSG00000167552:ENSG00000167553
12:49650000-49660000	12:49657993-49659958	prom	E053	NA
12:49650000-49660000	12:49657993-49659958	prom	E054	NA
12:49650000-49660000	12:49657993-49659958	prom	E067	NA
12:49650000-49660000	12:49657993-49659958	prom	E068	NA
12:49650000-49660000	12:49657993-49659958	prom	E069	NA
12:49650000-49660000	12:49657993-49659958	prom	E070	NA
12:49650000-49660000	12:49657993-49659958	prom	E071	NA
12:49650000-49660000	12:49657993-49659958	prom	E072	NA
12:49650000-49660000	12:49657993-49659958	prom	E073	NA
12:49650000-49660000	12:49657993-49659958	prom	E074	NA
12:49650000-49660000	12:49657993-49659958	prom	E082	NA
12:49710000-49720000	12:49715544-49717566	prom	E053	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E054	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E067	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E068	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E069	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E070	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E071	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E072	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E073	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E074	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E081	ENSG00000135451
12:49710000-49720000	12:49715544-49717566	prom	E082	ENSG00000135451
12:49730000-49740000	12:49734681-49737484	prom	E054	NA
12:49730000-49740000	12:49734681-49737484	prom	E071	NA
12:49730000-49740000	12:49738740-49742248	prom	E054	ENSG00000178401
12:49730000-49740000	12:49738740-49742248	prom	E068	ENSG00000178401
12:49730000-49740000	12:49738740-49742248	prom	E074	ENSG00000178401
12:49740000-49750000	12:49738740-49742248	prom	E054	ENSG00000178401
12:49740000-49750000	12:49738740-49742248	prom	E068	ENSG00000178401
12:49740000-49750000	12:49738740-49742248	prom	E074	ENSG00000178401
12:49760000-49770000	12:49760054-49762440	prom	E053	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E054	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E067	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E068	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E069	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E070	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E071	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E072	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E073	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E074	ENSG00000123352
12:49760000-49770000	12:49760054-49762440	prom	E082	ENSG00000123352
12:49940000-49950000	12:49942287-49943510	prom	E054	NA
12:49940000-49950000	12:49942287-49943510	prom	E067	NA
12:49940000-49950000	12:49942287-49943510	prom	E068	NA
12:49940000-49950000	12:49942287-49943510	prom	E069	NA
12:49940000-49950000	12:49942287-49943510	prom	E070	NA
12:49940000-49950000	12:49942287-49943510	prom	E071	NA
12:49940000-49950000	12:49942287-49943510	prom	E072	NA
12:49940000-49950000	12:49942287-49943510	prom	E073	NA
12:49940000-49950000	12:49942287-49943510	prom	E074	NA
12:49940000-49950000	12:49942287-49943510	prom	E082	NA
12:50090000-50100000	12:50098822-50102087	prom	E053	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E054	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E067	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E068	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E069	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E070	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E071	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E072	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E073	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E074	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E081	ENSG00000161791:ENSG00000139644
12:50090000-50100000	12:50098822-50102087	prom	E082	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E053	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E054	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E067	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E068	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E069	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E070	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E071	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E072	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E073	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E074	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E081	ENSG00000161791:ENSG00000139644
12:50100000-50110000	12:50098822-50102087	prom	E082	ENSG00000161791:ENSG00000139644
12:50480000-50490000	12:50478417-50480296	prom	E053	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E054	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E067	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E068	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E069	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E070	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E071	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E072	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E073	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E074	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E081	ENSG00000066117
12:50480000-50490000	12:50478417-50480296	prom	E082	ENSG00000066117
15:59390000-59400000	15:59396666-59398447	prom	E053	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E054	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E067	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E068	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E069	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E070	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E071	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E072	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E073	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E074	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E081	ENSG00000157456
15:59390000-59400000	15:59396666-59398447	prom	E082	ENSG00000157456
16:89280000-89290000	16:89282681-89284658	prom	E053	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E054	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E067	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E068	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E069	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E070	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E071	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E072	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E073	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E074	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E081	ENSG00000170100
16:89280000-89290000	16:89282681-89284658	prom	E082	ENSG00000170100
16:89280000-89290000	16:89284781-89284860	prom	E053	NA
16:89280000-89290000	16:89284781-89284860	prom	E054	NA
16:89280000-89290000	16:89284781-89284860	prom	E067	NA
16:89280000-89290000	16:89284781-89284860	prom	E068	NA
16:89280000-89290000	16:89284781-89284860	prom	E069	NA
16:89280000-89290000	16:89284781-89284860	prom	E070	NA
16:89280000-89290000	16:89284781-89284860	prom	E071	NA
16:89280000-89290000	16:89284781-89284860	prom	E073	NA
16:89280000-89290000	16:89284781-89284860	prom	E074	NA
16:89280000-89290000	16:89284781-89284860	prom	E081	NA
16:89280000-89290000	16:89284781-89284860	prom	E082	NA
16:89300000-89310000	16:89307005-89307526	prom	E053	NA
16:89300000-89310000	16:89307005-89307526	prom	E054	NA
16:89300000-89310000	16:89307005-89307526	prom	E067	NA
16:89300000-89310000	16:89307005-89307526	prom	E068	NA
16:89300000-89310000	16:89307005-89307526	prom	E069	NA
16:89300000-89310000	16:89307005-89307526	prom	E070	NA
16:89300000-89310000	16:89307005-89307526	prom	E071	NA
16:89300000-89310000	16:89307005-89307526	prom	E072	NA
16:89300000-89310000	16:89307005-89307526	prom	E073	NA
16:89300000-89310000	16:89307005-89307526	prom	E074	NA
16:89300000-89310000	16:89307005-89307526	prom	E081	NA
16:89300000-89310000	16:89307005-89307526	prom	E082	NA
16:89300000-89310000	16:89307621-89308512	prom	E053	NA
16:89300000-89310000	16:89307621-89308512	prom	E054	NA
16:89300000-89310000	16:89307621-89308512	prom	E067	NA
16:89300000-89310000	16:89307621-89308512	prom	E068	NA
16:89300000-89310000	16:89307621-89308512	prom	E069	NA
16:89300000-89310000	16:89307621-89308512	prom	E070	NA
16:89300000-89310000	16:89307621-89308512	prom	E071	NA
16:89300000-89310000	16:89307621-89308512	prom	E072	NA
16:89300000-89310000	16:89307621-89308512	prom	E073	NA
16:89300000-89310000	16:89307621-89308512	prom	E074	NA
16:89300000-89310000	16:89307621-89308512	prom	E081	NA
16:89300000-89310000	16:89307621-89308512	prom	E082	NA
16:89310000-89320000	16:89313200-89314506	prom	E053	NA
16:89310000-89320000	16:89313200-89314506	prom	E054	NA
16:89310000-89320000	16:89313200-89314506	prom	E067	NA
16:89310000-89320000	16:89313200-89314506	prom	E068	NA
16:89310000-89320000	16:89313200-89314506	prom	E069	NA
16:89310000-89320000	16:89313200-89314506	prom	E070	NA
16:89310000-89320000	16:89313200-89314506	prom	E071	NA
16:89310000-89320000	16:89313200-89314506	prom	E072	NA
16:89310000-89320000	16:89313200-89314506	prom	E073	NA
16:89310000-89320000	16:89313200-89314506	prom	E074	NA
16:89310000-89320000	16:89313200-89314506	prom	E082	NA
16:89310000-89320000	16:89314555-89314704	prom	E053	NA
16:89310000-89320000	16:89314555-89314704	prom	E054	NA
16:89310000-89320000	16:89314555-89314704	prom	E069	NA
16:89310000-89320000	16:89314555-89314704	prom	E070	NA
16:89310000-89320000	16:89314555-89314704	prom	E072	NA
16:89310000-89320000	16:89314555-89314704	prom	E082	NA
16:89310000-89320000	16:89314752-89314940	prom	E053	NA
16:89310000-89320000	16:89314752-89314940	prom	E054	NA
16:89310000-89320000	16:89314752-89314940	prom	E070	NA
16:89310000-89320000	16:89314752-89314940	prom	E072	NA
16:89310000-89320000	16:89314752-89314940	prom	E082	NA
16:89320000-89330000	16:89322899-89324124	prom	E053	NA
16:89320000-89330000	16:89322899-89324124	prom	E054	NA
16:89320000-89330000	16:89322899-89324124	prom	E067	NA
16:89320000-89330000	16:89322899-89324124	prom	E068	NA
16:89320000-89330000	16:89322899-89324124	prom	E069	NA
16:89320000-89330000	16:89322899-89324124	prom	E071	NA
16:89320000-89330000	16:89322899-89324124	prom	E072	NA
16:89320000-89330000	16:89322899-89324124	prom	E073	NA
16:89320000-89330000	16:89322899-89324124	prom	E074	NA
16:89320000-89330000	16:89322899-89324124	prom	E082	NA
16:89320000-89330000	16:89324195-89324291	prom	E053	NA
16:89320000-89330000	16:89324195-89324291	prom	E067	NA
16:89320000-89330000	16:89324195-89324291	prom	E068	NA
16:89320000-89330000	16:89324195-89324291	prom	E069	NA
16:89320000-89330000	16:89324195-89324291	prom	E071	NA
16:89320000-89330000	16:89324195-89324291	prom	E072	NA
16:89320000-89330000	16:89324195-89324291	prom	E073	NA
16:89320000-89330000	16:89324195-89324291	prom	E074	NA
16:89320000-89330000	16:89324195-89324291	prom	E082	NA
16:89570000-89580000	16:89573221-89575704	prom	E053	NA
16:89570000-89580000	16:89573221-89575704	prom	E054	NA
16:89570000-89580000	16:89573221-89575704	prom	E067	NA
16:89570000-89580000	16:89573221-89575704	prom	E068	NA
16:89570000-89580000	16:89573221-89575704	prom	E069	NA
16:89570000-89580000	16:89573221-89575704	prom	E070	NA
16:89570000-89580000	16:89573221-89575704	prom	E071	NA
16:89570000-89580000	16:89573221-89575704	prom	E072	NA
16:89570000-89580000	16:89573221-89575704	prom	E073	NA
16:89570000-89580000	16:89573221-89575704	prom	E074	NA
16:89570000-89580000	16:89573221-89575704	prom	E082	NA
16:89750000-89760000	16:89752757-89754374	prom	E053	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E054	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E067	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E068	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E069	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E070	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E071	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E072	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E073	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E074	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E081	ENSG00000260259
16:89750000-89760000	16:89752757-89754374	prom	E082	ENSG00000260259
16:89780000-89790000	16:89786442-89790075	prom	E053	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E054	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E067	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E068	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E069	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E070	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E071	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E072	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E073	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E074	ENSG00000075399:ENSG00000158805
16:89780000-89790000	16:89786442-89790075	prom	E082	ENSG00000075399:ENSG00000158805
16:89880000-89890000	16:89880524-89880577	prom	E082	NA
16:89880000-89890000	16:89882112-89882726	prom	E053	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E054	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E067	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E068	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E069	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E070	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E071	ENSG00000187741
16:89880000-89890000	16:89882112-89882726	prom	E072	ENSG00000187741
